符合條件商品
資料日期：2021年 10月 29日
策略,	每日資料（大戶）
序號,	代碼,	商品,	成交,	漲幅%,	總量,	大戶持股比例
執行時間：2021-10-31 18:49 符合檔數(1740)
1478	,6641.TW,基士德-KY,56.1,-0.71,7,62.05
1479	,6642.TW,富致,68.7,-1.15,76,49.91
1480	,6643.TW,M31,397,-2.1,1450,40.31
1481	,6649.TW,台生材,25.05,-1.96,4,41.08
1482	,6651.TW,全宇昕,111.5,2.76,382,27.62
1483	,6654.TW,天正國際,88.2,0,73,63.9
1484	,6655.TW,科定,88.7,-5.64,203,69.63
1485	,6661.TW,威健生技,25.4,0.79,6,49.34
1486	,6662.TW,樂斯科,31.15,1.63,2,45.11
1487	,6664.TW,群翊,65.4,-0.46,22,42.89
1488	,6666.TW,羅麗芬-KY,67.1,-0.15,9,79.02
1489	,6667.TW,信紘科,67,-0.15,96,51.32
1490	,6668.TW,中揚光,49.1,-1.6,133,55.83
1491	,6669.TW,緯穎,889,2.42,816,64.96
1492	,6670.TW,復盛應用,188.5,1.62,258,74.22
1493	,6671.TW,三能-KY,47,0.11,1,57.82
1494	,6672.TW,騰輝電子-KY,126.5,-1.94,1431,33.48
1495	,6674.TW,鋐寶科技,29.35,0.34,31,81.46
1496	,6679.TW,鈺太,317,-0.31,390,32.65
1497	,6680.TW,鑫創電子,51.3,0,0,57.67
1498	,6683.TW,雍智科技,332.5,2.31,623,11.44
1499	,6684.TW,安格,167.5,-0.59,902,19.53
1500	,6690.TW,安碁資訊,110.5,-0.45,3,64.54
1501	,6697.TW,東捷資訊,39.15,-0.13,8,70.36
1502	,6698.TW,旭暉應材,38.2,0,49,35.22
1503	,6703.TW,軒郁,86.9,0.46,8,32.75
1504	,6706.TW,惠特,210,-1.87,4181,30.8
1505	,6712.TW,長聖,228.5,-1.51,407,46.28
1506	,6715.TW,嘉基,120,-3.23,117,73.89
1507	,6716.TW,應廣,154,-0.96,81,28.86
1508	,6727.TW,亞泰金屬,71,-1.39,135,7.8
1509	,6728.TW,上洋,83.9,2.32,3,62.98
1510	,6732.TW,昇佳電子,579,-3.18,560,57.03
1511	,6733.TW,博晟生醫,23.5,-0.21,28,54.5
1512	,6741.TW,91APP*-KY,267,-0.19,192,74.42
1513	,6743.TW,安普新,74.5,0.81,413,59.93
1514	,6747.TW,亨泰光,374,6.7,111,63.61
1515	,6751.TW,智聯服務,57.7,4.34,68,61.25
1516	,6752.TW,叡揚,60,0,2,14.84
1517	,6754.TW,匯僑設計,40.9,0,101,80.95
1518	,6756.TW,威鋒電子,469,-0.53,3698,60.07
1519	,6762.TW,達亞,266.5,0.19,18,59.31
1520	,6767.TW,台微醫,31.15,0.48,54,45.49
1521	,6768.TW,志強-KY,73.2,0.55,169,85.31
1522	,6776.TW,展碁國際,38.65,-0.9,31,73.15
1523	,6781.TW,AES-KY,1225,9.87,902,78.19
1524	,6788.TW,華景電,225.5,1.12,423,18.35
1525	,6790.TW,永豐實,48.3,0.73,228,81.75
1526	,6803.TW,崑鼎,233,0.43,12,63.38
1527	,6840.TW,東研信超-新,91.5,7.65,17,56.86
1528	,6855.TW,數泓科-新,89.9,-0.11,3,77.16
1529	,6857.TW,宏碁智醫-新,61,1.67,4,97.39
1530	,7402.TW,邑錡,41.5,1.72,18,33.77
1531	,7556.TW,意德士,118,-2.88,38,57.11
1532	,8011.TW,台通,17.55,-0.28,1014,23.96
1533	,8016.TW,矽創,266.5,1.72,7836,21.99
1534	,8021.TW,尖點,41.55,0.12,2195,25.91
1535	,8024.TW,佑華,27.2,0,436,21.19
1536	,8027.TW,鈦昇,62.5,0.97,153,28
1537	,8028.TW,昇陽半導體,48.75,-0.41,597,30.96
1538	,8032.TW,光菱,29.75,0.17,61,76.83
1539	,8033.TW,雷虎,17.8,-1.39,2690,20
1540	,8034.TW,榮群,15.3,-1.92,220,12.27
1541	,8038.TW,長園科,38.45,4.48,1674,24.08
1542	,8039.TW,台虹,47.65,0.42,676,50.38
1543	,8040.TW,九暘,68.6,0.73,9975,24.53
1544	,8042.TW,金山電,46.7,0.11,37,63.32
1545	,8043.TW,蜜望實,26.6,1.14,583,55.71
1546	,8044.TW,網家,145,4.69,8273,40.95
1547	,8046.TW,南電,490.5,5.37,11418,82.46
1548	,8047.TW,星雲,12.3,0,14,60.52
1549	,8048.TW,德勝,35.8,0.56,117,33.36
1550	,8049.TW,晶采,24.05,0,200,27.84
1551	,8050.TW,廣積,39,-0.38,92,43.38
1552	,8054.TW,安國,56.5,7.01,20041,6.9
1553	,8059.TW,凱碩,11.35,2.25,1054,73.35
1554	,8064.TW,東捷,19.75,-0.5,2379,31.52
1555	,8066.TW,來思達,35.2,0.57,17,0
1556	,8067.TW,志旭,9.39,1.51,1,74.61
1557	,8068.TW,全達,28.1,0.54,60,78.67
1558	,8069.TW,元太,91.9,1.1,18200,71.98
1559	,8070.TW,長華*,33.8,1.96,2473,71.27
1560	,8071.TW,能率網通,13.05,0,317,36.17
1561	,8072.TW,陞泰,23.45,0.21,8,67.34
1562	,8074.TW,鉅橡,19.6,-0.51,37,39.6
1563	,8076.TW,伍豐,32.1,3.22,878,30.3
1564	,8077.TW,洛碁,11.25,0.9,3,88.92
1565	,8080.TW,永利聯合,9.83,5.7,73,45.57
1566	,8081.TW,致新,224.5,0.67,665,25.51
1567	,8083.TW,瑞穎,180,0,14,39.77
1568	,8084.TW,巨虹,70,1.3,55,57.52
1569	,8085.TW,福華,18,-0.28,544,57.63
1570	,8086.TW,宏捷科,159.5,0.63,12696,45.89
1571	,8087.TW,華鎂鑫,26.85,-0.37,35,42.5
1572	,8088.TW,品安,21.65,-0.69,197,18.81
1573	,8089.TW,康全電訊,28,-2.1,372,45.51
1574	,8091.TW,翔名,70.6,1.73,623,25.49
1575	,8092.TW,建暐,8.4,0.6,33,42.72
1576	,8093.TW,保銳,7.81,0.26,37,42.55
1577	,8096.TW,擎亞,12.9,1.57,347,22.49
1578	,8097.TW,常珵,20.8,1.22,192,39.18
1579	,8099.TW,大世科,41.15,0.12,224,74.69
1580	,8101.TW,華冠,2.45,0.82,61,47.01
1581	,8103.TW,瀚荃,47.9,2.68,8203,21.65
1582	,8104.TW,錸寶,48.4,0.21,108,52.94
1583	,8105.TW,凌巨,11.75,0.43,1152,59.41
1584	,8107.TW,大億金茂,17.5,0.57,16,47.02
1585	,8109.TW,博大,71.5,0.28,16,37.02
1586	,8110.TW,華東,17.1,-1.16,2201,56.9
1587	,8111.TW,立碁,18.05,-0.82,294,30.02
1588	,8112.TW,至上,44.85,1.93,6059,27.18
1589	,8114.TW,振樺電,91,0.89,159,43.67
1590	,8121.TW,越峰,47.5,9.95,4750,49.4
1591	,8131.TW,福懋科,37.85,-0.79,195,74.69
1592	,8147.TW,正淩,47.55,-0.11,40,35.56
1593	,8150.TW,南茂,46.15,-2.02,8905,69.5
1594	,8155.TW,博智,143.5,3.99,1245,48.28
1595	,8163.TW,達方,41.75,-0.36,1258,38.82
1596	,8171.TW,天宇,51,3.98,1432,25.85
1597	,8176.TW,智捷,8.31,0.12,118,31.01
1598	,8182.TW,加高,43,-2.16,525,63.37
1599	,8183.TW,精星,49.95,2.99,9026,47.3
1600	,8201.TW,無敵,17.35,0.29,15029,48.31
1601	,8210.TW,勤誠,75.2,-1.05,163,62.13
1602	,8213.TW,志超,46.9,0.21,1572,33.95
1603	,8215.TW,明基材,39.35,9.61,61709,54.71
1604	,8222.TW,寶一,14.2,-1.39,100,34.68
1605	,8234.TW,新漢,23.3,0.22,25,51.31
1606	,8240.TW,華宏,28.1,0.9,49,50.64
1607	,8249.TW,菱光,27.1,0.18,204,64.54
1608	,8255.TW,朋程,259,6.8,15425,44.27
1609	,8261.TW,富鼎,104.5,10,19126,16.04
1610	,8271.TW,宇瞻,43.4,0.46,503,21.75
1611	,8277.TW,商丞,10.85,0.46,459,18.06
1612	,8279.TW,生展,97.1,1.46,44,57.16
1613	,8284.TW,三竹,45.2,-0.22,12,26.48
1614	,8289.TW,泰藝,31.6,1.44,1244,38.31
1615	,8291.TW,尚茂,6.94,0,0,73.34
1616	,8299.TW,群聯,390.5,0.64,830,31.11
1617	,8341.TW,日友,199.5,-0.5,39,53.73
1618	,8342.TW,益張,51,-0.97,3,56.88
1619	,8349.TW,恒耀,58.8,0,119,65.72
1620	,8354.TW,冠好,14.95,1.01,2,55.25
1621	,8358.TW,金居,74.7,2.89,8269,40.66
1622	,8367.TW,建新國際,55.1,2.04,836,61.13
1623	,8374.TW,羅昇,30.25,-0.66,36,73.85
1624	,8383.TW,千附,41.15,-0.12,423,36.21
1625	,8390.TW,金益鼎,33.8,-0.73,215,40.13
1626	,8401.TW,白紗科,13.85,0.36,55,41.35
1627	,8403.TW,盛弘,27.15,0.18,122,30.13
1628	,8404.TW,百和興業-KY,37.45,0.81,177,73.77
1629	,8406.TW,金可-KY,201.5,5.22,1916,59.05
1630	,8409.TW,商之器,15.95,1.59,12,29.04
1631	,8410.TW,森田,34.5,0.88,23,45.78
1632	,8411.TW,福貞-KY,15.2,0.33,128,74.78
1633	,8415.TW,大國鋼,34.75,-1.42,1577,84.41
1634	,8416.TW,實威,117,0,5,73.06
1635	,8418.TW,捷必勝-KY,10.55,0.48,1,87.49
1636	,8420.TW,明揚,38.2,0,83,72.74
1637	,8421.TW,旭源,10.1,1,32,41.32
1638	,8422.TW,可寧衛,214,-1.15,2719,47.93
1639	,8423.TW,保綠-KY,17.4,-1.42,2,59.67
1640	,8424.TW,惠普,61.1,0.83,49,50.7
1641	,8426.TW,紅木-KY,16.6,0,4,73.65
1642	,8427.TW,基勝-KY,52.9,0.76,51,90.75
1643	,8429.TW,金麗-KY,14.45,3.21,2015,36.46
1644	,8431.TW,匯鑽科,59,-0.84,141,23.5
1645	,8432.TW,東生華,44.6,-1.44,100,56.48
1646	,8433.TW,弘帆,40.4,0,2,68.38
1647	,8435.TW,鉅邁,57.5,0.17,28,17.83
1648	,8436.TW,大江,225.5,-1.31,670,41.6
1649	,8437.TW,大地-KY,151,0.33,29,44.24
1650	,8440.TW,綠電,18,-1.1,8,64.03
1651	,8442.TW,威宏-KY,37.5,-0.53,7,72.26
1652	,8443.TW,阿瘦,11.75,0,56,64
1653	,8444.TW,綠河-KY,107.5,6.97,534,76.13
1654	,8446.TW,華研,88.1,-0.11,27,49.26
1655	,8450.TW,霹靂,23,-0.22,49,64.84
1656	,8454.TW,富邦媒,1790,6.23,847,76.6
1657	,8455.TW,大拓-KY,17.9,-1.1,1,87.78
1658	,8462.TW,柏文,145,1.05,190,59.99
1659	,8463.TW,潤泰材,33.15,-1.19,65,80.78
1660	,8464.TW,億豐,382,-0.26,733,73.54
1661	,8466.TW,美吉吉-KY,53.7,0.19,4,65.27
1662	,8467.TW,波力-KY,39.8,-0.5,3,66.5
1663	,8472.TW,夠麻吉,56.5,0,9,61.62
1664	,8473.TW,山林水,34.1,-1.73,66,74.2
1665	,8476.TW,台境,60.4,1.85,444,64.86
1666	,8477.TW,創業家,36.65,0.14,107,35.08
1667	,8478.TW,東哥遊艇,81.2,1.88,114,82.85
1668	,8480.TW,泰昇-KY,105.5,-0.47,6,79.92
1669	,8481.TW,政伸,70,0,16,56.76
1670	,8482.TW,商億-KY,71.3,0.42,6,93.24
1671	,8488.TW,吉源-KY,15.9,0,16,79.77
1672	,8489.TW,三貝德,34.15,0,25,23.75
1673	,8499.TW,鼎炫-KY,115.5,-0.43,24,72.11
1674	,8905.TW,裕國,19.7,0.77,172,69.34
1675	,8906.TW,花王,14.5,0.35,19,70.77
1676	,8908.TW,欣雄,56.7,0.18,94,86.52
1677	,8916.TW,光隆,41.9,-0.36,60,55.34
1678	,8917.TW,欣泰,89.7,1.59,2,68.73
1679	,8921.TW,沈氏,15.45,2.32,1,58.17
1680	,8923.TW,時報,16.85,0,0,74.55
1681	,8924.TW,大田,174,-0.57,1401,36.05
1682	,8926.TW,台汽電,38.25,-0.39,236,54.01
1683	,8927.TW,北基,33.75,-0.3,136,70.73
1684	,8928.TW,鉅明,34.35,-0.15,37,37.94
1685	,8929.TW,富堡,21.65,-4.2,70,41.82
1686	,8930.TW,青鋼,14.8,0.34,85,53.51
1687	,8931.TW,大汽電,32.9,0.77,23,73.89
1688	,8932.TW,宏大,19.55,1.3,396,52.46
1689	,8933.TW,愛地雅,11,0,279,46.04
1690	,8935.TW,邦泰,13.2,-0.38,157,21.66
1691	,8936.TW,國統,21.45,-0.69,274,35.69
1692	,8937.TW,合騏,12,-1.64,37,54.39
1693	,8938.TW,明安,79,-1.13,809,51.34
1694	,8940.TW,新天地,13.6,0.74,49,65.34
1695	,8941.TW,關中,36.6,-0.95,3,62.16
1696	,8942.TW,森鉅,67.6,0,111,47.52
1697	,8996.TW,高力,50.3,0.8,1276,21.19
1698	,9802.TW,鈺齊-KY,103,0.98,997,68.12
1699	,9902.TW,台火,13.25,-0.38,409,34.62
1700	,9904.TW,寶成,34.1,-1.45,6508,78.82
1701	,9905.TW,大華,25.8,-0.19,79,77.35
1702	,9906.TW,欣巴巴,50.3,0.6,26,69.81
1703	,9907.TW,統一實,13,-0.38,1837,71.6
1704	,9908.TW,大台北,33.15,-0.15,50,76.8
1705	,9910.TW,豐泰,216,-1.37,643,88.77
1706	,9911.TW,櫻花,70,-1.27,221,70.64
1707	,9912.TW,偉聯,8.74,1.04,41,40.99
1708	,9914.TW,美利達,289,0.52,1093,72
1709	,9917.TW,中保科,100.5,0,223,77.54
1710	,9918.TW,欣天然,43.5,-0.57,46,75.2
1711	,9919.TW,康那香,22.05,-0.68,490,42.24
1712	,9921.TW,巨大,322.5,-0.46,975,68.74
1713	,9924.TW,福興,40.45,-1.34,306,58.46
1714	,9925.TW,新保,38.6,0,59,67.12
1715	,9926.TW,新海,48.25,-0.52,5,76.78
1716	,9927.TW,泰銘,32.85,0.92,210,51.45
1717	,9928.TW,中視,6.12,0,23,82.64
1718	,9929.TW,秋雨,9.57,0.74,37,72.15
1719	,9930.TW,中聯資源,45.05,-0.99,63,75.35
1720	,9931.TW,欣高,39.8,-0.87,2,72.85
1721	,9933.TW,中鼎,36.45,-0.41,481,63.16
1722	,9934.TW,成霖,15.4,-0.32,223,65.29
1723	,9935.TW,慶豐富,20.05,0,104,45.32
1724	,9937.TW,全國,48.1,-0.72,20,81.58
1725	,9938.TW,百和,86.4,1.77,1041,71.7
1726	,9939.TW,宏全,65.1,0.93,1550,50.91
1727	,9940.TW,信義,33.3,-0.6,361,79.19
1728	,9941.TW,裕融,168.5,-0.3,656,68.99
1729	,9942.TW,茂順,87.5,-0.57,109,41.82
1730	,9943.TW,好樂迪,62.2,-0.96,623,69.39
1731	,9944.TW,新麗,22.2,1.37,214,68.12
1732	,9945.TW,潤泰新,70.9,1.43,15578,60.69
1733	,9946.TW,三發地產,15.2,-0.33,81,76.51
1734	,9949.TW,琉園,11.45,0,29,52.76
1735	,9950.TW,萬國通,10.15,1,1,84.18
1736	,9951.TW,皇田,81.3,-0.37,71,40.64
1737	,9955.TW,佳龍,17.8,4.4,1255,60.39
1738	,9958.TW,世紀鋼,113,-0.88,3967,51.26
1739	,9960.TW,邁達康,27.55,-1.25,14,56.21
1740	,9962.TW,有益,16,-0.31,951,30.54
