符合條件商品
資料日期：2023年  5月  8日
策略,	漲2次數
序號,	代碼,	商品,	成交,	漲幅%,	總量,	漲2次數
執行時間：2023-05-08 23:59 符合檔數(1777)
1574	,1307.TW,三芳,23.2,2.65,4198,8
1575	,1326.TW,台化,68.4,-0.87,3432,8
1576	,1409.TW,新纖,17.55,-0.28,1258,8
1577	,1413.TW,宏洲,9.29,0,10,8
1578	,1580.TW,新麥,109.5,3.79,665,8
1579	,1903.TW,士紙,44.15,0,101,8
1580	,1904.TW,正隆,33.5,1.21,5414,8
1581	,2114.TW,鑫永銓,99.8,-0.2,10,8
1582	,2115.TW,六暉-KY,30.9,0.32,30,8
1583	,2316.TW,楠梓電,28.3,-0.7,53,8
1584	,3090.TW,日電貿,57.1,-0.87,476,8
1585	,3118.TW,進階,32.4,-0.31,108,8
1586	,3426.TW,台興,39.9,0,6,8
1587	,3512.TW,皇龍,33.35,-0.45,72,8
1588	,3702.TW,大聯大,50.2,-0.2,4246,8
1589	,4120.TW,友華,37.3,0.54,41,8
1590	,4533.TW,協易機,12,0.84,466,8
1591	,4549.TW,桓達,97,0.31,65,8
1592	,4562.TW,穎漢,16.75,-0.3,76,8
1593	,4905.TW,台聯電,50.9,0,0,8
1594	,4938.TW,和碩,70.3,0.29,1023,8
1595	,5511.TW,德昌,43.95,3.29,2066,8
1596	,5880.TW,合庫金,27.3,0.37,7496,8
1597	,6803.TW,崑鼎,313.5,2.28,108,8
1598	,6841.TW,長佳智能,102,-2.86,1032,8
1599	,6863.TW,永道-KY,185.5,0.27,252,8
1600	,8411.TW,福貞-KY,14.85,-0.67,83,8
1601	,8482.TW,商億-KY,77,0.52,4,8
1602	,9917.TW,中保科,111.5,1.83,772,8
1603	,1103.TW,嘉泥,20.35,0.99,740,7
1604	,1233.TW,天仁,34,0,32,7
1605	,1259.TW,安心,73,-0.54,3,7
1606	,1414.TW,東和,16.85,0,41,7
1607	,1416.TW,廣豐,11.8,-0.42,114,7
1608	,1527.TW,鑽全,41.9,-0.24,176,7
1609	,1817.TW,凱撒衛,39.05,0.51,171,7
1610	,2451.TW,創見,70.9,-0.42,515,7
1611	,2516.TW,新建,4.9,-0.61,118,7
1612	,2534.TW,宏盛,22.8,0.44,1023,7
1613	,2845.TW,遠東銀,11.2,0,3711,7
1614	,3040.TW,遠見,31.95,-0.16,12,7
1615	,4401.TW,東隆興,28.15,0.36,59,7
1616	,4417.TW,金洲,43.25,1.88,605,7
1617	,4502.TW,健信,36.95,-0.14,5,7
1618	,4722.TW,國精化,36.95,-1.99,130,7
1619	,5230.TW,雷笛克光學,22.45,0.45,175,7
1620	,5512.TW,力麒,9.73,0.41,1578,7
1621	,5520.TW,力泰,57.6,3.78,85,7
1622	,9926.TW,新海,52.4,0.38,3,7
1623	,1324.TW,地球,11.7,0,19,6
1624	,1452.TW,宏益,17.5,-0.28,112,6
1625	,1463.TW,強盛,14.35,0,57,6
1626	,1558.TW,伸興,112.5,-0.44,49,6
1627	,1582.TW,信錦,59.9,0.34,86,6
1628	,1604.TW,聲寶,26.6,0.38,372,6
1629	,1702.TW,南僑,51.1,0.79,1200,6
1630	,1788.TW,杏昌,144.5,-0.34,43,6
1631	,2505.TW,國揚,18.3,0.27,99,6
1632	,2506.TW,太設,9.34,0.21,164,6
1633	,2537.TW,聯上發,6.94,0,251,6
1634	,2701.TW,萬企,12.75,0.39,219,6
1635	,2816.TW,旺旺保,16.6,0.91,133,6
1636	,3015.TW,全漢,49.4,0.61,440,6
1637	,3311.TW,閎暉,34.25,0.44,24,6
1638	,3705.TW,永信,45.9,0.44,505,6
1639	,3706.TW,神達,28.1,-0.18,1007,6
1640	,4440.TW,宜新實業,34.25,0,92,6
1641	,4556.TW,旭然,30.8,-0.65,2,6
1642	,4580.TW,捷流閥業,95.6,0.1,109,6
1643	,4933.TW,友輝,34.95,0.43,38,6
1644	,5007.TW,三星,52.3,-0.95,1107,6
1645	,5519.TW,隆大,24.75,0.2,431,6
1646	,5604.TW,中連,49.6,0.81,13,6
1647	,6024.TW,群益期,44.95,1.01,560,6
1648	,6292.TW,迅德,45.35,-0.11,90,6
1649	,6577.TW,勁豐,66.6,0,16,6
1650	,6790.TW,永豐實,38.45,-2.66,3277,6
1651	,6861.TW,睿生光電,113.5,-0.44,60,6
1652	,8443.TW,阿瘦,11.85,0.42,118,6
1653	,8942.TW,森鉅,69.5,2.66,815,6
1654	,1201.TW,味全,20.05,-0.25,358,5
1655	,1216.TW,統一,74.4,0.68,5156,5
1656	,1227.TW,佳格,40.75,-0.49,991,5
1657	,1264.TW,德麥,285,0,43,5
1658	,1341.TW,富林-KY,69.6,0.29,7,5
1659	,1423.TW,利華,23.25,0.22,863,5
1660	,1434.TW,福懋,27.75,-1.42,4223,5
1661	,1441.TW,大東,8.22,-0.24,58,5
1662	,2109.TW,華豐,14.35,-0.35,152,5
1663	,2324.TW,仁寶,24.6,1.86,12744,5
1664	,2412.TW,中華電,126.5,0,4127,5
1665	,2596.TW,綠意,22.3,-0.22,78,5
1666	,2892.TW,第一金,27.4,1.11,13625,5
1667	,2904.TW,匯僑,20.45,0.25,18,5
1668	,3010.TW,華立,87.8,0.23,188,5
1669	,3052.TW,夆典,11.6,0.87,332,5
1670	,4205.TW,中華食,105.5,-0.47,15,5
1671	,4416.TW,三圓,87.2,1.4,6,5
1672	,4506.TW,崇友,75.1,0,49,5
1673	,4555.TW,氣立,48.55,-1.02,110,5
1674	,4568.TW,科際精密,60.5,-0.82,3,5
1675	,4571.TW,鈞興-KY,81.4,0.37,31,5
1676	,5324.TW,士開,9.07,-0.11,60,5
1677	,5356.TW,協益,27.15,-0.37,1312,5
1678	,5481.TW,新華,12.8,0.79,48,5
1679	,6020.TW,大展證,18.6,0.54,17,5
1680	,6177.TW,達麗,31.9,-0.16,304,5
1681	,6195.TW,詩肯,46.6,-0.32,15,5
1682	,6270.TW,倍微,22.9,0.88,43,5
1683	,6464.TW,台數科,91,1.34,15,5
1684	,6624.TW,萬年清,43.5,1.16,17,5
1685	,8042.TW,金山電,40.25,0.5,99,5
1686	,8342.TW,益張,57.7,0.17,15,5
1687	,9931.TW,欣高,40.3,0.25,11,5
1688	,9940.TW,信義,29.25,0.17,79,5
1689	,1232.TW,大統益,153,0.66,59,4
1690	,1301.TW,台塑,93.8,0,2972,4
1691	,1436.TW,華友聯,57.5,0.7,74,4
1692	,1713.TW,國化,29.5,0,74,4
1693	,2035.TW,唐榮,31.35,0,3,4
1694	,2420.TW,新巨,45.3,1.46,829,4
1695	,2514.TW,龍邦,17.1,0.59,396,4
1696	,2535.TW,達欣工,32.7,0.93,1079,4
1697	,2536.TW,宏普,24.65,0.82,197,4
1698	,2633.TW,台灣高鐵,31.25,0.81,3443,4
1699	,2801.TW,彰銀,18,-0.28,19411,4
1700	,2820.TW,華票,15.1,0,521,4
1701	,2849.TW,安泰銀,15.05,0,34,4
1702	,3045.TW,台灣大,104,-0.48,2161,4
1703	,4527.TW,方土霖,32.2,-0.16,59,4
1704	,4535.TW,至興,39.4,0,2,4
1705	,4706.TW,大恭,17.45,0.29,14,4
1706	,4707.TW,磐亞,12.85,-0.77,442,4
1707	,4942.TW,嘉彰,38.65,-0.9,260,4
1708	,5016.TW,松和,30.1,0,12,4
1709	,5283.TW,禾聯碩,108,0,32,4
1710	,5460.TW,同協,11.2,0,73,4
1711	,6210.TW,慶生,35.4,-0.84,11,4
1712	,6277.TW,宏正,85.4,-0.35,296,4
1713	,8424.TW,惠普,70.9,0.42,3,4
1714	,9918.TW,欣天然,41.25,0.12,16,4
1715	,9924.TW,福興,43.65,-0.46,144,4
1716	,9930.TW,中聯資源,52.9,3.73,462,4
1717	,1234.TW,黑松,37.1,0.95,502,3
1718	,2373.TW,震旦行,80.4,-0.5,67,3
1719	,2459.TW,敦吉,56.8,-0.35,57,3
1720	,2464.TW,盟立,38.05,-0.26,131,3
1721	,2496.TW,卓越,50,0.3,19,3
1722	,2908.TW,特力,20.65,-0.24,329,3
1723	,4987.TW,科誠,61.4,0,19,3
1724	,5534.TW,長虹,81.1,1.12,672,3
1725	,6108.TW,競國,17.35,-0.29,77,3
1726	,6192.TW,巨路,71.5,0.7,60,3
1727	,6201.TW,亞弘電,43.2,-0.23,11,3
1728	,6641.TW,基士德-KY,57.2,1.06,43,3
1729	,6840.TW,東研信超,81.4,-0.37,21,3
1730	,8083.TW,瑞穎,146,-0.34,41,3
1731	,8131.TW,福懋科,42.3,-0.24,385,3
1732	,9908.TW,大台北,31.9,0,52,3
1733	,9911.TW,櫻花,64.5,-0.15,123,3
1734	,1315.TW,達新,69.7,-0.43,16,2
1735	,1323.TW,永裕,33,0,36,2
1736	,1457.TW,宜進,18.7,0,146,2
1737	,1586.TW,和勤,35.05,0.14,371,2
1738	,1614.TW,三洋電,36.65,-0.14,13,2
1739	,1730.TW,花仙子,58.2,-0.17,24,2
1740	,2107.TW,厚生,21.85,-0.46,229,2
1741	,2812.TW,台中銀,14.65,0,6946,2
1742	,2852.TW,第一保,15.85,0.96,383,2
1743	,3388.TW,崇越電,74.5,0.54,34,2
1744	,5515.TW,建國,13.2,0.76,178,2
1745	,6136.TW,富爾特,19.4,0,109,2
1746	,6154.TW,順發,16.65,-0.3,13,2
1747	,6184.TW,大豐電,50.1,-0.2,88,2
1748	,6606.TW,建德工業,29,0,132,2
1749	,8481.TW,政伸,57.9,0.87,53,2
1750	,8917.TW,欣泰,67.9,1.34,5,2
1751	,9944.TW,新麗,20.3,-0.73,83,2
1752	,1419.TW,新紡,40.7,0.12,40,1
1753	,1537.TW,廣隆,142,0.35,86,1
1754	,1737.TW,臺鹽,34.2,1.18,628,1
1755	,2433.TW,互盛電,53.4,0.38,15,1
1756	,2450.TW,神腦,36.1,1.69,504,1
1757	,2539.TW,櫻花建,37.8,0,289,1
1758	,2548.TW,華固,96.8,0.21,1107,1
1759	,2616.TW,山隆,32.7,-0.91,590,1
1760	,2832.TW,台產,21.75,0.93,383,1
1761	,2901.TW,欣欣,25.05,0.2,7,1
1762	,3130.TW,一零四,215.5,1.17,7,1
1763	,4972.TW,湯石照明,29.25,0.69,25,1
1764	,5312.TW,寶島科,68.5,1.63,216,1
1765	,5878.TW,台名,49.1,-0.2,4,1
1766	,6115.TW,鎰勝,45.65,-0.65,135,1
1767	,6171.TW,大城地產,21.85,0.69,25,1
1768	,8435.TW,鉅邁,61.7,-0.32,5,1
1769	,9925.TW,新保,41.6,0.36,76,1
1770	,1617.TW,榮星,15.2,-0.65,17,0
1771	,1726.TW,永記,74.4,0.13,2,0
1772	,4560.TW,強信-KY,39.15,-0.25,67,0
1773	,6023.TW,元大期,52.4,0.96,209,0
1774	,6189.TW,豐藝,41.95,0.24,217,0
1775	,6281.TW,全國電,83.9,0,18,0
1776	,8354.TW,冠好,14.3,0,40,0
1777	,9905.TW,大華,25.3,0.2,87,0
