符合條件商品
資料日期：2023年  5月  8日
策略,	紅K次數
序號,	代碼,	商品,	成交,	漲幅%,	總量,	紅K次數
執行時間：2023-05-09 00:17 符合檔數(1736)
1584	,2465.TW,麗臺,36.2,-0.28,246,90
1585	,2610.TW,華航,19,0.53,15235,90
1586	,3416.TW,融程電,121.5,2.1,957,90
1587	,4535.TW,至興,39.4,0,2,90
1588	,4538.TW,大詠城,21,0.48,9,90
1589	,4561.TW,健椿,23.35,-3.91,143,90
1590	,5432.TW,新門,29.35,1.56,146,90
1591	,6276.TW,安鈦克,27.1,9.94,395,90
1592	,6294.TW,智基,108.5,-0.46,20,90
1593	,6616.TW,特昇-KY,14.35,0,10,90
1594	,6781.TW,AES-KY,644,-0.16,570,90
1595	,1455.TW,集盛,10.35,-0.48,220,89
1596	,1464.TW,得力,15.15,-0.98,625,89
1597	,1472.TW,三洋實業,26.75,0,10,89
1598	,1809.TW,中釉,15.05,-1.95,1481,89
1599	,2023.TW,燁輝,15.2,0,1591,89
1600	,2406.TW,國碩,18.75,-0.79,1294,89
1601	,2431.TW,聯昌,11.5,-0.86,238,89
1602	,3054.TW,立萬利,19.1,-0.26,12,89
1603	,3057.TW,喬鼎,12.2,0,104,89
1604	,4108.TW,懷特,22.25,-2.2,1159,89
1605	,4205.TW,中華食,105.5,-0.47,15,89
1606	,4406.TW,新昕纖,10.2,-0.97,2,89
1607	,5398.TW,慕康生醫,16.1,-0.62,108,89
1608	,6651.TW,全宇昕,82.4,0.12,41,89
1609	,8105.TW,凌巨,13,-1.14,1614,89
1610	,9928.TW,中視,18.5,-0.8,126,89
1611	,9950.TW,萬國通,12.3,2.5,8,89
1612	,1409.TW,新纖,17.55,-0.28,1258,88
1613	,1611.TW,中電,18.35,1.94,5971,88
1614	,2007.TW,燁興,10.55,-0.47,257,88
1615	,2611.TW,志信,12.85,-1.15,235,88
1616	,4207.TW,環泰,14.95,-1.32,836,88
1617	,5392.TW,能率,21.25,-0.23,187,88
1618	,5905.TW,南仁湖,11.9,-1.65,564,88
1619	,6185.TW,幃翔,20.5,4.86,2720,88
1620	,8201.TW,無敵,13.4,-1.47,104,88
1621	,8354.TW,冠好,14.3,0,40,88
1622	,1314.TW,中石化,9.95,-0.5,9392,87
1623	,1449.TW,佳和,15.05,0.33,73,87
1624	,1459.TW,聯發,9.03,0.11,44,87
1625	,1735.TW,日勝化,16.1,-2.72,136,87
1626	,2405.TW,輔信,12.7,-0.39,537,87
1627	,2440.TW,太空梭,11.55,-0.43,238,87
1628	,2705.TW,六福,18.5,0.27,353,87
1629	,2712.TW,遠雄來,34.1,-1.02,14,87
1630	,3288.TW,點晶,26.1,9.89,212,87
1631	,4944.TW,兆遠,9.76,-2.4,33,87
1632	,6198.TW,瑞築,21.45,-1.15,36,87
1633	,6230.TW,尼得科超眾,184,9.85,692,87
1634	,6573.TW,虹揚-KY,15.9,-0.31,161,87
1635	,8443.TW,阿瘦,11.85,0.42,118,87
1636	,1416.TW,廣豐,11.8,-0.42,114,86
1637	,3266.TW,昇陽,12.85,0.39,144,86
1638	,4529.TW,淳紳,10.2,-0.97,32,86
1639	,4533.TW,協易機,12,0.84,466,86
1640	,4714.TW,永捷,12,-1.23,438,86
1641	,4945.TW,陞達科技,50.7,-0.2,26,86
1642	,5281.TW,大峽谷-KY,16,-0.62,19,86
1643	,5608.TW,四維航,23.4,-4.1,5151,86
1644	,2491.TW,吉祥全,11.9,0,28,85
1645	,3576.TW,聯合再生,20.6,-0.72,4669,85
1646	,3713.TW,新晶投控,27.9,-0.89,13,85
1647	,4161.TW,聿新科,36.5,-2.41,1610,85
1648	,8455.TW,大拓-KY,22.35,2.52,2,85
1649	,1617.TW,榮星,15.2,-0.65,17,84
1650	,3512.TW,皇龍,33.35,-0.45,72,84
1651	,4510.TW,高鋒,14.15,-3.74,2172,84
1652	,4924.TW,欣厚-KY,12.95,-0.77,130,84
1653	,5468.TW,凱鈺,16.25,0.93,27,84
1654	,6762.TW,達亞,244,-2.2,3,84
1655	,8424.TW,惠普,70.9,0.42,3,84
1656	,8923.TW,時報,20.35,0,2,84
1657	,9955.TW,佳龍,26.9,-8.97,10503,84
1658	,1236.TW,宏亞,23.75,0.42,60,83
1659	,1454.TW,台富,13.8,1.47,194,83
1660	,1815.TW,富喬,11.95,-0.42,303,83
1661	,2033.TW,佳大,15.2,0,98,83
1662	,3219.TW,倚強科,50.6,-1.56,5,83
1663	,6578.TW,達邦蛋白,18.1,0.28,272,83
1664	,8047.TW,星雲,11.8,0.43,16,83
1665	,8111.TW,立碁,21.8,-1.8,552,83
1666	,1264.TW,德麥,285,0,43,82
1667	,2380.TW,虹光,10.05,0,227,82
1668	,2399.TW,映泰,15.3,0.66,446,82
1669	,4741.TW,泓瀚,38.55,0,288,82
1670	,8472.TW,夠麻吉,43,0,0,82
1671	,2038.TW,海光,20.3,0.25,182,81
1672	,6556.TW,勝品,132,1.93,91,81
1673	,1467.TW,南緯,11.75,-0.42,794,80
1674	,3115.TW,富榮綱,10.6,0,0,80
1675	,4542.TW,科嶠,27,-0.74,2,80
1676	,4707.TW,磐亞,12.85,-0.77,442,80
1677	,6542.TW,隆中,44.5,-0.78,8,80
1678	,1586.TW,和勤,35.05,0.14,371,79
1679	,2719.TW,燦星旅,43,0.23,15,79
1680	,4416.TW,三圓,87.2,1.4,6,79
1681	,4556.TW,旭然,30.8,-0.65,2,79
1682	,4764.TW,雙鍵,51,0,58,79
1683	,5498.TW,凱崴,11.95,7.17,8863,79
1684	,6697.TW,東捷資訊,44.3,0.45,127,79
1685	,6482.TW,弘煜科,47.6,2.48,6,78
1686	,9926.TW,新海,52.4,0.38,3,78
1687	,4198.TW,欣大健康,25.05,0.2,4,77
1688	,5601.TW,台聯櫃,41.6,-4.04,51,77
1689	,2358.TW,廷鑫,12.4,-2.36,2044,76
1690	,2434.TW,統懋,29.95,-0.17,3,75
1691	,6021.TW,美好證,16.7,0,16,75
1692	,4420.TW,光明,29.8,0,1,74
1693	,6144.TW,得利影,14.45,0.35,7,74
1694	,8906.TW,花王,17.7,-0.56,32,74
1695	,2947.TW,振宇五金,92.5,0.33,7,73
1696	,5487.TW,通泰,28.05,10,398,73
1697	,2718.TW,晶悅,48.9,1.03,1,72
1698	,3332.TW,幸康,47.6,0,21,71
1699	,2109.TW,華豐,14.35,-0.35,152,70
1700	,4712.TW,南璋,4.22,-0.71,8,70
1701	,8083.TW,瑞穎,146,-0.34,41,70
1702	,8432.TW,東生華,46.1,-0.43,10,70
1703	,2908.TW,特力,20.65,-0.24,329,68
1704	,8917.TW,欣泰,67.9,1.34,5,68
1705	,4401.TW,東隆興,28.15,0.36,59,67
1706	,1582.TW,信錦,59.9,0.34,86,66
1707	,5345.TW,天揚,4.9,-7.37,31,66
1708	,4706.TW,大恭,17.45,0.29,14,65
1709	,5878.TW,台名,49.1,-0.2,4,65
1710	,6680.TW,鑫創電子,77,0,0,65
1711	,5212.TW,凌網,49.6,1.22,4,64
1712	,4305.TW,世坤,31.5,0,15,63
1713	,4767.TW,誠泰科技,31.6,-4.24,89,63
1714	,6404.TW,通訊-KY,22.45,3.94,3,63
1715	,6020.TW,大展證,18.6,0.54,17,62
1716	,5520.TW,力泰,57.6,3.78,85,61
1717	,8077.TW,洛碁,39.95,3.77,0,59
1718	,3064.TW,泰偉,13.5,0,0,53
1719	,3426.TW,台興,39.9,0,6,53
1720	,4560.TW,強信-KY,39.15,-0.25,67,51
1721	,6629.TW,泰金-KY,44.95,0,0,48
1722	,6103.TW,合邦,39.55,3.4,1,47
1723	,8921.TW,沈氏,15.2,0,0,46
1724	,8477.TW,創業家,17.4,0.29,23,45
1725	,4905.TW,台聯電,50.9,0,0,43
1726	,8423.TW,保綠-KY,20,-0.5,6,43
1727	,3226.TW,至寶電,57.5,0,0,40
1728	,2740.TW,天蔥,46,-0.97,1,39
1729	,2724.TW,富驛-KY,14.6,1.74,3,36
1730	,3067.TW,全域,33.6,0,4,32
1731	,6212.TW,理銘,48.3,-0.1,3,32
1732	,2924.TW,宏太-KY,32.95,2.97,5,31
1733	,8291.TW,尚茂,5.91,-9.08,2,28
1734	,4419.TW,元勝,25.3,10,28,27
1735	,6236.TW,康呈,23.9,0,0,14
1736	,5455.TW,昇益,28.2,0,4,13
