符合條件商品
資料日期：2023年  4月 18日
策略,	11主力賣比
492	,6552.TW,易華電,36.95,-1.6,115,1.72
493	,6560.TW,欣普羅,36.05,-2.04,66,1.65
494	,6573.TW,虹揚-KY,15.8,-3.07,204,2.49
495	,6576.TW,逸達,99.1,-1.88,803,2.11
496	,6581.TW,鋼聯,92,-0.33,45,1.65
497	,6598.TW,ABC-KY,28.35,-1.39,177,2.08
498	,6603.TW,富強鑫,17.65,-0.56,957,2.51
499	,6605.TW,帝寶,98.5,-2.48,889,1.72
500	,6609.TW,瀧澤科,39.05,-0.51,218,1.38
501	,6613.TW,朋億*,101.5,-0.49,75,2.27
502	,6616.TW,特昇-KY,14.45,-0.34,32,2.25
503	,6624.TW,萬年清,42.7,1.43,11,2.33
504	,6642.TW,富致,54.2,-1.45,27,1.58
505	,6643.TW,M31,627,-2.64,1453,1.53
506	,6649.TW,台生材,42,-0.12,112,1.45
507	,6651.TW,全宇昕,86.5,-0.57,157,1.5
508	,6662.TW,樂斯科,31.3,-0.63,32,2.07
509	,6664.TW,群翊,115,0,236,1.51
510	,6698.TW,旭暉應材,37.75,-2.83,561,1.39
511	,6708.TW,天擎,53.5,-1.47,129,2.01
512	,6727.TW,亞泰金屬,71.7,-0.14,77,1.38
513	,6732.TW,昇佳電子,401,-1.84,1372,1.52
514	,6751.TW,智聯服務,123,6.49,1470,1.48
515	,6753.TW,龍德造船,133.5,-4.64,3321,1.48
516	,6756.TW,威鋒電子,226.5,-2.79,360,1.54
517	,6790.TW,永豐實,38.85,-0.26,466,1.7
518	,6823.TW,濾能,92.3,-0.32,20,1.36
519	,6830.TW,汎銓,150.5,-2.27,629,2.12
520	,6855.TW,數泓科,89.5,0.67,85,4.27
521	,6861.TW,睿生光電,127,-4.15,553,2.14
522	,6865.TW,偉康科技,102,-5.12,191,1.59
523	,6874.TW,倍力,132.5,-7.34,1408,1.46
524	,7402.TW,邑錡,77.1,-2.53,3680,1.54
525	,8016.TW,矽創,245,-2,1400,1.53
526	,8021.TW,尖點,29.9,-0.66,269,1.5
527	,8028.TW,昇陽半導體,60.5,-1.94,2347,1.96
528	,8032.TW,光菱,31.65,-1.09,51,2.31
529	,8033.TW,雷虎,73.5,-6.96,76160,1.42
530	,8038.TW,長園科,50,-1.38,6708,1.6
531	,8043.TW,蜜望實,28.85,-1.2,212,1.45
532	,8047.TW,星雲,11.9,0.42,40,1.43
533	,8054.TW,安國,34.35,-1.15,348,2.31
534	,8067.TW,志旭,15.75,0.32,34,2.02
535	,8070.TW,長華*,35.75,-0.69,438,1.6
536	,8071.TW,能率網通,15.35,-0.65,87,2
537	,8080.TW,永利聯合,11.7,0.86,12,5.6
538	,8083.TW,瑞穎,150.5,-0.33,53,2.05
539	,8086.TW,宏捷科,93,-0.96,3651,1.36
540	,8089.TW,康全電訊,22.85,0.22,122,1.47
541	,8092.TW,建暐,11.95,-1.24,104,1.55
542	,8093.TW,保銳,13.25,-0.38,78,1.88
543	,8096.TW,擎亞,11.7,-0.43,226,3.46
544	,8097.TW,常珵,48.4,-1.33,786,1.43
545	,8103.TW,瀚荃,38.25,-1.54,454,1.39
546	,8107.TW,大億金茂,17.35,-0.29,100,1.77
547	,8171.TW,天宇,60.3,-2.27,2413,2.2
548	,8183.TW,精星,57.4,-2.38,1418,1.58
549	,8249.TW,菱光,31.4,-3.98,761,2.21
550	,8354.TW,冠好,14.3,0.35,51,2.1
551	,8358.TW,金居,60,-1.48,1396,1.61
552	,8374.TW,羅昇,33.7,0.15,87,1.67
553	,8383.TW,千附,45.8,-2.35,3728,1.7
554	,8403.TW,盛弘,34.5,-1.15,885,1.77
555	,8411.TW,福貞-KY,14.9,-0.33,86,3
556	,8418.TW,捷必勝-KY,10.1,-0.49,38,1.68
557	,8421.TW,旭源,16.2,-1.52,305,1.55
558	,8431.TW,匯鑽科,65.9,-1.64,466,1.89
559	,8432.TW,東生華,46.35,-1.17,67,2.7
560	,8437.TW,大地-KY,112.5,0,6,2
561	,8443.TW,阿瘦,11.85,0.85,192,2.16
562	,8463.TW,潤泰材,25.35,-1.74,118,1.5
563	,8466.TW,美吉吉-KY,42.8,-0.93,35,1.49
564	,8467.TW,波力-KY,61.8,-1.12,51,1.65
565	,8476.TW,台境,64.1,-2.44,317,1.43
566	,8478.TW,東哥遊艇,503,-9.86,2498,1.5
567	,8489.TW,三貝德,23.9,-0.62,35,1.88
568	,8928.TW,鉅明,38.8,-0.64,147,2.01
569	,8930.TW,青鋼,17.35,-0.57,92,2.06
570	,8935.TW,邦泰,11.75,-0.84,32,2.26
571	,8936.TW,國統,28.65,-1.55,5444,1.91
572	,8938.TW,明安,94.1,-0.84,783,1.37
573	,8941.TW,關中,59.5,-0.17,49,2.1
574	,8996.TW,高力,228.5,-5.19,4424,1.72
575	,9802.TW,鈺齊-KY,130,-1.14,1107,1.57
576	,9902.TW,台火,12.55,0.4,64,2.95
577	,9904.TW,寶成,31.85,0.16,4037,2.16
578	,9905.TW,大華,25.25,-0.2,27,1.42
579	,9906.TW,欣巴巴,49.9,-0.4,43,1.47
580	,9907.TW,統一實,20.35,-1.45,4160,2.21
581	,9910.TW,豐泰,190,-0.26,452,1.89
582	,9912.TW,偉聯,10,-0.99,110,1.77
583	,9925.TW,新保,40.85,0,95,4.08
584	,9926.TW,新海,51.7,-0.19,13,2
585	,9933.TW,中鼎,42.7,-0.47,1113,2.23
586	,9937.TW,全國,59.6,0.68,13,1.57
587	,9940.TW,信義,28.9,-0.34,148,2.41
588	,9943.TW,好樂迪,66.8,-0.15,40,1.56
589	,9944.TW,新麗,20.4,-0.24,89,1.75
590	,9945.TW,潤泰新,35.5,-1.25,6141,2.34
591	,9949.TW,琉園,19.55,-1.51,44,3.33
592	,9955.TW,佳龍,26,-0.19,862,1.36
