符合條件商品
資料日期：2022年  8月 11日
策略,	01融外自投每日總結
序號,	代碼,	商品,	成交,	漲幅%,	總量,	融資使用率,	外資持股比例,	自營商持股比例,	投信持股比例
執行時間：2022-08-11 22:33 符合檔數(1487)
1428	,9910.TW,豐泰,175,4.79,1885,0.13,17.63,0.22,0.97
1429	,2890.TW,永豐金,17.2,1.78,23655,0.12,28.1,0.41,2.6
1430	,2433.TW,互盛電,48.85,0.62,30,0.11,0.79,0.18,0
1431	,4527.TW,方土霖,26.6,-1.12,22,0.11,2.01,0.06,0
1432	,1102.TW,亞泥,42.25,3.05,9181,0.1,16.43,3.72,4.48
1433	,1301.TW,台塑,92.6,1.42,7779,0.1,35.62,0.95,1.35
1434	,2886.TW,兆豐金,35.8,2.5,41978,0.1,21.83,1.12,1.91
1435	,6115.TW,鎰勝,41.25,0.73,150,0.1,5.93,0.16,0
1436	,6803.TW,崑鼎,247.5,1.02,28,0.1,2.1,0.44,0.16
1437	,2904.TW,匯僑,20.9,0.72,33,0.09,0.39,0.06,0
1438	,5520.TW,力泰,56,0.18,1,0.09,0.04,0,0
1439	,5876.TW,上海商銀,53,0.38,2431,0.09,58.18,0.32,2.25
1440	,5880.TW,合庫金,27.45,0.92,16909,0.09,18.18,0.29,0.95
1441	,5903.TW,全家,188,0,35,0.09,52.62,0,0.04
1442	,6020.TW,大展證,19,0,5,0.09,0.05,0,0
1443	,1216.TW,統一,66,0.61,5301,0.08,40.53,0.67,2.02
1444	,1264.TW,德麥,269.5,3.85,14,0.08,5.02,1.79,0
1445	,1326.TW,台化,69.3,1.46,2932,0.08,34.09,0.75,0.74
1446	,2616.TW,山隆,33.45,0.9,409,0.08,2.97,0.05,0
1447	,2820.TW,華票,16,0.31,888,0.08,6.62,0.87,0.03
1448	,2892.TW,第一金,26.8,1.9,15283,0.08,24.12,0.27,1.98
1449	,4305.TW,世坤,30.45,1.5,17,0.08,0.02,0,0
1450	,1232.TW,大統益,156,0,34,0.07,1.21,0.18,0.78
1451	,1583.TW,程泰,60.4,1.51,19,0.07,0.15,0.04,0.04
1452	,6790.TW,永豐實,39,0.13,72,0.07,2.53,0.4,0
1453	,9918.TW,欣天然,43.2,-0.46,17,0.07,2.17,0.04,0
1454	,1535.TW,中宇,43.1,-0.23,34,0.06,0.87,0.07,0
1455	,2015.TW,豐興,66.2,1.07,183,0.06,12.07,0.25,0.31
1456	,3045.TW,台灣大,101.5,-0.49,3623,0.06,16.34,0.68,2.63
1457	,3130.TW,一零四,195.5,0.77,27,0.06,38.08,1.44,0
1458	,5511.TW,德昌,29.35,0,28,0.06,1.83,0,0
1459	,6184.TW,大豐電,48.5,0.21,8,0.06,2.59,0.03,0
1460	,2395.TW,研華,340,0,676,0.05,41.76,0.26,1.05
1461	,2412.TW,中華電,125,2.04,15505,0.05,18.39,0.74,1.31
1462	,2912.TW,統一超,281,0.36,482,0.05,30.55,0.45,1.25
1463	,4506.TW,崇友,74.4,0.95,69,0.05,4.82,0,0.79
1464	,4904.TW,遠傳,78.2,1.16,4609,0.05,25.38,0.56,3.07
1465	,5522.TW,遠雄,63.9,1.91,386,0.05,7.63,4.09,5.49
1466	,9908.TW,大台北,32.9,0.15,136,0.05,2.06,0.18,0
1467	,6021.TW,美好證,20,2.04,33,0.04,8.8,0,0
1468	,6464.TW,台數科,82.8,0,5,0.04,0.51,0.04,0
1469	,9926.TW,新海,52.2,0.77,3,0.04,0.27,0.03,0
1470	,4205.TW,中華食,104.5,0.48,7,0.03,0.42,0,0
1471	,6505.TW,台塑化,82.7,0.98,1498,0.03,7.02,0.16,0.26
1472	,9925.TW,新保,39.25,0.38,99,0.03,17.38,0.15,0
1473	,9930.TW,中聯資源,46.65,-0.21,49,0.03,1.81,0.19,0
1474	,2207.TW,和泰車,612,2.51,248,0.02,24.46,0.23,0.69
1475	,2910.TW,統領,30.3,0.66,8,0.02,0.14,0.02,0
1476	,5820.TW,日盛金,11.45,0,240,0.02,26,0.02,0
1477	,6281.TW,全國電,82,0.12,28,0.02,1.93,0.22,0
1478	,9931.TW,欣高,39.75,0.38,22,0.02,0.59,0.03,0
1479	,1233.TW,天仁,34.8,-0.57,2,0.01,5.23,0.03,0
1480	,1726.TW,永記,72.4,-0.28,18,0.01,13.2,0.04,0
1481	,2849.TW,安泰銀,14.5,0.69,34,0.01,58.9,0.26,0
1482	,4535.TW,至興,37,0,8,0.01,0.06,0,0
1483	,4905.TW,台聯電,52.7,0,0,0.01,18.36,0.09,0
1484	,9917.TW,中保科,103.5,0.49,165,0.01,40.05,0.22,0.47
1485	,5601.TW,台聯櫃,35.3,-3.29,1,0,1.57,0,0
1486	,6212.TW,理銘,51,4.19,1,0,25.71,0,0
1487	,8917.TW,欣泰,90.8,4.15,14,0,1.29,0,0
