符合條件商品
資料日期：2023年  1月  3日
策略,	07基本資料D
序號,	代碼,	商品,	成交,	漲幅%,	總量,	6月均量,	當月總量,	最大漲幅,	月份,	大戶增減
執行時間：2023-01-03 23:46 符合檔數(1652)
1027	,4989.TW,榮科,24.65,-0.8,178,8013,6336,63.67,202103,1
1028	,4991.TW,環宇-KY,38.35,-1.67,12,1005.33,521,22.09,202207,1
1029	,4994.TW,傳奇,41.1,0.49,128,1833.33,2274,38.46,202004,0
1030	,4995.TW,晶達,38.2,1.33,20,1637.5,726,13.33,202202,0
1031	,4999.TW,鑫禾,36.95,0.68,8,928.83,695,25.76,202004,1
1032	,5007.TW,三星,50.7,0,48,1231.67,547,15.51,202103,0
1033	,5009.TW,榮剛,36.4,-2.02,14053,286799,370911,37.5,202106,1
1034	,5011.TW,久陽,24.6,-0.61,172,13135,14765,35.65,202011,1
1035	,5013.TW,強新,35.2,0,0,797,180,21.7,202106,1
1036	,5014.TW,建錩,18.3,-1.35,1505,37586.5,114379,48.13,202106,0
1037	,5015.TW,華祺,57.1,-0.35,171,12263.33,21379,44.84,202208,0
1038	,5016.TW,松和,29,-1.02,1,260.33,186,27.56,202106,1
1039	,5201.TW,凱衛,27.1,-2.34,21,1065.5,333,34.52,202004,0
1040	,5202.TW,力新,15.45,-9.91,408,1881.83,898,46.23,202012,1
1041	,5203.TW,訊連,83.1,0.24,21,3886.83,2384,16.83,202002,0
1042	,5205.TW,中茂,45,0.9,13,367.5,330,186.36,202104,1
1043	,5206.TW,坤悅,15.95,-1.85,105,2050.67,3755,11.52,202103,1
1044	,5209.TW,新鼎,78.7,0.13,24,400.5,384,16.81,202203,0
1045	,5210.TW,寶碩,14.8,-1.66,21,3872.17,3238,76.26,202108,1
1046	,5211.TW,蒙恬,19.05,-0.26,44,8204.17,2101,23.82,202208,0
1047	,5212.TW,凌網,37.15,0.68,68,623.33,836,35.62,201913,1
1048	,5213.TW,亞昕,21.9,-1.13,86,2754.5,2404,35.2,202103,1
1049	,5215.TW,科嘉-KY,44.45,-0.22,27,10781,3491,41.9,202210,0
1050	,5220.TW,萬達光電,28.2,0,5,526.17,674,36.21,202008,0
1051	,5223.TW,安力-KY,38.7,0.13,7,583.5,394,46.71,202102,1
1052	,5225.TW,東科-KY,35.75,-0.42,508,35856.5,31752,27.38,202208,1
1053	,5227.TW,立凱-KY,70.8,6.95,1119,24626.17,12114,127.64,202212,1
1054	,5230.TW,雷笛克光學,23.05,0,24,1182.17,1978,23.21,202111,0
1055	,5234.TW,達興材料,65.2,0.31,58,4451.67,3763,33.91,202212,0
1056	,5243.TW,乙盛-KY,57.7,0.35,276,53013.17,48497,52.53,202012,0
1057	,5245.TW,智晶,51.8,1.17,265,7466.17,7227,52.27,202212,0
1058	,5251.TW,天鉞電,24.15,1.26,274,56855.67,33520,31.34,202212,0
1059	,5258.TW,虹堡,64.3,2.06,1544,280012.17,135568,34.9,202205,0
1060	,5263.TW,智崴,126,-1.95,419,5007.33,12878,25.79,202004,0
1061	,5269.TW,祥碩,714,6.57,812,19711.67,19128,45.35,202107,0
1062	,5272.TW,笙科,25.75,-1.15,105,13539.67,10749,62.48,202103,1
1063	,5274.TW,信驊,1740,3.26,300,14255.67,10246,30.25,202005,1
1064	,5276.TW,達輝-KY,14.55,0,0,425,91,34.44,202009,1
1065	,5278.TW,尚凡,187,-3.11,47,1459.33,2531,26.11,202004,0
1066	,5281.TW,大峽谷-KY,15.8,-2.47,4,344,205,22.75,202004,1
1067	,5283.TW,禾聯碩,105.5,-0.47,44,1052,1154,12.96,202012,0
1068	,5284.TW,jpp-KY,69.5,2.96,1085,19321.33,69746,20.17,202211,0
1069	,5285.TW,界霖,60.4,0.33,55,8270.33,4505,31.37,202012,1
1070	,5287.TW,數字,189,-0.53,9,937.83,1012,10.69,202004,0
1071	,5288.TW,豐祥-KY,165,0.61,138,3241.67,3371,24.47,202008,0
1072	,5289.TW,宜鼎,184,-0.81,35,3980.83,4343,25.98,202107,1
1073	,5291.TW,邑昇,31.75,0,14,2148.17,1712,43.57,202106,0
1074	,5299.TW,杰力,112.5,1.81,96,7127.83,5200,46.22,202107,1
1075	,5301.TW,寶得利,11.2,0,2,1577.33,750,70.66,202008,1
1076	,5302.TW,太欣,8.23,-1.08,27,2865.83,1582,83.29,202103,1
1077	,5306.TW,桂盟,142.5,1.79,74,3126.17,4135,37.21,202005,0
1078	,5309.TW,系統電,39,1.83,953,77104.67,100056,130.62,201912,1
1079	,5310.TW,天剛,27.55,-0.18,1,314.5,300,120.13,202212,1
1080	,5312.TW,寶島科,58.1,0.17,15,855.83,438,7.46,202103,0
1081	,5314.TW,世紀,16.65,-0.89,9,2060.67,488,71.5,202006,0
1082	,5315.TW,光聯,18.1,0.28,61,4224.5,6745,20.24,202104,0
1083	,5321.TW,美而快,63.3,0.48,90,6874.33,4432,150.48,202109,1
1084	,5324.TW,士開,8.4,0,5,690.67,374,31.45,202008,1
1085	,5328.TW,華容,10.1,0,40,3696.67,3824,55.6,201912,1
1086	,5340.TW,建榮,27.55,9.98,658,1009.33,925,55.09,202004,0
1087	,5344.TW,立衛,17.8,-0.56,170,7417.83,6080,52.37,202004,0
1088	,5345.TW,天揚,6.55,1.55,14,188.67,564,98.18,202006,1
1089	,5347.TW,世界,80,3.23,2531,147557.5,129543,28.14,202108,0
1090	,5348.TW,系通,8.41,-8.69,0,288.83,192,16.5,202204,1
1091	,5351.TW,鈺創,40.85,3.42,3626,168693.67,151392,70.59,202107,0
1092	,5353.TW,台林,28.2,2.92,430,110370.5,32503,43.15,202207,0
1093	,5355.TW,佳總,6.15,-0.32,28,2765.5,1884,31.5,202008,1
1094	,5356.TW,協益,20.65,0,5,1460.83,1032,13.78,202004,1
1095	,5364.TW,力麗店,23.35,0.21,34,937.33,449,66.91,202006,1
1096	,5371.TW,中光電,57,0.18,1348,66805.17,52573,38.5,202111,0
1097	,5381.TW,合正,6.07,1.17,38,922.33,870,42.32,201912,1
1098	,5383.TW,金利,25.75,0.59,30,796.67,383,48.39,201912,1
1099	,5386.TW,青雲,36.4,4.6,2364,9544.5,21523,91.51,202011,1
1100	,5388.TW,中磊,76.7,0.52,852,143969.67,73232,19.27,202004,0
1101	,5392.TW,能率,20,-1.96,218,7484.5,16292,28.46,202004,0
1102	,5398.TW,慕康生醫,16.5,0.61,9,411,494,16.67,202107,1
1103	,5403.TW,中菲,68.2,-0.15,22,1437.33,1103,25.37,202103,0
1104	,5410.TW,國眾,33,0.92,203,33105.33,29333,29.15,202211,1
1105	,5425.TW,台半,75.3,1.48,2749,361232,186178,35.56,202106,0
1106	,5426.TW,振發,13.45,1.51,335,30072.5,13614,37.86,202110,0
1107	,5432.TW,新門,27.5,0.73,1,516.17,422,34.03,202107,0
1108	,5434.TW,崇越,163.5,-0.3,200,7631.17,7299,13.71,202211,1
1109	,5438.TW,東友,16.6,-0.9,16,1110.67,239,33.66,202107,1
1110	,5439.TW,高技,47,0.11,152,3488.67,2493,29.03,202004,1
1111	,5443.TW,均豪,28,1.45,294,11291.17,29723,48.33,202010,0
1112	,5450.TW,南良,18,0,49,2172.83,1259,47.18,202007,1
1113	,5452.TW,佶優,14.35,0,38,4220.83,2425,108.33,202103,1
1114	,5455.TW,昇益,28.15,0.72,2,61.17,32,19.21,202104,1
1115	,5457.TW,宣德,49,1.45,756,28654,17206,40.09,202008,0
1116	,5460.TW,同協,10.95,-0.45,7,906.67,905,9.09,202111,0
1117	,5464.TW,霖宏,26.1,-1.14,174,5335.67,4946,65.85,202106,0
1118	,5465.TW,富驊,19.55,0.51,72,5425.5,5792,23.9,202005,1
1119	,5468.TW,凱鈺,16.9,0.6,32,3732.17,1312,226.58,201910,1
1120	,5469.TW,瀚宇博,31.65,0,322,22755.83,19133,20.85,202004,0
1121	,5471.TW,松翰,50.5,0.8,233,14093.33,37663,27.79,202102,0
1122	,5474.TW,聰泰,72.6,0.41,22,919.67,509,87,202006,1
1123	,5475.TW,德宏,10.1,1,108,19355.5,6573,180.61,202104,0
1124	,5478.TW,智冠,80.5,0.88,169,2097.83,4811,27.99,202005,0
1125	,5481.TW,新華,12.15,0,43,1958.83,1046,29.43,202008,1
1126	,5483.TW,中美晶,145.5,4.3,3725,105241.67,70070,44.08,202011,1
1127	,5484.TW,慧友,13.8,0,4,1115.5,772,94.93,201909,1
1128	,5487.TW,通泰,25.2,0,5,132,37,48.01,201909,0
1129	,5488.TW,松普,9.61,1.16,109,14454.17,7166,24.57,202208,0
1130	,5489.TW,彩富,36.25,-0.55,51,3550.67,2880,14.82,202103,0
1131	,5490.TW,同亨,22,0,19,2515,974,30.61,202008,0
1132	,5493.TW,三聯,50.2,-0.4,6,869.67,616,17.26,201913,1
1133	,5498.TW,凱崴,10.8,1.89,1044,12502.83,24481,50.98,201908,0
1134	,5508.TW,永信建,55,0.92,62,3025.83,2195,13.98,202103,1
1135	,5511.TW,德昌,29.85,-0.5,51,565.67,714,6.8,201910,1
1136	,5512.TW,力麒,8.6,-0.12,284,8162.5,7609,15.63,202004,1
1137	,5514.TW,三豐,17.65,-0.84,3,807.5,501,15.64,202208,1
1138	,5515.TW,建國,11.25,-1.32,44,2853.17,1514,18.48,202004,1
1139	,5516.TW,雙喜,18.5,1.37,81,1403.83,1489,30.77,202103,0
1140	,5519.TW,隆大,22.3,-0.45,222,5818.33,3423,30.83,202104,1
1141	,5520.TW,力泰,55.1,0,1,64.5,41,17.5,202005,0
1142	,5521.TW,工信,6.74,-0.15,268,11988,10134,24.59,202004,0
1143	,5522.TW,遠雄,56.6,-0.35,381,19089.17,37991,18.64,202011,1
1144	,5523.TW,豐謙,24.95,0.6,23,719,593,47.69,202104,1
1145	,5525.TW,順天,24.55,-0.81,62,937.17,1200,19.63,202103,0
1146	,5529.TW,鉅陞,12.8,-0.78,13,961.33,1439,47.39,202103,0
1147	,5530.TW,龍巖,38.4,-1.66,305,6386.17,11525,13.24,202105,0
1148	,5531.TW,鄉林,9.23,-1.07,223,6641,4105,78.33,202011,1
1149	,5533.TW,皇鼎,17.4,-0.85,87,5500,1586,13.24,202109,1
1150	,5534.TW,長虹,73.3,-0.54,102,4839.17,4051,9.72,202004,0
1151	,5536.TW,聖暉*,101,-0.49,161,5078.83,7876,23.34,202004,0
1152	,5538.TW,東明-KY,42.65,0.35,9,768.67,509,21.48,202106,1
1153	,5543.TW,桓鼎-KY,52.2,-1.14,2,152.67,104,57.42,202006,1
1154	,5601.TW,台聯櫃,36,0,2,62.67,83,20.84,202106,0
1155	,5603.TW,陸海,21.65,-0.23,155,12119.33,15341,91.56,202010,0
1156	,5604.TW,中連,52.2,0,7,430.5,323,22.09,202006,0
1157	,5607.TW,遠雄港,51.5,-1.53,445,15452.83,13912,36.64,201911,0
1158	,5608.TW,四維航,25,-0.4,2763,156396,291809,81.53,202106,0
1159	,5609.TW,中菲行,70.3,0.72,77,8605.17,6182,74.36,202008,1
1160	,5701.TW,劍湖山,2.99,1.7,346,3356.67,4048,65.82,202006,0
1161	,5703.TW,亞都,19.55,-2.25,90,3783.5,3200,46.67,202209,0
1162	,5704.TW,老爺知,51,-1.73,314,18474.5,23564,28.55,202211,1
1163	,5706.TW,鳳凰,61.9,0.81,827,62031.83,76484,42.07,202202,0
1164	,5864.TW,致和證,10.3,0.49,25,1711.5,1468,79.8,202104,1
1165	,5871.TW,中租-KY,217,0,2584,118267,120670,35.23,202211,1
1166	,5876.TW,上海商銀,44.25,0.45,3022,109666.67,119149,12.2,202004,0
1167	,5878.TW,台名,47.8,0,3,59,41,4.89,202004,1
1168	,5880.TW,合庫金,25.9,-0.38,5069,249982.5,186729,11.72,202203,1
1169	,5902.TW,德記,33.95,0.44,8,2962.5,1562,36.36,202008,1
1170	,5903.TW,全家,203.5,-0.73,45,8368.83,45534,7.77,202004,0
1171	,5904.TW,寶雅,488.5,-1.81,387,18295.83,15264,18.51,202207,1
1172	,5905.TW,南仁湖,11.9,-1.24,854,17938.83,18860,45.48,201910,0
1173	,5906.TW,台南-KY,30.2,-0.17,0,270.67,100,96.53,201912,1
1174	,5907.TW,大洋-KY,17.05,-1.16,447,6595.17,24672,25.97,202106,0
1175	,6005.TW,群益證,10.75,-0.92,902,50890.83,49767,23.72,202104,0
1176	,6015.TW,宏遠證,8.72,-0.57,354,18788.5,34583,71.65,202104,0
1177	,6016.TW,康和證,9.63,-0.52,159,15181.67,8690,38.7,202007,0
1178	,6020.TW,大展證,18.6,0,15,244.5,169,35.2,202104,1
1179	,6021.TW,美好證,19.25,-3.75,8,2557.17,6640,20.35,202104,1
1180	,6023.TW,元大期,48.9,-0.1,29,886.67,776,10.62,201908,1
1181	,6024.TW,群益期,36.65,-0.27,79,2402.5,2529,14.7,202004,1
1182	,6026.TW,福邦證,10,-0.5,274,26224.5,16624,36.31,202212,0
1183	,6101.TW,寬魚國際,25.35,-0.59,55,1747.83,1785,20.22,202109,0
1184	,6103.TW,合邦,6.49,0,0,113.67,31,62.81,202006,1
1185	,6104.TW,創惟,92.5,5.11,4117,244133.17,133542,99.1,202107,0
1186	,6108.TW,競國,16.4,-0.3,41,2823.33,1572,20.37,202108,1
1187	,6109.TW,亞元,15.65,3.64,800,42361.83,97100,34.1,202007,0
1188	,6111.TW,大宇資,68.1,4.61,11134,30202.67,95343,52.34,202212,0
1189	,6112.TW,邁達特,32.85,0.46,100,1681.67,1937,17.86,202005,1
1190	,6113.TW,亞矽,16.8,1.2,131,60753.5,14820,108.37,202205,1
1191	,6114.TW,久威,24.2,0.41,32,14669,2580,34.08,202208,1
1192	,6115.TW,鎰勝,42.3,0.24,49,2242.5,1758,9.22,202004,0
1193	,6116.TW,彩晶,11.2,0.45,3232,238982.67,140155,89.29,202104,1
1194	,6117.TW,迎廣,13.95,0.72,62,13612,5241,30.87,202208,1
1195	,6118.TW,建達,36.5,-0.82,15090,274698.17,169712,70.03,202111,0
1196	,6120.TW,達運,8.81,0,739,26030.67,14336,47.47,202212,0
1197	,6121.TW,新普,288,1.05,222,13331.67,11521,18.13,202211,0
1198	,6122.TW,擎邦,17.85,4.39,1299,12239.33,20546,26.51,202203,0
1199	,6123.TW,上奇,53.7,0.19,49,1590,1540,15.07,202102,1
1200	,6124.TW,業強,26.25,0.77,34,10864.5,5802,48.05,201908,1
1201	,6125.TW,廣運,25.4,0,586,100967.67,56977,51.53,202008,0
1202	,6126.TW,信音,20.05,-0.74,34,6524,3094,35.67,202008,0
1203	,6127.TW,九豪,16.2,0.31,110,6746.33,9546,52.78,202004,0
1204	,6128.TW,上福,29.45,0,35,2000.17,1936,9.14,202111,1
1205	,6129.TW,普誠,30.15,1.86,747,133509.83,106922,100.93,202012,0
1206	,6130.TW,星寶國際,29.9,0,31,1263,567,41.78,201911,1
1207	,6133.TW,金橋,22.45,-0.66,1598,329797,95812,96.65,202207,0
1208	,6134.TW,萬旭,21.05,-0.24,164,5929.67,7289,103.01,202212,1
1209	,6136.TW,富爾特,18.2,0.28,116,1670.17,1970,8.5,202004,0
1210	,6138.TW,茂達,117,1.74,478,36307.83,43253,56.38,202103,0
1211	,6139.TW,亞翔,37.25,-1.06,714,20180.67,51759,22.61,201912,1
1212	,6140.TW,訊達,16.4,0,69,9677.67,3935,93.38,202008,1
1213	,6141.TW,柏承,19.1,0.53,56,3233.17,5729,29.89,202008,0
1214	,6142.TW,友勁,10.05,-2.43,570,21545.17,26201,45.07,202006,1
1215	,6143.TW,振曜,69.8,9.92,3328,50388.67,46741,39.2,202107,1
1216	,6144.TW,得利影,15.1,-0.33,0,119.5,134,143.36,202009,0
1217	,6146.TW,耕興,216,3.1,146,9505.17,9365,24.21,202004,1
1218	,6147.TW,頎邦,59,2.79,1504,49284.5,30838,14.34,202004,1
1219	,6148.TW,驊宏資,12.55,0,22,1824,528,38.43,202009,1
1220	,6150.TW,撼訊,72.5,4.77,9327,62295.5,102501,79.72,202011,1
1221	,6151.TW,晉倫,26.5,0.57,8,854.67,835,27.22,202102,1
1222	,6152.TW,百一,10.05,0,137,16656.83,12090,42.23,202004,0
1223	,6153.TW,嘉聯益,24.1,2.12,2184,167977,117304,29.12,202011,0
1224	,6154.TW,順發,15.75,0,5,866.5,247,29.12,202106,1
1225	,6155.TW,鈞寶,24.6,0.82,157,3962,12694,33.61,202004,0
1226	,6156.TW,松上,19.05,0,103,14822.17,12412,40.71,202007,1
1227	,6158.TW,禾昌,25.3,0.6,8,1553.33,816,65.08,202212,1
1228	,6160.TW,欣技,16.7,0,66,20908.17,14885,43.62,202103,1
1229	,6161.TW,捷波,24.8,-0.6,70,3818,2216,22.28,202202,0
1230	,6163.TW,華電網,14.9,0.68,111,7363.17,9639,20.5,202103,0
1231	,6164.TW,華興,10,0.5,163,10710,7820,60.35,202012,0
1232	,6165.TW,浪凡,26.95,-1.46,51,2574.33,3745,54.23,202009,1
1233	,6166.TW,凌華,54.3,0.93,41,3374.67,2016,21.93,202003,1
1234	,6167.TW,久正,11.8,-0.42,180,23713.83,11772,36.41,202111,0
1235	,6168.TW,宏齊,17.65,0.28,73,8473.83,6415,20.36,202004,1
1236	,6169.TW,昱泉,20.6,0,81,874.67,1031,62.73,202002,1
1237	,6170.TW,統振,34.7,0.14,81,7310.5,4457,44.25,202106,1
1238	,6171.TW,大城地產,24.15,-0.21,9,727.5,373,17.9,201908,1
1239	,6173.TW,信昌電,34.55,1.32,205,6191.5,6606,42.38,202004,0
1240	,6174.TW,安碁,25.45,0,90,3425,2078,35.15,202108,1
1241	,6175.TW,立敦,32.9,0.92,120,4471.17,6319,41.67,202004,1
1242	,6176.TW,瑞儀,105.5,0.48,555,39487,48941,25.06,202004,1
1243	,6177.TW,達麗,30.15,1.86,1167,7468.67,7525,13.98,202004,1
1244	,6179.TW,亞通,25.1,1.21,158,1942.83,6259,10.47,202109,0
1245	,6180.TW,橘子,70.1,0.29,11801,17781.33,42248,24.58,202211,1
1246	,6182.TW,合晶,41.45,1.59,2160,146372.67,68576,37.44,202104,0
1247	,6183.TW,關貿,59.1,0.17,57,1397,599,21.56,202006,1
1248	,6184.TW,大豐電,48.15,0.21,35,866.5,1232,5.6,202006,1
1249	,6185.TW,幃翔,12.35,0.82,37,7346.17,2235,30.35,201911,1
1250	,6186.TW,新潤,35.6,-3.26,1058,13501.5,24687,24.24,202211,1
1251	,6187.TW,萬潤,62.9,3.45,405,22008.67,34204,48.93,202007,0
1252	,6188.TW,廣明,40.1,-0.12,208,32541.83,16163,34.05,202008,1
1253	,6189.TW,豐藝,37.9,-0.13,124,6169.67,2566,12.52,202004,0
1254	,6190.TW,萬泰科,29.25,2.45,448,50552.83,29804,63.18,202111,0
1255	,6191.TW,精成科,27.7,0.54,380,26255.83,17372,29.03,202008,0
1256	,6192.TW,巨路,70.8,2.61,342,2229.83,2257,17.75,202004,0
1257	,6194.TW,育富,23.25,-0.21,24,955.5,1259,27.7,201910,0
1258	,6195.TW,詩肯,42.6,0.12,3,855,1082,14.31,202103,0
1259	,6196.TW,帆宣,119,0.85,1622,19706.83,23998,38.17,202007,0
1260	,6197.TW,佳必琪,40.35,0.88,115,5319.83,8293,15.75,202202,0
1261	,6198.TW,瑞築,19.7,0,7,381.5,246,177.99,202011,1
1262	,6199.TW,天品,17.85,0.85,50,775.5,689,42.65,202204,1
1263	,6201.TW,亞弘電,39,0,13,293.17,161,25.38,202102,1
1264	,6202.TW,盛群,69.4,1.76,1081,27131.17,38732,34.5,202107,0
1265	,6203.TW,海韻電,51,-0.97,49,1953,1284,41.77,202102,1
1266	,6204.TW,艾華,58.8,0.34,8,388.67,551,78.05,202009,1
1267	,6205.TW,詮欣,68.7,2.54,520,54972.5,31933,39.82,202212,0
1268	,6206.TW,飛捷,67.1,0.3,109,32917,8709,17.82,202206,0
1269	,6207.TW,雷科,25.3,-0.78,94,4761.83,1387,30.41,202212,0
1270	,6208.TW,日揚,49.85,0.71,26,3196.33,1514,20.47,202111,1
1271	,6209.TW,今國光,24.55,0.61,268,10782,7008,41.86,202006,1
1272	,6210.TW,慶生,34.6,-1.42,4,320,106,15.08,202002,1
1273	,6212.TW,理銘,46,-1.08,2,2104.67,12057,14.75,202008,1
1274	,6213.TW,聯茂,72.6,0,908,58956,47599,39.05,202211,1
1275	,6214.TW,精誠,70.3,1.15,137,6731,12639,10.46,202004,0
1276	,6215.TW,和椿,20,-0.5,352,4974,2672,31.43,202107,1
1277	,6216.TW,居易,25.3,0.4,53,14348.83,4844,14.63,202110,1
1278	,6217.TW,中探針,42.6,1.79,456,80810.33,47195,40.23,202004,0
1279	,6218.TW,豪勉,18.1,0,28,1512.33,727,9.56,202004,1
1280	,6219.TW,富旺,10.7,0,112,13904.17,3069,37.4,201910,0
1281	,6220.TW,岳豐,26.4,0.76,622,59876.33,19796,51.3,202008,0
1282	,6221.TW,晉泰,52,0.78,9,1382.67,202,35.88,202004,0
1283	,6222.TW,上揚,14.65,0,1,894.17,307,52.5,201913,1
1284	,6223.TW,旺矽,118,4.89,2419,42283.67,85631,63.59,202007,1
1285	,6224.TW,聚鼎,57.6,1.59,49,4006.33,6007,24.25,202102,0
1286	,6225.TW,天瀚,13.3,3.5,26,1488.83,702,177.65,202107,0
1287	,6226.TW,光鼎,10.15,-0.49,209,42636.17,9303,107.66,202107,0
1288	,6227.TW,茂綸,40.65,0.87,265,4093.67,3283,35.39,202004,0
1289	,6228.TW,全譜,12.3,-0.81,65,2351.5,1492,82.48,202212,1
1290	,6229.TW,研通,24.5,0.2,18,3336.5,1083,55.06,202107,1
1291	,6230.TW,尼得科超眾,114,-1.72,33,1081.17,1479,33.65,201912,0
1292	,6231.TW,系微,86.9,4.95,568,8875.83,24167,84.24,201908,1
1293	,6233.TW,旺玖,22.4,9.8,1377,14097.5,12253,51.81,202009,0
1294	,6234.TW,高僑,23.45,-0.64,1781,14118.17,74652,18.06,202004,0
1295	,6235.TW,華孚,36.65,5.01,5159,187328.33,136106,78.39,202212,1
1296	,6236.TW,康呈,17,0,0,16.33,15,51.39,202007,1
1297	,6237.TW,驊訊,45.1,1.69,399,55199.33,31317,73.65,202005,1
1298	,6239.TW,力成,80.7,1.89,1304,58556.83,93658,17.58,202004,0
1299	,6240.TW,松崗,17.7,-0.56,12,2713.17,719,65.87,202203,1
1300	,6241.TW,易通展,15.55,-0.32,30,8766.83,2149,62.56,202203,1
1301	,6242.TW,立康,55,-2.48,90,1869.17,4686,72.04,202204,1
1302	,6243.TW,迅杰,27.85,0,69,5417.17,9561,158.46,202111,0
1303	,6244.TW,茂迪,28.5,0,4164,72034.67,183030,145.86,202008,0
1304	,6245.TW,立端,93.8,1.96,2145,107435.67,134355,48.29,202211,1
1305	,6246.TW,臺龍,14.45,-1.7,27,673.5,712,48.26,202009,1
1306	,6247.TW,淇譽電,15.4,0,3,941.17,488,42.99,202210,1
1307	,6248.TW,沛波,22.2,-1.11,56,4901.67,8347,21.29,202106,1
1308	,6257.TW,矽格,48.75,0.41,508,40367.83,25708,19.76,202011,0
1309	,6259.TW,百徽,21.8,3.07,13,1285.33,539,471.69,202009,1
1310	,6261.TW,久元,57.1,0,45,5271.83,3068,31.51,202104,1
1311	,6263.TW,普萊德,90.5,0.78,48,1359.67,2686,7.97,202004,1
1312	,6264.TW,富裔,8.15,0,12,1047.33,1365,51.79,202104,0
1313	,6265.TW,方土昶,9.39,-0.42,163,19298.33,5277,46.73,202111,0
1314	,6266.TW,泰詠,23.8,-0.21,408,22468.17,23003,50.13,202212,0
1315	,6269.TW,台郡,98.4,0.41,328,34650.67,36294,16.81,202211,1
1316	,6270.TW,倍微,21.95,0.23,35,1527.83,1010,20.06,202005,0
1317	,6271.TW,同欣電,198.5,3.93,1317,44456.5,40112,57.54,202011,0
1318	,6274.TW,台燿,53.3,3.7,1091,57840,42795,30.44,202211,1
1319	,6275.TW,元山,26.2,0.19,110,5796.33,2404,27.69,202004,1
1320	,6276.TW,安鈦克,16.75,1.52,166,2343,5122,32.63,202008,0
1321	,6277.TW,宏正,77.4,-0.13,17,971.17,980,17.24,202004,1
1322	,6278.TW,台表科,89.6,0.67,854,55337,25889,35.37,201910,1
1323	,6279.TW,胡連,144.5,0,1429,99558,59572,41.25,202011,0
1324	,6281.TW,全國電,81.8,0,4,671.33,426,8.26,202103,1
1325	,6282.TW,康舒,30.6,2.51,4014,91558,80053,21.62,202110,1
1326	,6283.TW,淳安,31.85,-0.16,63,15017.67,5467,47.28,202009,0
1327	,6284.TW,佳邦,51.8,0,643,8400.83,18031,48.84,202004,0
1328	,6285.TW,啟碁,78.9,0.64,1489,142204.5,140662,28.3,202008,0
1329	,6287.TW,元隆,23.05,0,0,977,119,192.8,202210,1
1330	,6288.TW,聯嘉,22.7,1.11,270,14164.83,36837,29.8,202008,0
1331	,6290.TW,良維,53.3,0.57,215,48998.5,32867,24.06,202004,0
1332	,6291.TW,沛亨,99.9,1.94,9,408,166,81.47,202103,1
1333	,6292.TW,迅德,40.25,-0.12,31,1113.83,977,11.32,202110,1
1334	,6294.TW,智基,107,-0.93,15,601.33,1103,13.38,202207,0
1335	,6404.TW,通訊-KY,18,-4.51,0,562,38,187.84,202111,1
1336	,6405.TW,悅城,21.6,0.23,89,843.33,735,62.59,202106,0
1337	,6409.TW,旭隼,1505,-2.59,131,3608.67,3169,37.9,202109,1
1338	,6411.TW,晶焱,85.2,1.19,259,18205,11644,37.44,202103,0
1339	,6412.TW,群電,74,1.37,121,4918.5,4549,14.33,202005,1
1340	,6414.TW,樺漢,212,4.18,1808,21122,17356,45.6,202006,0
1341	,6415.TW,矽力*-KY,453.5,3.89,1359,56722.5,59535,35.56,202005,0
1342	,6416.TW,瑞祺電通,87.6,0.57,58,6408.5,4469,24.03,202211,0
1343	,6417.TW,韋僑,86.9,-0.34,55,473.17,346,33.55,202111,0
1344	,6418.TW,詠昇,15.85,1.6,67,3720.17,623,51.08,202111,0
1345	,6419.TW,京晨科,35,-1.96,12,527.5,426,124.29,202002,1
1346	,6425.TW,易發,21.65,1.41,85,550.83,710,48.89,202008,1
1347	,6426.TW,統新,60.7,1.85,72,9500.83,6473,76.51,202004,0
1348	,6431.TW,光麗-KY,20.4,0.25,12,1572.67,3291,25.4,202004,0
1349	,6432.TW,今展科,30.3,-1.14,47,6436.17,2444,30.22,202004,1
1350	,6435.TW,大中,97.7,0.21,66,7230,4342,21.79,202004,1
1351	,6438.TW,迅得,86.4,1.65,163,10037.67,4788,43.91,202004,1
1352	,6441.TW,廣錠,55.8,8.56,1571,6748.5,25135,33.97,202002,1
1353	,6442.TW,光聖,44.35,1.72,74,51492.5,14631,34.15,202207,0
1354	,6443.TW,元晶,35.25,2.03,11812,547028.67,502526,119.35,202007,1
1355	,6446.TW,藥華藥,478.5,0.31,1065,44130.17,32465,132,202111,0
1356	,6449.TW,鈺邦,41.5,-0.36,9,859.33,601,36.75,202004,1
1357	,6451.TW,訊芯-KY,81.6,0.12,446,7016.5,18455,44.68,201910,1
1358	,6456.TW,GIS-KY,87.8,-0.23,1363,38247.83,34092,25.51,202106,1
1359	,6457.TW,紘康,59.4,0.68,27,4429.83,9941,62.5,202004,0
1360	,6461.TW,益得,33.05,-0.6,472,170565.67,57850,58.07,202206,0
1361	,6462.TW,神盾,60.8,0.5,85,3931.33,2483,29.39,202004,0
1362	,6464.TW,台數科,97.1,0.41,243,1201.5,1774,18.8,202009,0
1363	,6465.TW,威潤,17.3,2.98,10,4160.83,1501,64.6,202106,1
1364	,6469.TW,大樹,301,1.86,344,17751,8466,39.5,202106,1
1365	,6470.TW,宇智,53.3,0.57,139,41524.5,20112,43.05,202204,1
1366	,6472.TW,保瑞,434.5,4.83,6549,88639.5,86715,63.27,202211,0
1367	,6477.TW,安集,46.2,1.76,759,106912,85239,73.88,202007,0
