符合條件商品
資料日期：2023年  1月  3日
策略,	01融外自投每日總結
序號,	代碼,	商品,	成交,	漲幅%,	總量,	融資使用率,	外資持股比例,	自營商持股比例,	投信持股比例,	借融比
執行時間：2023-01-03 23:27 符合檔數(1490)
1301	,2548.TW,華固,88.3,-0.79,234,0.53,18.53,2.52,0.29,1.46
1302	,1215.TW,卜蜂,78.3,0,135,0.52,39.22,0.28,0.17,0.72
1303	,2816.TW,旺旺保,15.8,0,23,0.52,2.2,0.06,0,0.11
1304	,3226.TW,至寶電,56,-1.93,2,0.52,0,0,0,0
1305	,6005.TW,群益證,10.75,-0.92,902,0.51,16.45,0,0.09,0.62
1306	,6674.TW,鋐寶科技,26.3,2.33,25,0.51,0.43,0.02,0,0.05
1307	,3388.TW,崇越電,74.8,1.91,106,0.5,6.32,0.81,0,0.27
1308	,6210.TW,慶生,34.6,-1.42,4,0.5,0.09,0,0,0.08
1309	,2105.TW,正新,34.1,0.59,2189,0.49,14.42,0.05,0.11,0.96
1310	,8131.TW,福懋科,38.3,0,197,0.49,5.15,0.1,0,0.33
1311	,8354.TW,冠好,14.15,0,10,0.49,0.07,0,0,0.07
1312	,3702.TW,大聯大,47.85,-0.52,2200,0.48,26.31,7.75,12.3,4.27
1313	,9924.TW,福興,41.2,0.49,54,0.48,12,0.27,0.04,0.24
1314	,2002.TW,中鋼,30.25,1.51,26160,0.47,19.65,1.42,1.97,2.97
1315	,2889.TW,國票金,11.35,0.44,5566,0.47,9.99,0.58,0.03,1.76
1316	,6542.TW,隆中,45.95,-0.54,0,0.47,20.16,0,0,0.03
1317	,9921.TW,巨大,200,-0.25,987,0.47,50.43,0.07,0.29,2.86
1318	,1103.TW,嘉泥,17.35,-0.29,88,0.46,5.2,0.19,0,0.52
1319	,2543.TW,皇昌,9.12,-0.11,30,0.46,0.16,0,0,0.09
1320	,6581.TW,鋼聯,92.9,0.98,61,0.45,1.59,0.03,0,0.37
1321	,8473.TW,山林水,27.5,0,7,0.45,0.63,0.05,0,0.19
1322	,5013.TW,強新,35.2,0,0,0.44,3.24,0,0,0.04
1323	,5306.TW,桂盟,142.5,1.79,74,0.44,18.92,0.19,0.81,0.61
1324	,1702.TW,南僑,45.15,-0.77,64,0.43,11.17,0.27,0,1.03
1325	,2850.TW,新產,49.5,1.33,317,0.43,10.72,1.52,0,0.96
1326	,3044.TW,健鼎,94.9,0.96,485,0.43,39.83,6.3,4.99,1.76
1327	,3332.TW,幸康,41.6,-0.24,1,0.43,0.22,0,0,0.03
1328	,5515.TW,建國,11.25,-1.32,44,0.43,4.79,0.02,0,0.46
1329	,1503.TW,士電,61,0.83,265,0.42,31.95,0.22,0.03,0.25
1330	,1604.TW,聲寶,26.2,-1.13,124,0.42,9.46,0.72,0,0.65
1331	,2330.TW,台積電,453,1,15311,0.42,70.86,0.78,1.63,0.95
1332	,2414.TW,精技,30.3,-0.16,18,0.42,5.65,0.05,0,0.28
1333	,1227.TW,佳格,39.75,-0.25,278,0.41,6.44,0.15,0.21,0.76
1334	,2809.TW,京城銀,33.55,-1.03,525,0.41,12.97,2.99,4.54,2.3
1335	,1614.TW,三洋電,35.4,-0.14,11,0.4,2.02,0.03,0,0.15
1336	,2501.TW,國建,15.4,0.98,386,0.4,7,0.21,0,0.48
1337	,2535.TW,達欣工,29.95,-0.66,288,0.4,7.42,6.36,0,0.71
1338	,2855.TW,統一證,15.65,0,278,0.4,8.25,0.02,0,0.93
1339	,8482.TW,商億-KY,69.8,-0.43,4,0.4,89.98,0.06,0,0.05
1340	,2451.TW,創見,66,0,153,0.39,8.93,4.84,1.08,1
1341	,5871.TW,中租-KY,217,0,2584,0.39,75.04,0.24,1.59,2.03
1342	,2382.TW,廣達,72.1,-0.28,8341,0.38,23.39,3.82,5.1,2.02
1343	,2845.TW,遠東銀,11.05,0.45,1885,0.38,10.33,0.06,0.16,0.82
1344	,1476.TW,儒鴻,483.5,-2.42,709,0.37,40.43,1.63,1.93,1.79
1345	,2211.TW,長榮鋼,51.4,-0.39,10218,0.37,16.3,0.02,0,0.46
1346	,2905.TW,三商,15.1,-0.33,225,0.37,5.78,0.2,0,0.46
1347	,1470.TW,大統新創,18.45,1.37,42,0.36,0.22,0.04,0,0.16
1348	,1737.TW,臺鹽,32.2,-0.77,61,0.36,8.9,1.03,0,0.38
1349	,4766.TW,南寶,132.5,-0.38,34,0.36,14.54,0.42,0,0.34
1350	,2347.TW,聯強,59.1,-0.17,2803,0.35,31.48,6.31,10.54,2.38
1351	,6214.TW,精誠,70.3,1.15,137,0.35,10.64,0.21,0,0.69
1352	,2881.TW,富邦金,56.4,0.18,7591,0.34,19.54,0.43,1.54,1.4
1353	,2926.TW,誠品生活,59.8,-1.97,22,0.34,12.05,0,0,0.05
1354	,4558.TW,寶緯,23.8,0.63,4,0.34,0.08,0,0,0.05
1355	,5206.TW,坤悅,15.95,-1.85,105,0.34,6.18,0,0,0.03
1356	,1617.TW,榮星,15,0.33,16,0.33,20.26,0.02,0,0.06
1357	,2008.TW,高興昌,18.15,1.68,28,0.33,7.27,0.15,0,0.11
1358	,2035.TW,唐榮,31.85,0.31,15,0.33,0.07,0.01,0,0.05
1359	,2308.TW,台達電,285.5,-0.35,4621,0.33,66.62,0.46,2.88,2.41
1360	,2852.TW,第一保,15.8,0,236,0.33,3.78,0.06,0,0.38
1361	,2891.TW,中信金,22.15,0.23,17424,0.33,38.58,0.31,3.47,1.54
1362	,5487.TW,通泰,25.2,0,5,0.33,0.14,0,0,0.1
1363	,1590.TW,亞德客-KY,930,-0.11,579,0.32,78.68,0.22,1.51,2.13
1364	,5007.TW,三星,50.7,0,48,0.32,2.93,0.03,0,0.13
1365	,6189.TW,豐藝,37.9,-0.13,124,0.32,5.35,0,0,0.97
1366	,8438.TW,昶昕,24.25,-0.21,16,0.32,0.4,0,0,0.08
1367	,1402.TW,遠東新,31.7,-0.63,5497,0.31,17.33,0.51,6.31,0.94
1368	,4581.TW,光隆精密-KY,35.7,-0.14,7,0.31,26.08,0.04,0,0.12
1369	,5403.TW,中菲,68.2,-0.15,22,0.31,5.36,0,0,0.24
1370	,2247.TW,汎德永業,211,-0.47,19,0.3,3.66,0.06,0,0.12
1371	,2385.TW,群光,86.1,-0.23,744,0.3,34.15,8.68,4.43,3.13
1372	,2373.TW,震旦行,77.9,0,50,0.29,1.78,0.14,0,0.17
1373	,6192.TW,巨路,70.8,2.61,342,0.29,20,1.23,0,0.31
1374	,1443.TW,立益物流,20.9,-0.71,40,0.28,0.18,0.01,0,0.02
1375	,2704.TW,國賓,31.85,-2.3,106,0.28,10.91,0.23,0,0.24
1376	,2903.TW,遠百,21.15,-1.63,1136,0.28,10,0.32,1,0.31
1377	,5212.TW,凌網,37.15,0.68,68,0.28,34.08,9.12,0,0.13
1378	,6171.TW,大城地產,24.15,-0.21,9,0.28,0.24,0,0,0.1
1379	,1434.TW,福懋,26.7,-0.19,1005,0.27,7.98,2.75,0.04,0.66
1380	,1537.TW,廣隆,137,0,46,0.27,17.44,0.07,0,0.78
1381	,2812.TW,台中銀,12.8,0,3000,0.27,9.66,0.01,0.09,0.5
1382	,5312.TW,寶島科,58.1,0.17,15,0.27,8.95,0,0,0.22
1383	,5538.TW,東明-KY,42.65,0.35,9,0.27,63.75,0.03,0,0.08
1384	,6277.TW,宏正,77.4,-0.13,17,0.27,12.63,0.19,0,0.37
1385	,8424.TW,惠普,65.2,-1.36,1,0.27,0.52,0,0.15,0.09
1386	,9940.TW,信義,26.9,0,111,0.27,5.43,0.15,0.24,0.55
1387	,4938.TW,和碩,63.7,0.31,2590,0.25,32.3,4.17,2.67,2.8
1388	,6655.TW,科定,128,-1.16,18,0.25,0.31,0.04,0,0.1
1389	,2801.TW,彰銀,17.25,0.58,2766,0.24,12.46,0.3,0.86,0.66
1390	,1229.TW,聯華,50,-0.2,656,0.23,10.93,0.13,0.07,0.77
1391	,3023.TW,信邦,274,-0.36,218,0.23,62.36,0,2.32,1.37
1392	,4741.TW,泓瀚,25.25,0.4,10,0.23,0.43,0.06,0,0.05
1393	,6183.TW,關貿,59.1,0.17,57,0.23,0.89,0.15,0,0.27
1394	,9943.TW,好樂迪,61.6,-0.96,13,0.23,1.25,0.05,0,0.11
1395	,1264.TW,德麥,256,-0.39,11,0.22,3.94,1.78,0,0.23
1396	,2115.TW,六暉-KY,29.65,0,9,0.22,44.37,0.06,0,0.2
1397	,2324.TW,仁寶,23.2,0.65,9711,0.22,40.61,7.91,11.36,5.43
1398	,2884.TW,玉山金,24,-0.21,10098,0.22,32.83,0.25,1.48,2.01
1399	,3171.TW,新洲,16.4,0.92,12,0.21,0.49,0,0,0.1
1400	,5283.TW,禾聯碩,105.5,-0.47,44,0.21,1.1,0.01,0,0.25
1401	,6577.TW,勁豐,58.2,0,3,0.21,1.02,0,0,0.09
1402	,6641.TW,基士德-KY,53.3,0.57,6,0.21,30.8,0.03,0,0.12
1403	,2849.TW,安泰銀,14.55,-1.36,96,0.2,58.87,0.27,0,0.04
1404	,9946.TW,三發地產,12.15,-0.41,10,0.2,2.61,0.04,0,0.34
1405	,2546.TW,根基,52.1,1.17,174,0.19,3.5,0.04,0,0.28
1406	,4706.TW,大恭,16.95,0.59,8,0.19,31.02,0.01,0,0.06
1407	,8083.TW,瑞穎,165.5,0,40,0.18,1.03,0.36,0,0.49
1408	,8342.TW,益張,54.9,-0.18,22,0.18,0.17,0.17,0,0.04
1409	,2450.TW,神腦,30.8,0.33,13,0.17,3.6,0.27,0,0.32
1410	,5287.TW,數字,189,-0.53,9,0.17,27.56,0,0.03,0.31
1411	,2910.TW,統領,29.75,-1.65,20,0.16,0.12,0,0,0.01
1412	,5525.TW,順天,24.55,-0.81,62,0.16,1.37,0.04,0,0.11
1413	,1301.TW,台塑,87,0.23,6449,0.15,33.83,0.88,2,1.09
1414	,5522.TW,遠雄,56.6,-0.35,381,0.15,7.28,5.68,4.49,0.94
1415	,5604.TW,中連,52.2,0,7,0.15,10.48,0.04,0,0.09
1416	,5876.TW,上海商銀,44.25,0.45,3022,0.15,54.18,0.29,2.3,0.9
1417	,4527.TW,方土霖,28.55,0,9,0.14,2,0.06,0,0.07
1418	,6115.TW,鎰勝,42.3,0.24,49,0.14,4.97,0.2,0,0.32
1419	,1231.TW,聯華食,74.5,-0.27,71,0.13,2.29,0.02,0,0.53
1420	,6790.TW,永豐實,34.95,0,21,0.13,2.56,0.39,0,0.11
1421	,2616.TW,山隆,31.7,-0.63,179,0.12,3.21,0.03,0,0.52
1422	,2890.TW,永豐金,16.6,-0.9,17105,0.12,28.19,0.35,5.45,1.41
1423	,6201.TW,亞弘電,39,0,13,0.12,0.32,0.04,0,0.08
1424	,1259.TW,安心,74.4,1.09,12,0.11,26.25,0,0,0.06
1425	,1535.TW,中宇,42.85,0,64,0.11,0.93,0.05,0,0.13
1426	,1735.TW,日勝化,15.2,0.33,8,0.11,50.35,0.03,0.12,0.14
1427	,2356.TW,英業達,26.1,-0.57,5224,0.11,25.03,7.28,10.31,2.34
1428	,2885.TW,元大金,21.65,-0.23,14405,0.11,24.97,0.32,4.31,1.26
1429	,2886.TW,兆豐金,30.5,0.49,9815,0.11,21.42,1.1,2.41,1.8
1430	,5514.TW,三豐,17.65,-0.84,3,0.11,0.02,0,0,0.02
1431	,6776.TW,展碁國際,38.85,-0.13,11,0.11,0.27,0.02,0,0.09
1432	,9910.TW,豐泰,204,-1.21,950,0.11,17.74,0.18,1.53,0.85
1433	,2904.TW,匯僑,19.75,0,12,0.1,0.31,0.01,0,0.15
1434	,2912.TW,統一超,270.5,-0.55,735,0.1,30.74,0.42,1.18,1.03
1435	,6409.TW,旭隼,1505,-2.59,131,0.1,67.57,0.12,0.55,1.44
1436	,1203.TW,味王,34.7,-0.57,14,0.09,1.9,0.03,0,0.06
1437	,1788.TW,杏昌,144,0,12,0.09,10.67,0,0,0.14
1438	,2820.TW,華票,14.5,0,172,0.09,6.62,0.73,0,0.6
1439	,4538.TW,大詠城,18.15,-0.27,2,0.09,0.12,0,0,0.01
1440	,4904.TW,遠傳,66.2,0.46,2054,0.09,24.23,0.55,3.3,1.25
1441	,5903.TW,全家,203.5,-0.73,45,0.09,52.53,0.02,0.07,0.05
1442	,6024.TW,群益期,36.65,-0.27,79,0.09,1.48,0.05,0,0.24
1443	,6803.TW,崑鼎,248,0.4,27,0.09,2.06,0.43,0.25,0.12
1444	,2433.TW,互盛電,48.05,-0.21,9,0.08,0.71,0.17,0,0.17
1445	,2838.TW,聯邦銀,15.95,-0.31,334,0.08,6.04,0.13,0.01,0.96
1446	,5520.TW,力泰,55.1,0,1,0.08,0.04,0,0,0.04
1447	,1102.TW,亞泥,40.6,-0.98,3879,0.07,18.59,4.97,3.13,2.15
1448	,1216.TW,統一,66.6,0,6180,0.07,41.09,0.52,1.32,1.65
1449	,1234.TW,黑松,32.65,0.15,477,0.07,5.58,0.08,0,0.13
1450	,2412.TW,中華電,113,0,7433,0.07,17.87,0.65,1.31,0.81
1451	,3045.TW,台灣大,95.4,0.74,1682,0.07,15.95,0.66,2.77,0.71
1452	,6023.TW,元大期,48.9,-0.1,29,0.07,0.41,0,0,0.07
1453	,2015.TW,豐興,63.9,0.31,102,0.06,11.1,0.22,0.43,0.59
1454	,2880.TW,華南金,22.7,1.11,10720,0.06,18.42,0.24,1.08,0.82
1455	,1303.TW,南亞,71.9,1.27,4595,0.05,29.54,0.65,2.48,1.22
1456	,1730.TW,花仙子,55.3,-0.18,10,0.05,6.75,0.21,0,0.16
1457	,2892.TW,第一金,26.3,-0.75,17051,0.05,25.04,0.25,2.45,1
1458	,4205.TW,中華食,100.5,-0.5,11,0.05,0.43,0,0,0.02
1459	,4305.TW,世坤,30.35,0,2,0.05,0.02,0,0,0.03
1460	,5880.TW,合庫金,25.9,-0.38,5069,0.05,18.52,0.23,1.05,0.79
1461	,6020.TW,大展證,18.6,0,15,0.05,0.05,0,0,0.02
1462	,1326.TW,台化,70.5,0,2711,0.04,33.83,0.73,0.81,0.85
1463	,6464.TW,台數科,97.1,0.41,243,0.04,0.45,0.05,0,0.07
1464	,8481.TW,政伸,57.5,3.23,4,0.04,0.27,0.03,0,0.09
1465	,9905.TW,大華,24.2,-0.62,47,0.04,2.81,0.04,0.06,0.2
1466	,9908.TW,大台北,30.95,-0.64,83,0.04,1.97,0.17,0,0.31
1467	,9930.TW,中聯資源,45.95,-0.11,31,0.04,1.71,0.11,0,0.23
1468	,1232.TW,大統益,141,0,30,0.03,1.28,0.13,0.02,0.45
1469	,2207.TW,和泰車,592,0.68,165,0.03,24.71,0.21,0.77,0.47
1470	,2395.TW,研華,334,0.91,411,0.03,41.71,0.25,1.06,1.46
1471	,4905.TW,台聯電,51,0.99,1,0.03,18.94,0.09,0,0.04
1472	,6281.TW,全國電,81.8,0,4,0.03,1.95,0.21,0,0.34
1473	,6505.TW,台塑化,80.1,-0.25,1526,0.03,6.87,0.11,0.27,0.57
1474	,9918.TW,欣天然,42.1,0.48,1,0.03,2.15,0.04,0,0.05
1475	,9931.TW,欣高,39.3,-1.5,6,0.03,0.58,0.03,0,0.07
1476	,1233.TW,天仁,32.4,0,6,0.02,5.22,0.01,0,0.08
1477	,1583.TW,程泰,61.2,-0.65,8,0.02,0.14,0.04,0.04,0.06
1478	,4506.TW,崇友,70.4,0.43,25,0.02,3.99,0.01,0.79,0.09
1479	,5511.TW,德昌,29.85,-0.5,51,0.02,1.8,0,0,0.13
1480	,8908.TW,欣雄,66.7,-0.45,46,0.02,0.14,0,0,0.03
1481	,9926.TW,新海,51.6,0,0,0.02,0.21,0.03,0,0.04
1482	,3130.TW,一零四,205.5,0.24,8,0.01,36.83,1.43,0,0.11
1483	,6184.TW,大豐電,48.15,0.21,35,0.01,2.47,0.04,0,0.05
1484	,9917.TW,中保科,98.8,-1.2,198,0.01,39.57,0.18,0.68,0.63
1485	,9925.TW,新保,39.25,0.38,71,0.01,17.19,0.11,0,0.34
1486	,1726.TW,永記,70.2,-0.14,45,0,13.15,0.03,0,0.06
1487	,5601.TW,台聯櫃,36,0,2,0,1.56,0,0,0.02
1488	,6021.TW,美好證,19.25,-3.75,8,0,6.64,0,0,0.02
1489	,6212.TW,理銘,46,-1.08,2,0,13.96,0,0,0.01
1490	,8917.TW,欣泰,90.2,0.22,6,0,1.3,0,0,0.01
