符合條件商品
資料日期：2023年  1月  3日
策略,	06基本資料C
序號,	代碼,	商品,	成交,	漲幅%,	總量,	大戶持股比例,	券資比
執行時間：2023-01-03 23:46 符合檔數(1775)
1331	,6224.TW,聚鼎,57.6,1.59,49,36.66,0.6
1332	,6225.TW,天瀚,13.3,3.5,26,61.81,0
1333	,6226.TW,光鼎,10.15,-0.49,209,22.29,0.09
1334	,6227.TW,茂綸,40.65,0.87,265,70.62,0.12
1335	,6228.TW,全譜,12.3,-0.81,65,73.7,0
1336	,6229.TW,研通,24.5,0.2,18,36.23,0
1337	,6230.TW,尼得科超眾,114,-1.72,33,89.47,0.97
1338	,6231.TW,系微,86.9,4.95,568,39.22,0.11
1339	,6233.TW,旺玖,22.4,9.8,1377,20.23,3.29
1340	,6234.TW,高僑,23.45,-0.64,1781,55.15,2.36
1341	,6235.TW,華孚,36.65,5.01,5159,49.54,4.18
1342	,6236.TW,康呈,17,0,0,88.41,0
1343	,6237.TW,驊訊,45.1,1.69,399,19.16,41.4
1344	,6239.TW,力成,80.7,1.89,1304,76.21,5.32
1345	,6240.TW,松崗,17.7,-0.56,12,77.66,0
1346	,6241.TW,易通展,15.55,-0.32,30,39.67,0
1347	,6242.TW,立康,55,-2.48,90,67.2,0
1348	,6243.TW,迅杰,27.85,0,69,26.22,1.05
1349	,6244.TW,茂迪,28.5,0,4164,33.64,1.62
1350	,6245.TW,立端,93.8,1.96,2145,63.77,16.63
1351	,6246.TW,臺龍,14.45,-1.7,27,61.86,0
1352	,6247.TW,淇譽電,15.4,0,3,89.88,0
1353	,6248.TW,沛波,22.2,-1.11,56,55.04,24.83
1354	,6257.TW,矽格,48.75,0.41,508,37.33,9.76
1355	,6259.TW,百徽,21.8,3.07,13,53.91,0
1356	,6261.TW,久元,57.1,0,45,30.51,0.94
1357	,6263.TW,普萊德,90.5,0.78,48,43.41,0
1358	,6264.TW,富裔,8.15,0,12,71.59,0
1359	,6265.TW,方土昶,9.39,-0.42,163,55.9,0.32
1360	,6266.TW,泰詠,23.8,-0.21,408,39.28,0.61
1361	,6269.TW,台郡,98.4,0.41,328,57.35,7.76
1362	,6270.TW,倍微,21.95,0.23,35,44.46,0
1363	,6271.TW,同欣電,198.5,3.93,1317,63.48,2.43
1364	,6274.TW,台燿,53.3,3.7,1091,58.05,3.57
1365	,6275.TW,元山,26.2,0.19,110,32.43,2.12
1366	,6276.TW,安鈦克,16.75,1.52,166,51.09,1.04
1367	,6277.TW,宏正,77.4,-0.13,17,58.79,0
1368	,6278.TW,台表科,89.6,0.67,854,63.61,6.65
1369	,6279.TW,胡連,144.5,0,1429,53.44,11.53
1370	,6281.TW,全國電,81.8,0,4,61.33,0
1371	,6282.TW,康舒,30.6,2.51,4014,44.7,2.93
1372	,6283.TW,淳安,31.85,-0.16,63,57.96,4.28
1373	,6284.TW,佳邦,51.8,0,643,50.84,1.28
1374	,6285.TW,啟碁,78.9,0.64,1489,67.54,54.88
1375	,6287.TW,元隆,23.05,0,0,89.49,0
1376	,6288.TW,聯嘉,22.7,1.11,270,50.4,44.89
1377	,6290.TW,良維,53.3,0.57,215,39.69,0.87
1378	,6291.TW,沛亨,99.9,1.94,9,90.65,0.52
1379	,6292.TW,迅德,40.25,-0.12,31,54.9,0
1380	,6294.TW,智基,107,-0.93,15,33.97,0
1381	,6404.TW,通訊-KY,18,-4.51,0,66.47,0
1382	,6405.TW,悅城,21.6,0.23,89,54.45,0
1383	,6409.TW,旭隼,1505,-2.59,131,57.9,0
1384	,6411.TW,晶焱,85.2,1.19,259,35.8,0.04
1385	,6412.TW,群電,74,1.37,121,86.27,0.82
1386	,6414.TW,樺漢,212,4.18,1808,57.93,8.92
1387	,6415.TW,矽力*-KY,453.5,3.89,1359,80.18,9.36
1388	,6416.TW,瑞祺電通,87.6,0.57,58,45.08,0.05
1389	,6417.TW,韋僑,86.9,-0.34,55,75.02,0
1390	,6418.TW,詠昇,15.85,1.6,67,62.19,0.19
1391	,6419.TW,京晨科,35,-1.96,12,32.69,0
1392	,6425.TW,易發,21.65,1.41,85,55.91,0
1393	,6426.TW,統新,60.7,1.85,72,41.13,0.54
1394	,6431.TW,光麗-KY,20.4,0.25,12,62.4,0
1395	,6432.TW,今展科,30.3,-1.14,47,33.35,0.16
1396	,6435.TW,大中,97.7,0.21,66,53.42,7.5
1397	,6438.TW,迅得,86.4,1.65,163,35.15,0.52
1398	,6441.TW,廣錠,55.8,8.56,1571,45.03,8.44
1399	,6442.TW,光聖,44.35,1.72,74,70.86,0.45
1400	,6443.TW,元晶,35.25,2.03,11812,27.83,5.43
1401	,6446.TW,藥華藥,478.5,0.31,1065,54.01,0
1402	,6449.TW,鈺邦,41.5,-0.36,9,72.11,0
1403	,6451.TW,訊芯-KY,81.6,0.12,446,66.06,0.94
1404	,6456.TW,GIS-KY,87.8,-0.23,1363,59.57,4.43
1405	,6457.TW,紘康,59.4,0.68,27,27.64,13.81
1406	,6461.TW,益得,33.05,-0.6,472,53.69,29.51
1407	,6462.TW,神盾,60.8,0.5,85,19.78,7.58
1408	,6464.TW,台數科,97.1,0.41,243,83.41,0
1409	,6465.TW,威潤,17.3,2.98,10,47.5,0
1410	,6469.TW,大樹,301,1.86,344,57.62,32.74
1411	,6470.TW,宇智,53.3,0.57,139,34.78,1.94
1412	,6472.TW,保瑞,434.5,4.83,6549,61.53,36.28
1413	,6477.TW,安集,46.2,1.76,759,43.02,6.56
1414	,6482.TW,弘煜科,42.9,2.88,8,77.14,0
1415	,6485.TW,點序,65.7,1.7,309,15.72,7.13
1416	,6486.TW,互動,63.4,2.09,45,49.68,0.83
1417	,6488.TW,環球晶,438,2.46,1472,79.77,0
1418	,6491.TW,晶碩,415.5,-2,1069,67.46,24
1419	,6492.TW,生華科,57.9,-0.17,126,28.4,0
1420	,6494.TW,九齊,71.9,1.41,100,17.9,9.41
1421	,6496.TW,科懋,27.7,-0.36,9,63.34,0
1422	,6499.TW,益安,57.5,-1.03,77,56.11,1.27
1423	,6504.TW,南六,72.2,-1.37,53,66.91,6.54
1424	,6505.TW,台塑化,80.1,-0.25,1526,97.11,8.27
1425	,6506.TW,雙邦,19.35,0.52,20,62.97,0
1426	,6508.TW,惠光,36,0,79,54.61,1.06
1427	,6509.TW,聚和,41.3,0.98,741,21.6,2.74
1428	,6510.TW,精測,475,2.04,106,52.4,16.46
1429	,6512.TW,啟發電,24.5,1.24,7,40.43,0
1430	,6514.TW,芮特-KY,51.2,-0.58,14,66.29,0.11
1431	,6515.TW,穎崴,410,-1.91,1042,53.08,31.18
1432	,6516.TW,勤崴國際,77,0.65,30,48.41,0
1433	,6517.TW,保勝光學,57.3,-1.72,413,44.14,0
1434	,6523.TW,達爾膚,104,0.48,260,67.93,0.9
1435	,6525.TW,捷敏-KY,69.5,1.91,201,67.76,0
1436	,6527.TW,明達醫,52.6,1.15,47,34.23,0
1437	,6530.TW,創威,22.6,0.89,40,56.11,0
1438	,6531.TW,愛普*,174,5.45,2153,55.2,8.57
1439	,6532.TW,瑞耘,50.4,0.6,129,25.82,0.7
1440	,6533.TW,晶心科,522,4.92,3509,45.34,53.24
1441	,6535.TW,順藥,38.8,-1.52,488,61.21,0
1442	,6538.TW,倉和,68.7,0.15,14,25.4,0.49
1443	,6541.TW,泰福-KY,35.6,1.42,386,67.89,0
1444	,6542.TW,隆中,45.95,-0.54,0,80.92,0
1445	,6546.TW,正基,72,1.27,191,55.97,0.48
1446	,6547.TW,高端疫苗,67.9,-2.3,6100,40.69,28.63
1447	,6548.TW,長科*,29.55,-0.51,177,90.71,0.13
1448	,6550.TW,北極星藥業-KY,88.1,-0.68,1991,73.72,0
1449	,6552.TW,易華電,30.1,0.33,64,60.25,0.04
1450	,6556.TW,勝品,111.5,-1.33,52,80.44,0
1451	,6558.TW,興能高,22.4,2.52,127,46.44,2.5
1452	,6560.TW,欣普羅,35.05,-1.82,11,23.4,0
1453	,6561.TW,是方,280.5,-0.18,6,80.68,0
1454	,6568.TW,宏觀,159,4.95,621,25.07,7.95
1455	,6569.TW,醫揚,97.5,-0.31,16,70.21,0
1456	,6570.TW,維田,47,1.51,239,40.14,4.52
1457	,6573.TW,虹揚-KY,13.3,-0.75,11,66.46,0
1458	,6574.TW,霈方,49.05,-0.2,9,84.97,0
1459	,6576.TW,逸達,93.5,2.3,322,48.42,0
1460	,6577.TW,勁豐,58.2,0,3,73.78,0
1461	,6578.TW,達邦蛋白,15.6,-3.11,704,33.71,5.01
1462	,6579.TW,研揚,87.4,0.34,52,91.48,0
1463	,6581.TW,鋼聯,92.9,0.98,61,86,0
1464	,6582.TW,申豐,57.7,-0.52,91,76.25,19.85
1465	,6585.TW,鼎基,58.9,-2.48,204,81.87,0.2
1466	,6588.TW,東典光電,31.3,-0.32,8,43.5,0
1467	,6589.TW,台康生技,118.5,-3.66,6650,61.67,4.54
1468	,6590.TW,普鴻,56.5,0,20,57.66,0
1469	,6591.TW,動力-KY,41.7,-0.48,75,27.13,2.38
1470	,6592.TW,和潤企業,100.5,-1.47,269,81.48,0.28
1471	,6593.TW,台灣銘板,43.1,-0.46,31,59.74,0
1472	,6594.TW,展匯科,25.4,-1.17,14,58.8,0
1473	,6596.TW,寬宏藝術,43.8,-2.23,28,56.57,0
1474	,6598.TW,ABC-KY,30.25,-2.42,658,49.87,1.88
1475	,6603.TW,富強鑫,17.3,0,394,46.42,10.97
1476	,6605.TW,帝寶,71.5,-0.28,262,72.65,2.06
1477	,6609.TW,瀧澤科,35.6,1.71,813,59.24,0
1478	,6612.TW,奈米醫材,82.4,1.48,14,64.58,0
1479	,6613.TW,朋億*,87.5,-1.13,137,65.78,0
1480	,6615.TW,慧智,36.5,-0.54,2,47.98,0
1481	,6616.TW,特昇-KY,13.8,0.73,19,65.49,0
1482	,6624.TW,萬年清,41.65,2.33,2,49.91,0
1483	,6625.TW,必應,41.1,0,313,65.39,1.46
1484	,6629.TW,泰金-KY,46.5,-0.21,1,86.57,0
1485	,6640.TW,均華,87.9,0,0,72.08,0
1486	,6641.TW,基士德-KY,53.3,0.57,6,65.4,0
1487	,6642.TW,富致,45,0.56,9,63.83,0
1488	,6643.TW,M31,480,5.03,2842,48.7,50.8
1489	,6649.TW,台生材,34.95,0.72,27,52.74,0
1490	,6651.TW,全宇昕,66.6,0.91,33,43.65,0
1491	,6654.TW,天正國際,48.95,2.41,1,67.06,0
1492	,6655.TW,科定,128,-1.16,18,82.61,0
1493	,6661.TW,威健生技,21.7,-2.25,1,61.97,0
1494	,6662.TW,樂斯科,29.6,-0.84,5,49.16,0
1495	,6664.TW,群翊,98.1,-0.1,72,69.15,16.8
1496	,6666.TW,羅麗芬-KY,79.7,0.89,328,78.78,1.56
1497	,6667.TW,信紘科,59.6,1.19,61,55.32,0.07
1498	,6668.TW,中揚光,38.1,0.26,91,55.98,6.05
1499	,6669.TW,緯穎,810,1.63,350,71.18,54.65
1500	,6670.TW,復盛應用,204.5,-2.85,614,79.71,13.36
1501	,6671.TW,三能-KY,37.5,1.08,3,77.98,0
1502	,6672.TW,騰輝電子-KY,74.8,-0.66,362,28.93,0.26
1503	,6674.TW,鋐寶科技,26.3,2.33,25,87.66,0
1504	,6679.TW,鈺太,236.5,1.07,966,61.18,8.99
1505	,6680.TW,鑫創電子,63.9,0.16,3,73.27,0
1506	,6683.TW,雍智科技,182,1.39,32,24.14,0
1507	,6684.TW,安格,44.5,-0.22,21,30.64,0
1508	,6689.TW,伊雲谷,90.7,9.94,599,66.14,0
1509	,6690.TW,安碁資訊,114.5,0.88,6,62.78,0
1510	,6691.TW,洋基工程,202,1.51,196,77.69,0.44
1511	,6693.TW,廣閎科,60.2,-0.5,51,51.41,0
1512	,6695.TW,芯鼎,39.5,-1.25,170,59.37,0
1513	,6697.TW,東捷資訊,36.2,-3.21,2,73.52,0
1514	,6698.TW,旭暉應材,28.1,0.36,15,44.71,0
1515	,6703.TW,軒郁,97.3,-1.02,41,59.28,0
1516	,6706.TW,惠特,89.2,1.36,218,27.75,9.84
1517	,6708.TW,天擎,62.5,-0.95,839,49.36,0
1518	,6712.TW,長聖,224,1.59,1817,46.32,2.53
1519	,6715.TW,嘉基,127.5,2.82,144,81.15,0.9
1520	,6716.TW,應廣,78.1,-0.51,4,47.61,0
1521	,6719.TW,力智,241,1.69,645,45.97,19.98
1522	,6721.TW,信實,42.65,-0.12,6,52.64,0
1523	,6727.TW,亞泰金屬,67.7,0.89,14,19.34,0
1524	,6728.TW,上洋,120,0,9,72.81,0
1525	,6732.TW,昇佳電子,219.5,2.81,39,60.48,10.19
1526	,6733.TW,博晟生醫,21.5,-1.38,83,57.36,0
1527	,6735.TW,美達科技,54.5,0,1,62.2,0
1528	,6741.TW,91APP*-KY,110,5.77,3378,78.1,1.7
1529	,6743.TW,安普新,35.95,0,39,66.59,0.15
1530	,6747.TW,亨泰光,187.5,0.54,18,73.45,0
1531	,6751.TW,智聯服務,43.4,1.17,4,70.55,0
1532	,6752.TW,叡揚,61,1.67,17,46.08,0
1533	,6754.TW,匯僑設計,46.1,-0.32,110,83.6,0
1534	,6756.TW,威鋒電子,187,3.31,335,62.6,12.27
1535	,6761.TW,穩得,86.4,2.37,4,56.95,0
1536	,6762.TW,達亞,230,0,0,73.52,0
1537	,6763.TW,綠界科技,388,0.26,29,55.55,0
1538	,6767.TW,台微醫,31,-0.64,14,49.93,0
1539	,6768.TW,志強-KY,71.3,-0.28,246,86.82,16.27
1540	,6770.TW,力積電,32.35,1.57,13002,52.09,33.61
1541	,6776.TW,展碁國際,38.85,-0.13,11,75.12,0
1542	,6781.TW,AES-KY,658,2.33,458,77.48,4.19
1543	,6782.TW,視陽,299,5.1,609,55.84,0
1544	,6788.TW,華景電,92.9,1.09,180,29.69,1.46
1545	,6789.TW,采鈺,195.5,1.03,340,81.23,0
1546	,6790.TW,永豐實,34.95,0,21,84.1,0
1547	,6791.TW,虎門科技,46,-1.08,30,78.96,0
1548	,6792.TW,詠業,67.9,2.72,68,55.35,2.86
1549	,6796.TW,晉弘,71.9,0.42,38,52.48,0
1550	,6799.TW,來頡,93.2,0.11,23,54.84,0
1551	,6803.TW,崑鼎,248,0.4,27,63.76,0
1552	,6804.TW,明係,53.8,-0.74,22,73.54,0
1553	,6806.TW,森崴能源,90.4,6.48,10599,66.6,14.55
1554	,6807.TW,峰源-KY,24.9,-0.2,5,82.66,0
1555	,6811.TW,宏碁資訊,137.5,1.1,27,84.55,0
1556	,6823.TW,濾能,93.1,0.98,2,73.3,0
1557	,6829.TW,千附精密,72.1,-1.77,89,73.96,0
1558	,6830.TW,汎銓,101,4.02,126,54.79,0
1559	,6834.TW,天二科技,24.55,-0.61,11,69.95,0
1560	,6835.TW,圓裕,39.25,-0.51,39,78.43,0
1561	,6843.TW,進典,47.75,-1.75,115,75.86,0
1562	,6854.TW,錼創科技-KY創,95.4,-4.22,46,87.84,0
1563	,6855.TW,數泓科,70,0.29,15,68.32,0
1564	,6859.TW,伯特光,129.5,2.37,38,66.7,0
1565	,6874.TW,倍力,46.25,-0.32,41,65.23,0
1566	,7402.TW,邑錡,36.15,-0.14,17,52.41,0
1567	,7556.TW,意德士,100,1.01,1,68.22,0
1568	,8011.TW,台通,14.15,0.35,175,29.77,0.89
1569	,8016.TW,矽創,185.5,4.51,2294,28.9,12.13
1570	,8021.TW,尖點,30.8,0.16,185,36.55,8.12
1571	,8024.TW,佑華,21.2,0,62,30.84,28.28
1572	,8027.TW,鈦昇,50.1,-0.99,155,44.61,0.17
1573	,8028.TW,昇陽半導體,57,1.24,1225,34.86,3.71
1574	,8032.TW,光菱,29.3,-0.34,2,82.95,0
1575	,8033.TW,雷虎,42.15,-1.4,2503,27.94,0
1576	,8034.TW,榮群,15,0.33,86,20.48,0.12
1577	,8038.TW,長園科,38.25,1.73,152,34.65,0
1578	,8039.TW,台虹,40.85,-0.85,41,60.92,0.44
1579	,8040.TW,九暘,53.2,1.33,381,30.63,23.65
1580	,8042.TW,金山電,35.2,-0.42,13,70.18,0
1581	,8043.TW,蜜望實,26.2,-1.32,311,56.7,11.3
1582	,8044.TW,網家,54,1.5,1025,49.96,8.12
1583	,8046.TW,南電,233,2.64,6385,79.67,40.42
1584	,8047.TW,星雲,12.35,-0.4,0,80.71,0
1585	,8048.TW,德勝,32.7,0.93,33,51.23,0
1586	,8049.TW,晶采,29.95,-0.17,507,41.5,0.72
1587	,8050.TW,廣積,78.9,2.07,2692,59.53,25.48
1588	,8054.TW,安國,31.25,4.17,357,30.7,2.54
1589	,8059.TW,凱碩,9.73,-2.6,7,79.37,0
1590	,8064.TW,東捷,17.25,4.23,380,41.05,0.12
1591	,8066.TW,來思達,28.3,2.54,67,22.12,0.2
1592	,8067.TW,志旭,8.93,1.13,1,80.66,0
1593	,8068.TW,全達,24.8,-1,30,80.43,0
1594	,8069.TW,元太,170.5,5.9,20316,76.67,23.94
1595	,8070.TW,長華*,30.15,-0.5,164,76.65,0
1596	,8071.TW,能率網通,14.6,-1.02,69,51.69,0
1597	,8072.TW,陞泰,25.75,1.18,271,64.62,1.45
1598	,8074.TW,鉅橡,19.1,0.26,11,44.09,0.48
1599	,8076.TW,伍豐,27.9,-0.18,451,35.67,0.37
1600	,8077.TW,洛碁,7.77,0,0,92.46,0
1601	,8080.TW,永利聯合,11.35,-0.44,25,56.17,0
1602	,8081.TW,致新,149.5,4.91,900,39.22,17.2
1603	,8083.TW,瑞穎,165.5,0,40,49.93,0
1604	,8084.TW,巨虹,107.5,5.39,441,66.24,0
1605	,8085.TW,福華,19.9,1.02,19,75.67,0.02
1606	,8086.TW,宏捷科,69.1,1.47,648,46.91,40.95
1607	,8087.TW,華鎂鑫,25.3,-0.39,13,52.51,0
1608	,8088.TW,品安,23.8,1.49,265,20.98,0.32
1609	,8089.TW,康全電訊,23.05,0.66,24,48.28,0
1610	,8091.TW,翔名,86.6,0.23,364,35.8,0.87
1611	,8092.TW,建暐,12.35,0.82,33,57.94,0
1612	,8093.TW,保銳,10.85,-0.46,16,54.53,0
1613	,8096.TW,擎亞,11.75,-0.42,205,31.42,0.9
1614	,8097.TW,常珵,58.3,-3.16,647,50,3.35
1615	,8099.TW,大世科,39.15,0.13,28,81.44,0.02
1616	,8101.TW,華冠,5.95,-1.82,18,45.72,0
1617	,8103.TW,瀚荃,30.9,-0.32,22,33.01,0.35
1618	,8104.TW,錸寶,34.5,0.88,50,49.59,0.3
1619	,8105.TW,凌巨,12.35,1.23,388,63.68,0.44
1620	,8107.TW,大億金茂,16.4,-0.91,145,53.34,0
1621	,8109.TW,博大,86.7,0.35,71,55.21,0
1622	,8110.TW,華東,11.35,0,399,58.46,0.16
1623	,8111.TW,立碁,15.2,0,84,34.39,0.49
1624	,8112.TW,至上,35.8,0,610,27.15,1.98
1625	,8114.TW,振樺電,112.5,4.17,630,55.45,6.29
1626	,8121.TW,越峰,24.1,0.63,301,52.44,0
1627	,8131.TW,福懋科,38.3,0,197,79.23,0
1628	,8147.TW,正淩,62.7,4.33,249,46.02,0
1629	,8150.TW,南茂,33.7,0.6,2796,63.94,7.06
1630	,8155.TW,博智,103,1.48,334,57.05,7.41
1631	,8163.TW,達方,38,0.53,130,46.49,0.83
1632	,8171.TW,天宇,53.3,9.56,11653,34.91,1.61
1633	,8176.TW,智捷,10,0,31,39.17,0
1634	,8182.TW,加高,30.8,-0.32,12,70.3,0.86
1635	,8183.TW,精星,53.2,0.76,305,50.38,3.87
1636	,8201.TW,無敵,10.15,-0.49,28,55.38,1.15
1637	,8210.TW,勤誠,72.6,0.28,94,66.57,4.03
1638	,8213.TW,志超,36.15,-0.14,138,44.45,0.45
1639	,8215.TW,明基材,32,0.47,446,53.47,2.57
1640	,8222.TW,寶一,26.3,1.15,3804,40.63,10.15
1641	,8227.TW,巨有科技,90.5,0,687,39.37,0
1642	,8234.TW,新漢,33.2,1.37,397,67.72,0.66
1643	,8240.TW,華宏,28.8,0,48,58.2,0
1644	,8249.TW,菱光,27.4,-0.72,89,72.27,0.88
1645	,8255.TW,朋程,165,0.92,605,54.28,9.94
1646	,8261.TW,富鼎,104.5,0.48,1044,42.89,17.63
1647	,8271.TW,宇瞻,41.3,-0.24,92,37.28,1.28
1648	,8277.TW,商丞,8.1,0,65,22.52,0
1649	,8279.TW,生展,164.5,1.54,32,63.01,0
1650	,8284.TW,三竹,55.8,0.36,16,60.63,0
1651	,8289.TW,泰藝,35.65,0.14,138,49.83,3.08
1652	,8291.TW,尚茂,6,0,0,80.03,0
1653	,8299.TW,群聯,325,3.17,1322,47.81,3.94
1654	,8341.TW,日友,174,0.58,1243,60.52,3.54
1655	,8342.TW,益張,54.9,-0.18,22,68.26,0
1656	,8349.TW,恒耀,55.3,-1.78,309,69.43,3.84
1657	,8354.TW,冠好,14.15,0,10,67.78,0
1658	,8358.TW,金居,51.9,3.8,1563,37.84,32.53
1659	,8367.TW,建新國際,38.75,2.11,165,69.69,0.27
1660	,8374.TW,羅昇,29.85,0.67,46,80.51,0
1661	,8383.TW,千附,37.95,0.53,42,40.86,0
1662	,8390.TW,金益鼎,35.8,-0.14,168,43.03,0.45
1663	,8401.TW,白紗科,21,3.19,236,58.37,0.97
1664	,8403.TW,盛弘,33.2,-1.78,520,44.88,0.03
1665	,8404.TW,百和興業-KY,26.2,-1.13,54,79.03,0.15
1666	,8409.TW,商之器,19.25,1.58,72,38.93,0
1667	,8410.TW,森田,29.65,0.68,5,59.41,0
1668	,8411.TW,福貞-KY,13.5,0,109,81.1,0
1669	,8415.TW,大國鋼,38.2,0.79,333,90.9,0.45
1670	,8416.TW,實威,115.5,-0.43,2,75.87,0
1671	,8418.TW,捷必勝-KY,9.73,0.1,3,90.76,0
1672	,8420.TW,明揚,75.5,-0.66,154,76.9,1.43
1673	,8421.TW,旭源,15,0.67,54,52.04,0.39
1674	,8422.TW,可寧衛,182,1.11,296,51.42,3.26
1675	,8423.TW,保綠-KY,19,4.11,5,75.27,0
1676	,8424.TW,惠普,65.2,-1.36,1,60.77,0
1677	,8426.TW,紅木-KY,28,-0.53,11,78.67,18.31
1678	,8429.TW,金麗-KY,10.7,-2.73,653,39.49,0.1
1679	,8431.TW,匯鑽科,52,0,61,44.29,0.04
1680	,8432.TW,東生華,47.1,-0.95,37,61.35,0
1681	,8433.TW,弘帆,61.9,0,15,69.89,0.1
1682	,8435.TW,鉅邁,59.2,0.34,17,41.23,0
1683	,8436.TW,大江,176.5,3.22,2693,45.13,17.43
1684	,8437.TW,大地-KY,100.5,-0.5,6,56.07,0
1685	,8438.TW,昶昕,24.25,-0.21,16,85,0
1686	,8440.TW,綠電,44.8,2.63,2105,41.33,22.46
1687	,8442.TW,威宏-KY,78.6,-1.5,122,78.62,28.03
1688	,8443.TW,阿瘦,11.05,1.38,30,67.24,0
1689	,8444.TW,綠河-KY,39.5,1.02,8,84.48,0.39
1690	,8446.TW,華研,81.5,0.49,33,54.85,0
1691	,8450.TW,霹靂,27.6,0,84,63.1,19.78
1692	,8454.TW,富邦媒,659,2.65,461,82.52,11.23
1693	,8455.TW,大拓-KY,22.25,3.49,2,89.82,0
1694	,8462.TW,柏文,120,0.84,14,67.13,0.14
1695	,8463.TW,潤泰材,23.7,-0.21,41,82.08,0
1696	,8464.TW,億豐,293.5,-0.34,238,85.58,0.63
1697	,8466.TW,美吉吉-KY,40.9,-0.73,29,80.97,0
1698	,8467.TW,波力-KY,57.3,1.96,21,85.08,0
1699	,8472.TW,夠麻吉,42,0,0,68.86,0
1700	,8473.TW,山林水,27.5,0,7,76.96,0
1701	,8476.TW,台境,61,4.1,839,67.6,0.28
1702	,8477.TW,創業家,17.6,0,38,58.62,0
1703	,8478.TW,東哥遊艇,305,4.63,2761,83.9,38.47
1704	,8481.TW,政伸,57.5,3.23,4,65.63,0
1705	,8482.TW,商億-KY,69.8,-0.43,4,95.21,0
1706	,8488.TW,吉源-KY,14.9,-0.67,0,87.87,0
1707	,8489.TW,三貝德,22.75,0.22,19,35.34,0
1708	,8499.TW,鼎炫-KY,99.7,-0.1,14,77.9,0
1709	,8905.TW,裕國,22.2,0.91,42,76.76,0
1710	,8906.TW,花王,18.9,-0.53,11,77.13,0
1711	,8908.TW,欣雄,66.7,-0.45,46,88.45,0
1712	,8916.TW,光隆,51.9,-0.95,390,59.16,5.2
1713	,8917.TW,欣泰,90.2,0.22,6,81.55,0
1714	,8921.TW,沈氏,15,1.35,3,85.22,0
1715	,8923.TW,時報,21.65,3.1,8,80.75,0
1716	,8924.TW,大田,118,0.43,74,39.76,4.93
1717	,8926.TW,台汽電,32.55,0.31,274,58.82,0.77
1718	,8927.TW,北基,35.45,-1.8,214,86.37,5.13
1719	,8928.TW,鉅明,39.1,1.56,49,50.51,0.05
1720	,8929.TW,富堡,20.15,-1.23,11,47.88,0
1721	,8930.TW,青鋼,16.75,1.52,91,63.48,0
1722	,8931.TW,大汽電,43.5,4.57,300,78.41,0.57
1723	,8932.TW,宏大,42.4,-3.75,1120,75.68,3.36
1724	,8933.TW,愛地雅,16.6,0.61,6920,56.72,0
1725	,8935.TW,邦泰,12.15,-9.67,607,45.4,0
1726	,8936.TW,國統,21.5,0.94,587,46.07,0.12
1727	,8937.TW,合騏,15,1.35,31,69.24,0
1728	,8938.TW,明安,95.8,0.95,781,65.92,25.14
1729	,8940.TW,新天地,16.75,0.3,114,67.53,0
1730	,8941.TW,關中,55.9,-0.18,14,79.25,0
1731	,8942.TW,森鉅,59.4,0.51,56,57.7,1
1732	,8996.TW,高力,193.5,2.93,24111,57.4,64.87
1733	,9802.TW,鈺齊-KY,137,-9.87,6606,77.78,9.44
1734	,9902.TW,台火,12.4,-1.2,92,47.32,0.46
1735	,9904.TW,寶成,33.5,-2.05,7223,80.96,9.31
1736	,9905.TW,大華,24.2,-0.62,47,78.95,0
1737	,9906.TW,欣巴巴,46.8,-0.85,26,79.42,0.17
1738	,9907.TW,統一實,16.95,-0.59,1325,79,1.81
1739	,9908.TW,大台北,30.95,-0.64,83,82.46,0
1740	,9910.TW,豐泰,204,-1.21,950,91.8,10.53
1741	,9911.TW,櫻花,62,-0.16,67,74.74,0
1742	,9912.TW,偉聯,9.19,0.44,23,52.24,0
1743	,9914.TW,美利達,171,2.4,404,83.29,5.55
1744	,9917.TW,中保科,98.8,-1.2,198,82.72,0
1745	,9918.TW,欣天然,42.1,0.48,1,83.65,0
1746	,9919.TW,康那香,18,-2.44,3130,48.18,31.09
1747	,9921.TW,巨大,200,-0.25,987,81.89,9.46
1748	,9924.TW,福興,41.2,0.49,54,64.58,0
1749	,9925.TW,新保,39.25,0.38,71,71.94,0
1750	,9926.TW,新海,51.6,0,0,85.08,0
1751	,9927.TW,泰銘,37.8,0.27,58,57.73,0
1752	,9928.TW,中視,17.35,0,35,79.86,0
1753	,9929.TW,秋雨,8.52,-2.07,38,80.59,0
1754	,9930.TW,中聯資源,45.95,-0.11,31,76.59,0
1755	,9931.TW,欣高,39.3,-1.5,6,79.33,0
1756	,9933.TW,中鼎,42.1,0.6,1412,68.29,1.14
1757	,9934.TW,成霖,13.1,-1.13,94,71.39,0
1758	,9935.TW,慶豐富,17.6,0.57,204,61.02,0.55
1759	,9937.TW,全國,51.8,0.58,44,88.52,0
1760	,9938.TW,百和,57.3,0.88,595,70.45,3.47
1761	,9939.TW,宏全,86.4,-0.69,734,67.61,2.78
1762	,9940.TW,信義,26.9,0,111,82.88,3.25
1763	,9941.TW,裕融,156,0.32,392,67.92,1.6
1764	,9942.TW,茂順,105,-0.47,198,55.75,1.96
1765	,9943.TW,好樂迪,61.6,-0.96,13,71.91,0
1766	,9944.TW,新麗,20.3,-0.73,73,80.9,0
1767	,9945.TW,潤泰新,43.55,0.69,5628,66.87,14.03
1768	,9946.TW,三發地產,12.15,-0.41,10,81.86,0
