符合條件商品
資料日期：2023年  4月 20日
策略,	00統計2021年資料
序號,	代碼,	商品,	成交,	漲幅%,	總量,	漲停板的次數
執行時間：2023-04-21 00:24 符合檔數(1711)
1550	,8093.TW,保銳,12.95,-1.89,143,12
1551	,8096.TW,擎亞,11.45,-2.14,273,1
1552	,8097.TW,常珵,49.05,0.51,1354,4
1553	,8099.TW,大世科,40.7,0.37,222,0
1554	,8101.TW,華冠,5.27,-1.5,17,2
1555	,8103.TW,瀚荃,37.6,-1.96,374,0
1556	,8104.TW,錸寶,43.4,-3.34,711,4
1557	,8105.TW,凌巨,14.2,-4.05,5453,1
1558	,8107.TW,大億金茂,17.1,-1.44,109,3
1559	,8109.TW,博大,90,-2.07,196,0
1560	,8110.TW,華東,13.7,-1.44,1632,1
1561	,8111.TW,立碁,24.45,-3.74,12172,6
1562	,8112.TW,至上,44.25,-0.23,970,0
1563	,8114.TW,振樺電,107.5,-1.83,557,5
1564	,8121.TW,越峰,29.7,-1.82,2620,8
1565	,8131.TW,福懋科,43.6,-1.13,400,0
1566	,8147.TW,正淩,66.4,-0.9,135,0
1567	,8150.TW,南茂,38.05,-0.39,1285,1
1568	,8155.TW,博智,157,-1.88,2938,8
1569	,8163.TW,達方,44.35,-0.56,677,0
1570	,8171.TW,天宇,58.3,-2.67,2047,0
1571	,8176.TW,智捷,11.2,-2.61,274,13
1572	,8182.TW,加高,31.9,-0.47,69,0
1573	,8183.TW,精星,56.1,-0.36,1322,2
1574	,8201.TW,無敵,13.1,-0.76,290,6
1575	,8210.TW,勤誠,83.3,-4.25,2423,1
1576	,8213.TW,志超,41.35,-1.43,387,0
1577	,8215.TW,明基材,39.7,-2.34,5030,0
1578	,8222.TW,寶一,54,-7.53,28264,19
1579	,8234.TW,新漢,41.3,-4.18,1393,7
1580	,8240.TW,華宏,29.45,-1.17,40,0
1581	,8249.TW,菱光,31,-0.32,385,3
1582	,8255.TW,朋程,182,-2.67,1341,1
1583	,8261.TW,富鼎,109.5,-3.1,1647,4
1584	,8271.TW,宇瞻,53,-4.5,1450,0
1585	,8277.TW,商丞,10.3,-1.44,344,5
1586	,8279.TW,生展,180,-1.91,73,1
1587	,8284.TW,三竹,66.5,-1.63,132,2
1588	,8289.TW,泰藝,45.8,-3.68,1999,2
1589	,8291.TW,尚茂,6,0,0,2
1590	,8299.TW,群聯,394,0.13,900,0
1591	,8341.TW,日友,165.5,-1.19,112,0
1592	,8342.TW,益張,58,-0.85,3,0
1593	,8349.TW,恒耀,67.2,-2.33,517,1
1594	,8354.TW,冠好,14.25,-0.35,111,0
1595	,8358.TW,金居,56.6,-3.74,5899,3
1596	,8367.TW,建新國際,48.9,-0.61,69,3
1597	,8374.TW,羅昇,32.7,-2.39,136,0
1598	,8383.TW,千附,44.15,-2.65,2127,0
1599	,8390.TW,金益鼎,40.7,-2.86,1106,1
1600	,8401.TW,白紗科,21.75,-0.91,271,4
1601	,8403.TW,盛弘,35.1,-1.13,1745,1
1602	,8404.TW,百和興業-KY,26.35,-1.13,74,0
1603	,8409.TW,商之器,25.8,-4.09,515,15
1604	,8410.TW,森田,30.45,0.16,7,2
1605	,8411.TW,福貞-KY,14.9,0,34,1
1606	,8415.TW,大國鋼,35.7,-0.83,709,0
1607	,8416.TW,實威,152.5,-0.65,257,1
1608	,8418.TW,捷必勝-KY,9.91,-0.6,35,1
1609	,8420.TW,明揚,87.8,-3.2,454,6
1610	,8421.TW,旭源,15.65,-2.8,361,8
1611	,8422.TW,可寧衛,186,-0.53,211,0
1612	,8423.TW,保綠-KY,20.4,-0.97,5,0
1613	,8424.TW,惠普,69.8,-0.71,10,1
1614	,8426.TW,紅木-KY,44.65,-7.75,1366,11
1615	,8429.TW,金麗-KY,10.45,-0.95,159,1
1616	,8431.TW,匯鑽科,63.5,-4.08,492,1
1617	,8432.TW,東生華,45.8,-0.97,64,2
1618	,8433.TW,弘帆,70.8,-2.34,167,6
1619	,8435.TW,鉅邁,61.2,-0.81,28,0
1620	,8436.TW,大江,219,-4.37,6766,3
1621	,8437.TW,大地-KY,113,0,31,0
1622	,8440.TW,綠電,49.65,-1.88,5259,27
1623	,8442.TW,威宏-KY,78.5,-2.12,293,1
1624	,8443.TW,阿瘦,11.75,0,776,0
1625	,8444.TW,綠河-KY,59.6,-0.17,0,3
1626	,8446.TW,華研,88.9,0.23,397,1
1627	,8450.TW,霹靂,25.8,-2.82,75,10
1628	,8454.TW,富邦媒,855,-1.72,336,3
1629	,8455.TW,大拓-KY,21.95,1.86,3,0
1630	,8462.TW,柏文,150,-0.33,97,0
1631	,8463.TW,潤泰材,25.05,0,87,0
1632	,8464.TW,億豐,327.5,-1.21,253,0
1633	,8466.TW,美吉吉-KY,43.4,1.64,24,1
1634	,8467.TW,波力-KY,60.9,0.33,51,10
1635	,8472.TW,夠麻吉,46.5,0,2,1
1636	,8473.TW,山林水,29.75,-1.65,87,1
1637	,8476.TW,台境,63.3,0.16,176,0
1638	,8477.TW,創業家,18,-3.49,153,1
1639	,8478.TW,東哥遊艇,447.5,-1.21,4080,23
1640	,8481.TW,政伸,58.2,0,11,0
1641	,8482.TW,商億-KY,76.8,-0.26,10,0
1642	,8488.TW,吉源-KY,15.9,-1.55,14,0
1643	,8489.TW,三貝德,23.75,-2.26,33,6
1644	,8499.TW,鼎炫-KY,109,0,33,0
1645	,8905.TW,裕國,25.05,-0.99,108,2
1646	,8906.TW,花王,17.7,0,21,1
1647	,8908.TW,欣雄,70.8,-0.42,49,0
1648	,8916.TW,光隆,53.6,-1.11,803,1
1649	,8917.TW,欣泰,73.6,-0.54,7,0
1650	,8921.TW,沈氏,15.05,0,4,1
1651	,8923.TW,時報,21.1,0.48,61,0
1652	,8924.TW,大田,123,-0.81,255,0
1653	,8926.TW,台汽電,48.55,-0.51,4578,1
1654	,8927.TW,北基,46,0.22,2708,1
1655	,8928.TW,鉅明,37.7,-1.57,227,1
1656	,8929.TW,富堡,21.75,-0.46,8,1
1657	,8930.TW,青鋼,17.05,-0.87,76,5
1658	,8931.TW,大汽電,76.9,0.26,621,2
1659	,8932.TW,宏大,48.7,4.28,335,1
1660	,8933.TW,愛地雅,12.4,-1.2,1496,4
1661	,8935.TW,邦泰,12.55,5.46,948,1
1662	,8936.TW,國統,27.6,-3.66,6404,3
1663	,8937.TW,合騏,15.5,0,94,4
1664	,8938.TW,明安,91.7,-1.4,1202,0
1665	,8940.TW,新天地,25.05,-9.89,2276,11
1666	,8941.TW,關中,59,0,12,4
1667	,8942.TW,森鉅,66.8,-0.15,92,0
1668	,8996.TW,高力,210,-6.67,5327,16
1669	,9802.TW,鈺齊-KY,127.5,-1.16,1188,0
1670	,9902.TW,台火,12.45,0,222,2
1671	,9904.TW,寶成,31.1,-1.74,6559,1
1672	,9905.TW,大華,25.25,0.2,50,0
1673	,9906.TW,欣巴巴,49.65,-0.9,14,0
1674	,9907.TW,統一實,20.45,0.49,6338,1
1675	,9908.TW,大台北,31.7,-0.47,36,0
1676	,9910.TW,豐泰,187.5,0.27,396,1
1677	,9911.TW,櫻花,63.9,-0.93,95,0
1678	,9912.TW,偉聯,10,-0.5,69,7
1679	,9914.TW,美利達,168,-0.88,399,0
1680	,9917.TW,中保科,106.5,1.91,915,0
1681	,9918.TW,欣天然,41.4,-0.12,15,0
1682	,9919.TW,康那香,18,-1.64,5993,4
1683	,9921.TW,巨大,185.5,-1.33,1125,0
1684	,9924.TW,福興,43.65,-0.57,103,0
1685	,9925.TW,新保,40.8,-0.12,34,0
1686	,9926.TW,新海,51.7,0,18,0
1687	,9927.TW,泰銘,43.65,-1.8,624,1
1688	,9928.TW,中視,18.6,0,124,18
1689	,9929.TW,秋雨,8.92,-1.55,151,1
1690	,9930.TW,中聯資源,49.25,-0.61,88,0
1691	,9931.TW,欣高,40.25,-0.49,2,0
1692	,9933.TW,中鼎,42.25,-0.71,910,0
1693	,9934.TW,成霖,13.5,-1.1,465,0
1694	,9935.TW,慶豐富,19.6,-2,291,2
1695	,9937.TW,全國,59.7,0,13,0
1696	,9938.TW,百和,57.1,-1.72,1220,0
1697	,9939.TW,宏全,98.7,-1.2,903,0
1698	,9940.TW,信義,28.75,-0.17,90,0
1699	,9941.TW,裕融,186,-0.27,683,0
1700	,9942.TW,茂順,137.5,-3.85,860,1
1701	,9943.TW,好樂迪,66.9,-0.3,31,0
1702	,9944.TW,新麗,20.3,-0.25,86,0
1703	,9945.TW,潤泰新,35.05,-1.13,4841,2
1704	,9946.TW,三發地產,13.95,-0.36,560,0
1705	,9949.TW,琉園,19.75,1.02,324,2
1706	,9950.TW,萬國通,11.7,-4.1,13,1
1707	,9951.TW,皇田,71.9,-0.83,82,0
1708	,9955.TW,佳龍,25.25,-1.56,1351,15
1709	,9958.TW,世紀鋼,114.5,-0.87,6506,0
1710	,9960.TW,邁達康,29.95,-0.83,4,0
1711	,9962.TW,有益,20.3,-2.64,1370,1
