符合條件商品
資料日期：2021年 10月 29日
策略,	每日資料
序號,	代碼,	商品,	成交,	漲幅%,	總量,	融券使用率,	法人持股比例,	融資使用率,	投信持股比例
執行時間：2021-10-31 18:46 符合檔數(1446)
1083	,6161.TW,捷波,27.4,1.29,641,0.13,5.1,12.37,0
1084	,6163.TW,華電網,21.1,0.72,2530,12.2,4.15,37.5,0
1085	,6164.TW,華興,14.15,-1.39,979,0.79,4.62,20.85,0
1086	,6165.TW,浪凡,42.6,-2.18,1805,2.58,1.1,26.87,0.11
1087	,6166.TW,凌華,67.2,-0.74,126,0.02,10.14,7.07,0
1088	,6168.TW,宏齊,25,0.4,2929,0.05,7.1,12.47,0.01
1089	,6170.TW,統振,51.4,-0.58,14285,6.98,5.86,33.28,0
1090	,6171.TW,大城地產,28.35,0.71,140,0.02,1.34,3.07,0
1091	,6172.TW,互億,23.15,-9.92,458,0,0.32,0.52,0
1092	,6173.TW,信昌電,54.2,-0.73,552,0.03,3.01,17.33,0
1093	,6174.TW,安碁,28.5,4.97,853,0.46,7.18,8.9,0
1094	,6175.TW,立敦,44.05,-1.78,1212,0.2,18.73,11.7,1.27
1095	,6176.TW,瑞儀,97.3,2.31,4243,0.03,47.51,3.66,4.28
1096	,6177.TW,達麗,30.5,-1.13,297,0.02,2.15,7.67,0
1097	,6179.TW,亞通,29.95,-0.33,195,0.01,0.94,20.67,0
1098	,6180.TW,橘子,57.7,0.87,450,0.46,14.45,7.61,0
1099	,6182.TW,合晶,64.2,4.22,47973,1.58,23.85,25.44,8.43
1100	,6183.TW,關貿,50.1,-0.4,14,0,1.02,0.63,0
1101	,6184.TW,大豐電,43.3,0,20,0,2.54,0.02,0
1102	,6185.TW,幃翔,13.3,0,376,0.01,1.09,3.8,0
1103	,6186.TW,新潤,27.25,-0.55,176,0,0.8,4.15,0
1104	,6187.TW,萬潤,109,-3.54,1363,0.47,18.92,23.11,11.74
1105	,6188.TW,廣明,38.65,-0.51,1319,0.03,7.09,12.97,0.01
1106	,6189.TW,豐藝,38.8,0.13,243,0.04,6.17,0.32,0
1107	,6190.TW,萬泰科,22.95,-0.22,570,0.43,0.9,10.51,0
1108	,6191.TW,精成科,35.35,2.17,4391,0.02,8.56,14.11,0
1109	,6192.TW,巨路,71.1,0,48,0,25.95,0.43,0
1110	,6194.TW,育富,25.4,0.4,34,0,0.6,6.77,0.11
1111	,6195.TW,詩肯,51.7,-0.19,16,0.06,46.88,3.48,0
1112	,6196.TW,帆宣,116.5,-0.85,626,0.47,4.49,5.2,0.1
1113	,6197.TW,佳必琪,35.25,0.57,96,0.01,7.67,6.25,0
1114	,6201.TW,亞弘電,42.1,0,7,0,0.47,0.3,0
1115	,6202.TW,盛群,103,-1.9,5441,0.99,24.85,13.94,0.26
1116	,6203.TW,海韻電,79.5,-1.49,163,1.19,1.27,11.68,0
1117	,6204.TW,艾華,91.9,-0.65,561,0,0.2,9.32,0
1118	,6205.TW,詮欣,39.85,-0.37,1093,0.43,3.1,17.52,0
1119	,6206.TW,飛捷,72.9,-0.14,239,0,13.55,2.16,0
1120	,6207.TW,雷科,29.9,0,226,0,3.21,9.83,0
1121	,6208.TW,日揚,42.5,0,164,0.13,2.25,6.39,0
1122	,6209.TW,今國光,29.5,1.03,934,0.29,1.34,16,0
1123	,6210.TW,慶生,40.55,0,7,0,0.13,1.16,0
1124	,6212.TW,理銘,58.3,4.11,3,0,25.71,0.04,0
1125	,6213.TW,聯茂,128.5,-0.39,5758,0.15,13.78,10.07,1.69
1126	,6214.TW,精誠,86.3,0,299,0,14.83,0.31,0.39
1127	,6215.TW,和椿,28.4,2.53,994,0.15,11.42,13.77,0
1128	,6216.TW,居易,28.2,-4.41,3848,0.09,0.98,6.03,0
1129	,6217.TW,中探針,61,4.27,14702,38.44,5.37,60.51,0.84
1130	,6218.TW,豪勉,20,-3.61,1149,0.09,0.25,8.62,0
1131	,6219.TW,富旺,18.3,1.67,1873,0.02,3.2,45.22,0
1132	,6220.TW,岳豐,23.9,0.21,95,0.01,2,10.41,0
1133	,6221.TW,晉泰,70.8,1.58,340,0.01,1.16,17.78,0
1134	,6223.TW,旺矽,128,0.79,7142,2.62,17.9,48.02,12.02
1135	,6224.TW,聚鼎,123.5,0.41,560,0.16,10.79,17.66,0.51
1136	,6226.TW,光鼎,13.8,-0.72,3144,3.05,3.01,23.34,0
1137	,6227.TW,茂綸,28.95,-0.17,225,0.02,2.66,10.44,0
1138	,6229.TW,研通,44.25,0.34,910,0.59,6.83,39.92,0
1139	,6230.TW,尼得科超眾,167,-0.6,14,0,89.92,1.48,0
1140	,6231.TW,系微,78.2,-1.39,213,0.12,9.92,23.54,0
1141	,6233.TW,旺玖,38.2,0.66,2140,2.75,3.96,45.62,0
1142	,6234.TW,高僑,20.6,0,91,0,11.08,10.55,0
1143	,6235.TW,華孚,19.25,0,838,0.29,1.59,14.65,0
1144	,6237.TW,驊訊,102,2,13712,17.96,5.21,44.09,2.29
1145	,6239.TW,力成,97.4,-2.6,5743,0.16,63.49,1.62,1.79
1146	,6240.TW,松崗,14.25,0,5,0,0.2,3.39,0
1147	,6245.TW,立端,49.7,0.61,184,0,10.35,6.21,0.4
1148	,6246.TW,臺龍,16.7,-0.89,76,0.44,0.4,31.84,0
1149	,6248.TW,沛波,20.55,0,22,0,1.1,9.13,0
1150	,6251.TW,定穎,21,-0.24,3748,0.16,14.26,25.65,0
1151	,6257.TW,矽格,58.6,-1.01,3974,0.55,26.11,11.95,0.17
1152	,6261.TW,久元,84.4,-0.35,1190,0.18,6.62,14.67,0
1153	,6263.TW,普萊德,67.1,0.9,78,0,2.16,0.43,0
1154	,6265.TW,方土昶,10.7,0.47,926,0.24,3.19,15.88,0
1155	,6266.TW,泰詠,19.35,-0.26,142,0,6.91,3.01,0
1156	,6269.TW,台郡,96.1,-1.64,5038,0.2,24.64,15.08,3.95
1157	,6270.TW,倍微,20.75,-1.43,131,0,1.1,4.63,0
1158	,6271.TW,同欣電,264,4.55,8547,1.73,48.84,15.21,12.91
1159	,6274.TW,台燿,95.5,-1.04,3994,0.34,49.99,5.61,0.98
1160	,6275.TW,元山,31.2,0.32,1355,0.22,3.48,14.42,0
1161	,6276.TW,安鈦克,24,1.27,80,0,3.36,15.22,0
1162	,6277.TW,宏正,84.4,-0.24,64,0,14.85,0.56,0
1163	,6278.TW,台表科,112,0.45,7515,0.37,16.74,21.26,0.94
1164	,6279.TW,胡連,134,1.13,1800,0.23,15.67,11.09,1.42
1165	,6281.TW,全國電,83.4,-0.36,22,0,2.48,0.25,0
1166	,6282.TW,康舒,34.6,7.45,91540,0.63,12.12,16.32,0.28
1167	,6283.TW,淳安,49.15,9.96,4557,2.12,18.63,37.05,0
1168	,6284.TW,佳邦,58.5,-1.35,1291,0.53,2.69,21.93,1.01
1169	,6285.TW,啟碁,77.5,0,6194,0.06,11.33,7.99,0.24
1170	,6288.TW,聯嘉,29,0.52,2765,1.04,2.16,15.71,0.7
1171	,6290.TW,良維,56.2,0.9,1084,1.75,3.66,21.55,0
1172	,6292.TW,迅德,45.25,-1.63,272,0.01,0.89,4.05,0
1173	,6294.TW,智基,128,-0.78,24,0,10.56,0.44,0
1174	,6405.TW,悅城,27.2,0,168,0.94,1.48,25.34,0
1175	,6409.TW,旭隼,1625,0,193,0,68.49,0.16,0.23
1176	,6411.TW,晶焱,204,-1.45,10154,15.35,20.97,47.19,11.9
1177	,6412.TW,群電,69.7,0,158,0,13.51,0.58,0.35
1178	,6414.TW,樺漢,184,-0.54,184,0.12,8.2,12.79,0
1179	,6415.TW,矽力-KY,4580,1.44,283,0.01,96.96,0.2,2.08
1180	,6416.TW,瑞祺電通,92.2,-1.18,95,0.68,1.39,20.66,0
1181	,6417.TW,韋僑,60.2,0,7,0,11.57,21.78,0
1182	,6418.TW,詠昇,18.6,-0.8,706,0.21,0.09,16.87,0
1183	,6425.TW,易發,27.6,1.85,84,0.35,0.14,21.46,0
1184	,6426.TW,統新,70.7,-0.56,278,0.47,5.8,22.68,0
1185	,6432.TW,今展科,34.4,-0.72,85,0.01,0.48,7.07,0
1186	,6435.TW,大中,137.5,0.73,984,0.19,4.99,25.63,0
1187	,6438.TW,迅得,101,1.3,511,1.09,15.91,39.09,0.61
1188	,6441.TW,廣錠,51.9,1.76,5365,2.87,1.04,26.01,0
1189	,6442.TW,光聖,35.05,0,0,0,33.15,10.56,0
1190	,6443.TW,元晶,33.3,0.91,23673,2.69,14.26,22.83,0
1191	,6449.TW,鈺邦,50.8,0,94,0.02,3.01,10.3,0
1192	,6451.TW,訊芯-KY,90.2,-4.75,915,3.31,63.95,11.23,0.09
1193	,6456.TW,GIS-KY,97.1,-1.52,1596,0.04,55.23,10.3,0.16
1194	,6461.TW,益得,21.1,-1.17,80,0,0.88,3.8,0
1195	,6462.TW,神盾,132.5,1.15,2339,1.25,22.45,29.45,0
1196	,6464.TW,台數科,99.6,-0.9,138,0,0.56,0.02,0
1197	,6469.TW,大樹,204.5,-0.49,218,0.15,6.29,13.04,0
1198	,6470.TW,宇智,44.25,-0.78,158,0,5.66,29.24,0.15
1199	,6472.TW,保瑞,218,3.07,494,0.19,9.22,7.86,0.81
1200	,6477.TW,安集,45.2,-6.61,22845,5.04,3.45,33.06,1.08
1201	,6485.TW,點序,131.5,4.37,12467,16.78,12.92,69.7,0
1202	,6486.TW,互動,73.5,0.55,129,0.31,0.68,6.19,0
1203	,6488.TW,環球晶,760,1.88,3290,0.2,33.05,2.91,2.81
1204	,6491.TW,晶碩,544,9.9,1348,0.63,20.75,4.82,5.05
1205	,6494.TW,九齊,144.5,0,700,12.61,14.07,35.99,0
1206	,6496.TW,科懋,29.4,0.68,47,0,0.65,0.71,0
1207	,6499.TW,益安,66,0.92,122,0,13.12,1.9,0.86
1208	,6504.TW,南六,123,0.41,216,0.78,6.54,3.4,0
1209	,6505.TW,台塑化,100,-1.96,3028,0,7.53,0.04,0.18
1210	,6506.TW,雙邦,18.1,-1.36,555,0.05,0.71,9.5,0
1211	,6508.TW,惠光,34.4,-0.86,1339,0.05,1.08,8.03,0
1212	,6509.TW,聚和,80.1,9.88,98857,18.67,11.8,52.81,1.21
1213	,6510.TW,精測,793,9.99,1592,1.02,18.22,11.99,5.4
1214	,6514.TW,芮特-KY,51.2,-0.19,1375,0.12,53.82,5.73,0
1215	,6515.TW,穎崴,331.5,1.53,705,0.02,6.77,7.61,1.16
1216	,6516.TW,勤崴國際,104,-1.42,92,0,0.6,18.46,0
1217	,6523.TW,達爾膚,94,4.44,641,0,8.59,6.68,0
1218	,6525.TW,捷敏-KY,99.6,3.43,2057,0.15,18.74,11.01,3.05
1219	,6530.TW,創威,21.7,-0.69,228,0.11,0.28,9.64,0
1220	,6531.TW,愛普*,538,-1.1,9520,3.24,18.98,39.33,0.93
1221	,6532.TW,瑞耘,39,-0.26,44,0,2.8,20.6,0
1222	,6533.TW,晶心科,504,-8.7,5214,3.82,31.04,53.25,0.61
1223	,6538.TW,倉和,76.6,-1.42,219,0.88,4.43,29.02,0
1224	,6542.TW,隆中,59.5,0.34,8,0,20.91,0.7,0
1225	,6548.TW,長科*,104,4,4602,4.19,6.58,6.08,0.49
1226	,6552.TW,易華電,58.6,0,340,1.47,2.23,22.77,0
1227	,6558.TW,興能高,34,4.13,1218,0.02,2.14,14.56,0
1228	,6561.TW,是方,285,4.59,131,0,13.79,1.33,0.02
1229	,6570.TW,維田,33.8,3.36,207,0,0.08,1.17,0
1230	,6573.TW,虹揚-KY,24.45,0.62,806,0.18,54.69,6.77,0
1231	,6577.TW,勁豐,62,0.32,13,0,1.37,0.7,0.31
1232	,6578.TW,達邦蛋白,17.05,-0.29,76,0,0.2,4.72,0
1233	,6579.TW,研揚,64.8,-0.31,11,0,3.12,0.04,0
1234	,6581.TW,鋼聯,79,0.38,68,0,0.75,0.94,0
1235	,6582.TW,申豐,181,0,129,0.3,18.11,3.96,0
1236	,6591.TW,動力-KY,49.65,0.4,62,0.2,23.36,31.14,0
1237	,6592.TW,和潤企業,88.3,-0.34,347,0,27.9,0.77,0.06
1238	,6596.TW,寬宏藝術,49.65,1.64,56,0,0.17,0.68,0
1239	,6598.TW,ABC-KY,32.6,-0.46,86,0.01,36.61,4.63,0
1240	,6603.TW,富強鑫,17.3,-2.81,9024,0.28,2.74,15.32,0
1241	,6605.TW,帝寶,56.3,-0.53,74,0,13.57,2.03,0
1242	,6609.TW,瀧澤科,29.45,1.03,126,0,53.52,3.69,0
1243	,6612.TW,奈米醫材,60.4,-0.49,16,0,27.52,1.61,0
1244	,6613.TW,朋億,146.5,0,17,0,1.42,1.66,0.06
1245	,6625.TW,必應,26.6,0.19,35,0,1.81,1.13,0
1246	,6641.TW,基士德-KY,56.1,-0.71,7,0,30.81,2.09,0
1247	,6642.TW,富致,68.7,-1.15,76,0,3.51,25.53,0
1248	,6643.TW,M31,397,-2.1,1450,0.76,9.57,29.11,0
1249	,6651.TW,全宇昕,111.5,2.76,382,0.04,0.77,7.27,0
1250	,6654.TW,天正國際,88.2,0,73,0,2.17,9.3,0.18
1251	,6655.TW,科定,88.7,-5.64,203,0,0.56,0.38,0
1252	,6664.TW,群翊,65.4,-0.46,22,0,1.05,5.03,0
1253	,6666.TW,羅麗芬-KY,67.1,-0.15,9,0,79.43,2.51,0
1254	,6667.TW,信紘科,67,-0.15,96,0.01,2.22,18.33,0
1255	,6668.TW,中揚光,49.1,-1.6,133,0.41,23.3,11.36,0
1256	,6669.TW,緯穎,889,2.42,816,0.03,30.2,0.84,0.59
1257	,6670.TW,復盛應用,188.5,1.62,258,0,21.33,0.88,0.23
1258	,6671.TW,三能-KY,47,0.11,1,0,54.78,0.24,0
1259	,6672.TW,騰輝電子-KY,126.5,-1.94,1431,0.22,30.82,29.68,0.01
1260	,6674.TW,鋐寶科技,29.35,0.34,31,0,0.49,0.91,0
1261	,6679.TW,鈺太,317,-0.31,390,0.31,22.4,11.06,8.38
1262	,6698.TW,旭暉應材,38.2,0,49,0.01,2.4,9.15,0.27
1263	,6706.TW,惠特,210,-1.87,4181,3.98,20.64,38.01,4.33
1264	,6715.TW,嘉基,120,-3.23,117,0,1.84,18.27,0
1265	,6732.TW,昇佳電子,579,-3.18,560,0.74,12.77,5.45,5.33
1266	,6743.TW,安普新,74.5,0.81,413,0.15,3.7,5.22,0
1267	,6754.TW,匯僑設計,40.9,0,101,0,21.35,8.65,0
1268	,6756.TW,威鋒電子,469,-0.53,3698,0.98,5.61,11.96,2.98
1269	,6768.TW,志強-KY,73.2,0.55,169,0,76.65,0,0
1270	,6776.TW,展碁國際,38.65,-0.9,31,0,0.26,0.02,0
1271	,6781.TW,AES-KY,1225,9.87,902,0.06,80.6,2.68,3.49
1272	,6803.TW,崑鼎,233,0.43,12,0,2.81,0.02,0.08
1273	,8011.TW,台通,17.55,-0.28,1014,0.83,2.07,11.37,0
1274	,8016.TW,矽創,266.5,1.72,7836,1.79,36.9,24.34,3.12
1275	,8021.TW,尖點,41.55,0.12,2195,0.34,17.28,15.33,0.01
1276	,8024.TW,佑華,27.2,0,436,0.27,7.27,40.47,0
1277	,8027.TW,鈦昇,62.5,0.97,153,0.12,5.33,44.55,0
1278	,8028.TW,昇陽半導體,48.75,-0.41,597,0.12,12.78,13.11,0.2
1279	,8032.TW,光菱,29.75,0.17,61,0.07,1.32,2.69,0
1280	,8034.TW,榮群,15.3,-1.92,220,0.03,1.55,19.49,0
1281	,8039.TW,台虹,47.65,0.42,676,0.09,15.67,7.61,0
1282	,8040.TW,九暘,68.6,0.73,9975,1.8,1.97,27.18,0
1283	,8042.TW,金山電,46.7,0.11,37,0.02,5.01,2.91,0
1284	,8043.TW,蜜望實,26.6,1.14,583,0.06,0.76,8.5,0
1285	,8044.TW,網家,145,4.69,8273,6.8,32.04,28.75,0.6
1286	,8046.TW,南電,490.5,5.37,11418,1.41,17.63,3.52,6.84
1287	,8047.TW,星雲,12.3,0,14,0.01,0.27,6.62,0
1288	,8048.TW,德勝,35.8,0.56,117,0.01,0.97,9.78,0
1289	,8049.TW,晶采,24.05,0,200,0.06,1.74,5.76,0
1290	,8050.TW,廣積,39,-0.38,92,0,2.84,1.23,0
1291	,8054.TW,安國,56.5,7.01,20041,3.18,7.48,49.71,0
1292	,8059.TW,凱碩,11.35,2.25,1054,0,0.88,14.4,0
1293	,8064.TW,東捷,19.75,-0.5,2379,0.11,7.22,18.42,0
1294	,8066.TW,來思達,35.2,0.57,17,0.01,9.99,2.59,0
1295	,8069.TW,元太,91.9,1.1,18200,0.73,34.14,8.58,3.36
1296	,8070.TW,長華*,33.8,1.96,2473,0.05,11.28,5.09,0
1297	,8071.TW,能率網通,13.05,0,317,0,4.93,19.12,0
1298	,8072.TW,陞泰,23.45,0.21,8,0,1.25,1.89,0
1299	,8074.TW,鉅橡,19.6,-0.51,37,0,2.91,9.1,0
1300	,8076.TW,伍豐,32.1,3.22,878,0.01,6.92,10.41,0
1301	,8081.TW,致新,224.5,0.67,665,0.15,27.05,8.85,3.13
1302	,8083.TW,瑞穎,180,0,14,0,0.88,0.81,0
1303	,8086.TW,宏捷科,159.5,0.63,12696,2.49,25.28,19.19,5.26
1304	,8088.TW,品安,21.65,-0.69,197,1.35,9.46,16.8,0
1305	,8089.TW,康全電訊,28,-2.1,372,0.01,4.86,3.73,0
1306	,8091.TW,翔名,70.6,1.73,623,0.02,3.89,11.29,0.47
1307	,8096.TW,擎亞,12.9,1.57,347,0.01,23.66,12.75,0
1308	,8097.TW,常珵,20.8,1.22,192,0.85,0.13,64.66,0
1309	,8099.TW,大世科,41.15,0.12,224,0.09,1.94,34.72,0
1310	,8103.TW,瀚荃,47.9,2.68,8203,2.66,11.13,29.6,0
1311	,8104.TW,錸寶,48.4,0.21,108,0.31,1.3,9.28,0
1312	,8105.TW,凌巨,11.75,0.43,1152,0.03,60.01,9.89,0
1313	,8107.TW,大億金茂,17.5,0.57,16,0.01,2.17,10.47,0.03
1314	,8109.TW,博大,71.5,0.28,16,0,1.81,0.6,0.44
1315	,8110.TW,華東,17.1,-1.16,2201,0.11,5.26,10.35,0.01
1316	,8111.TW,立碁,18.05,-0.82,294,0.38,1.54,11.38,0
1317	,8112.TW,至上,44.85,1.93,6059,0.05,22.3,8.31,0.12
1318	,8114.TW,振樺電,91,0.89,159,0.01,5.88,2.74,0.07
1319	,8131.TW,福懋科,37.85,-0.79,195,0,5.05,0.76,0.01
1320	,8147.TW,正淩,47.55,-0.11,40,0,3.66,8.29,0
1321	,8150.TW,南茂,46.15,-2.02,8905,0.14,54.56,7.36,1.9
1322	,8155.TW,博智,143.5,3.99,1245,1.15,13.33,18.21,9.5
1323	,8163.TW,達方,41.75,-0.36,1258,0,12.14,4.46,0.03
1324	,8171.TW,天宇,51,3.98,1432,3.84,1.69,61.78,0.83
1325	,8182.TW,加高,43,-2.16,525,0.09,52.84,13.58,0
1326	,8183.TW,精星,49.95,2.99,9026,0.62,1.76,17.82,0
1327	,8201.TW,無敵,17.35,0.29,15029,4.52,3.11,18.18,0.06
1328	,8210.TW,勤誠,75.2,-1.05,163,0,7.08,4.1,0.21
1329	,8213.TW,志超,46.9,0.21,1572,0.03,19.9,9.96,0.06
1330	,8215.TW,明基材,39.35,9.61,61709,1.27,9.59,14.59,3.44
1331	,8222.TW,寶一,14.2,-1.39,100,0,0.88,5.33,0
1332	,8234.TW,新漢,23.3,0.22,25,0,2.61,2.47,0
1333	,8240.TW,華宏,28.1,0.9,49,0,5.91,5.78,0
1334	,8249.TW,菱光,27.1,0.18,204,0.01,6.21,2.94,0.02
1335	,8255.TW,朋程,259,6.8,15425,8.29,16.03,21.05,11.21
1336	,8261.TW,富鼎,104.5,10,19126,4.07,15.87,46.29,0
1337	,8271.TW,宇瞻,43.4,0.46,503,0.13,3.83,13.25,0
1338	,8284.TW,三竹,45.2,-0.22,12,0,0.38,0.85,0
1339	,8289.TW,泰藝,31.6,1.44,1244,0.86,10.42,17.61,0
1340	,8299.TW,群聯,390.5,0.64,830,0.69,49.21,13.28,2.32
1341	,8341.TW,日友,199.5,-0.5,39,0,20.01,1.63,0.03
1342	,8342.TW,益張,51,-0.97,3,0,0.36,0.33,0
1343	,8349.TW,恒耀,58.8,0,119,0.02,1.59,1.71,0
1344	,8354.TW,冠好,14.95,1.01,2,0,0.05,1.3,0
1345	,8358.TW,金居,74.7,2.89,8269,1.04,23.41,20.64,11.8
1346	,8367.TW,建新國際,55.1,2.04,836,0.57,2.88,8.83,0
1347	,8374.TW,羅昇,30.25,-0.66,36,0,3,2.62,0
1348	,8383.TW,千附,41.15,-0.12,423,0.05,7.16,3.25,0.22
1349	,8390.TW,金益鼎,33.8,-0.73,215,0.07,17.51,12.63,0
1350	,8401.TW,白紗科,13.85,0.36,55,0.01,0.28,14.27,0
1351	,8403.TW,盛弘,27.15,0.18,122,0.56,1.54,9.88,0
1352	,8404.TW,百和興業-KY,37.45,0.81,177,0.02,57.85,2.85,0
1353	,8406.TW,金可-KY,201.5,5.22,1916,0.11,69.68,8.3,0.56
1354	,8410.TW,森田,34.5,0.88,23,0,0.43,4.88,0
1355	,8411.TW,福貞-KY,15.2,0.33,128,0,62.11,1.94,0
1356	,8415.TW,大國鋼,34.75,-1.42,1577,0.03,9.37,3.63,0
1357	,8418.TW,捷必勝-KY,10.55,0.48,1,0,89.61,0.19,0
1358	,8420.TW,明揚,38.2,0,83,0.02,0.8,7.44,0
1359	,8422.TW,可寧衛,214,-1.15,2719,0.09,28.07,12.54,0.5
1360	,8424.TW,惠普,61.1,0.83,49,0,0.89,0.18,0.1
1361	,8426.TW,紅木-KY,16.6,0,4,0.01,68.6,2.83,0
1362	,8427.TW,基勝-KY,52.9,0.76,51,0,35.49,0.48,0
1363	,8429.TW,金麗-KY,14.45,3.21,2015,0.28,33.53,21.24,0.08
1364	,8431.TW,匯鑽科,59,-0.84,141,0.14,1.66,37.76,0
1365	,8432.TW,東生華,44.6,-1.44,100,0.01,0.62,4.1,0
1366	,8433.TW,弘帆,40.4,0,2,0,0.77,0.99,0.26
1367	,8435.TW,鉅邁,57.5,0.17,28,0,0.42,0.54,0
1368	,8436.TW,大江,225.5,-1.31,670,0.11,42.37,11.67,0.75
1369	,8437.TW,大地-KY,151,0.33,29,0,41.28,0.33,0
1370	,8440.TW,綠電,18,-1.1,8,0,0.71,10.2,0
1371	,8442.TW,威宏-KY,37.5,-0.53,7,0,63.76,1.01,0
1372	,8443.TW,阿瘦,11.75,0,56,0,6.62,1.03,0
1373	,8444.TW,綠河-KY,107.5,6.97,534,0.01,65.7,9.36,0
1374	,8446.TW,華研,88.1,-0.11,27,0,3.49,2.23,0.45
1375	,8450.TW,霹靂,23,-0.22,49,0.02,0.99,12.47,0
1376	,8454.TW,富邦媒,1790,6.23,847,0.09,32.76,0.7,0.6
1377	,8462.TW,柏文,145,1.05,190,0.01,2.13,2.24,0
1378	,8463.TW,潤泰材,33.15,-1.19,65,0,0.25,2.95,0
1379	,8464.TW,億豐,382,-0.26,733,0.04,47.25,5.25,0.54
1380	,8466.TW,美吉吉-KY,53.7,0.19,4,0.01,61.32,1.44,0
1381	,8467.TW,波力-KY,39.8,-0.5,3,0,44.39,0.82,0.01
1382	,8473.TW,山林水,34.1,-1.73,66,0,0.69,1.09,0
1383	,8477.TW,創業家,36.65,0.14,107,0,21.03,0.29,0
1384	,8478.TW,東哥遊艇,81.2,1.88,114,0.04,41.34,5.63,0
1385	,8480.TW,泰昇-KY,105.5,-0.47,6,0,86,0.18,0
1386	,8481.TW,政伸,70,0,16,0,3.92,0.85,0
1387	,8482.TW,商億-KY,71.3,0.42,6,0,90.61,0.88,0
1388	,8488.TW,吉源-KY,15.9,0,16,0,76.6,0.89,0
1389	,8489.TW,三貝德,34.15,0,25,0.01,1.41,11.09,0
1390	,8499.TW,鼎炫-KY,115.5,-0.43,24,0.08,69.76,5.9,0
1391	,8905.TW,裕國,19.7,0.77,172,0.01,0.74,4.68,0
1392	,8906.TW,花王,14.5,0.35,19,0.04,0.5,1.52,0.5
1393	,8908.TW,欣雄,56.7,0.18,94,0,0.04,0.04,0
1394	,8916.TW,光隆,41.9,-0.36,60,0,4.2,0.92,0
1395	,8917.TW,欣泰,89.7,1.59,2,0,1.29,0.01,0
1396	,8923.TW,時報,16.85,0,0,0,4.1,0.28,0
1397	,8924.TW,大田,174,-0.57,1401,2.18,19.41,18.03,5.9
1398	,8926.TW,台汽電,38.25,-0.39,236,0,7.89,0.66,0.1
1399	,8927.TW,北基,33.75,-0.3,136,0.06,0.38,5.52,0
1400	,8928.TW,鉅明,34.35,-0.15,37,0,1.41,3.34,0.61
1401	,8929.TW,富堡,21.65,-4.2,70,0,0.23,3.83,0
1402	,8930.TW,青鋼,14.8,0.34,85,0,2.63,8.66,0
1403	,8931.TW,大汽電,32.9,0.77,23,0,0.12,5.92,0
1404	,8936.TW,國統,21.45,-0.69,274,0,6.2,28.79,0
1405	,8938.TW,明安,79,-1.13,809,0.07,11.75,7.07,0.46
1406	,8941.TW,關中,36.6,-0.95,3,0,1.27,8.11,0
1407	,8942.TW,森鉅,67.6,0,111,0.01,25.41,1.96,0.26
1408	,8996.TW,高力,50.3,0.8,1276,0.31,3.9,21.06,0
1409	,9802.TW,鈺齊-KY,103,0.98,997,0.1,43.11,5.58,2.02
1410	,9902.TW,台火,13.25,-0.38,409,0,1.66,23.35,0
1411	,9904.TW,寶成,34.1,-1.45,6508,0.04,55.54,1.74,0.05
1412	,9905.TW,大華,25.8,-0.19,79,0,3.14,0.26,0.12
1413	,9907.TW,統一實,13,-0.38,1837,0,14.17,2.14,0
1414	,9908.TW,大台北,33.15,-0.15,50,0,2.05,0.05,0
1415	,9910.TW,豐泰,216,-1.37,643,0.01,19.62,0.06,0.61
1416	,9911.TW,櫻花,70,-1.27,221,0,23.63,1.42,0.03
1417	,9914.TW,美利達,289,0.52,1093,0.03,47.65,0.4,2.25
1418	,9917.TW,中保科,100.5,0,223,0,40.94,0.02,0.24
1419	,9918.TW,欣天然,43.5,-0.57,46,0,2.23,0.17,0
1420	,9919.TW,康那香,22.05,-0.68,490,3.43,3.95,9.43,0.03
1421	,9921.TW,巨大,322.5,-0.46,975,0.02,54.56,0.38,0.19
1422	,9924.TW,福興,40.45,-1.34,306,0,12.95,1.96,0.09
1423	,9925.TW,新保,38.6,0,59,0,17.41,0.02,0
1424	,9926.TW,新海,48.25,-0.52,5,0,0.32,0.02,0
1425	,9927.TW,泰銘,32.85,0.92,210,0,14.58,2.76,0.02
1426	,9929.TW,秋雨,9.57,0.74,37,0,7.61,6.9,0
1427	,9930.TW,中聯資源,45.05,-0.99,63,0,2.24,0.06,0
1428	,9931.TW,欣高,39.8,-0.87,2,0,0.62,0.06,0
1429	,9933.TW,中鼎,36.45,-0.41,481,0,15.99,0.96,0.05
1430	,9934.TW,成霖,15.4,-0.32,223,0,17.95,4.37,0
1431	,9935.TW,慶豐富,20.05,0,104,0,4.6,5.59,0
1432	,9937.TW,全國,48.1,-0.72,20,0,2.94,0.23,0
1433	,9938.TW,百和,86.4,1.77,1041,0.01,34.31,3.24,1.09
1434	,9939.TW,宏全,65.1,0.93,1550,0.01,31.39,2.74,0.18
1435	,9940.TW,信義,33.3,-0.6,361,0.01,6.01,0.35,0
1436	,9941.TW,裕融,168.5,-0.3,656,0.01,6.4,0.53,0.15
1437	,9942.TW,茂順,87.5,-0.57,109,0.01,3.98,3.99,0
1438	,9943.TW,好樂迪,62.2,-0.96,623,0.01,1.18,0.86,0
1439	,9944.TW,新麗,22.2,1.37,214,0,1.96,23.23,0
1440	,9945.TW,潤泰新,70.9,1.43,15578,1.51,15.04,2.81,0.14
1441	,9946.TW,三發地產,15.2,-0.33,81,0,2.7,0.52,0
