符合條件商品
資料日期：2023年  1月  3日
策略,	00周KDSAR
序號,	代碼,	商品,	成交,	漲幅%,	總量,	k15,	SAR
執行時間：2023-01-03 23:26 符合檔數(1766)
1479	,6616.TW,特昇-KY,13.8,0.73,19,4,2
1480	,6624.TW,萬年清,41.65,2.33,2,0,2
1481	,6625.TW,必應,41.1,0,313,0,2
1482	,6629.TW,泰金-KY,46.5,-0.21,1,0,1
1483	,6640.TW,均華,87.9,0,0,0,1
1484	,6641.TW,基士德-KY,53.3,0.57,6,7,2
1485	,6642.TW,富致,45,0.56,9,7,2
1486	,6643.TW,M31,480,5.03,2842,0,2
1487	,6649.TW,台生材,34.95,0.72,27,0,2
1488	,6651.TW,全宇昕,66.6,0.91,33,6,2
1489	,6654.TW,天正國際,48.95,2.41,1,10,2
1490	,6655.TW,科定,128,-1.16,18,0,1
1491	,6661.TW,威健生技,21.7,-2.25,1,0,1
1492	,6662.TW,樂斯科,29.6,-0.84,5,7,2
1493	,6664.TW,群翊,98.1,-0.1,72,0,2
1494	,6666.TW,羅麗芬-KY,79.7,0.89,328,0,2
1495	,6667.TW,信紘科,59.6,1.19,61,4,1
1496	,6668.TW,中揚光,38.1,0.26,91,2,2
1497	,6669.TW,緯穎,810,1.63,350,2,2
1498	,6670.TW,復盛應用,204.5,-2.85,614,1,2
1499	,6671.TW,三能-KY,37.5,1.08,3,2,2
1500	,6672.TW,騰輝電子-KY,74.8,-0.66,362,10,2
1501	,6674.TW,鋐寶科技,26.3,2.33,25,0,2
1502	,6679.TW,鈺太,236.5,1.07,966,8,2
1503	,6680.TW,鑫創電子,63.9,0.16,3,0,2
1504	,6683.TW,雍智科技,182,1.39,32,3,2
1505	,6684.TW,安格,44.5,-0.22,21,18,1
1506	,6689.TW,伊雲谷,90.7,9.94,599,33,2
1507	,6690.TW,安碁資訊,114.5,0.88,6,7,1
1508	,6691.TW,洋基工程,202,1.51,196,0,2
1509	,6693.TW,廣閎科,60.2,-0.5,51,13,1
1510	,6695.TW,芯鼎,39.5,-1.25,170,40,1
1511	,6697.TW,東捷資訊,36.2,-3.21,2,0,2
1512	,6698.TW,旭暉應材,28.1,0.36,15,6,1
1513	,6703.TW,軒郁,97.3,-1.02,41,4,2
1514	,6706.TW,惠特,89.2,1.36,218,16,2
1515	,6712.TW,長聖,224,1.59,1817,2,1
1516	,6715.TW,嘉基,127.5,2.82,144,0,2
1517	,6716.TW,應廣,78.1,-0.51,4,10,2
1518	,6719.TW,力智,241,1.69,645,14,1
1519	,6721.TW,信實,42.65,-0.12,6,27,2
1520	,6727.TW,亞泰金屬,67.7,0.89,14,0,1
1521	,6728.TW,上洋,120,0,9,7,2
1522	,6732.TW,昇佳電子,219.5,2.81,39,10,2
1523	,6733.TW,博晟生醫,21.5,-1.38,83,6,2
1524	,6735.TW,美達科技,54.5,0,1,18,2
1525	,6741.TW,91APP*-KY,110,5.77,3378,8,2
1526	,6743.TW,安普新,35.95,0,39,16,2
1527	,6747.TW,亨泰光,187.5,0.54,18,8,2
1528	,6751.TW,智聯服務,43.4,1.17,4,3,1
1529	,6752.TW,叡揚,61,1.67,17,3,2
1530	,6754.TW,匯僑設計,46.1,-0.32,110,0,1
1531	,6756.TW,威鋒電子,187,3.31,335,10,2
1532	,6761.TW,穩得,86.4,2.37,4,12,2
1533	,6762.TW,達亞,230,0,0,3,2
1534	,6763.TW,綠界科技,388,0.26,29,15,2
1535	,6767.TW,台微醫,31,-0.64,14,9,2
1536	,6768.TW,志強-KY,71.3,-0.28,246,0,1
1537	,6770.TW,力積電,32.35,1.57,13002,9,2
1538	,6776.TW,展碁國際,38.85,-0.13,11,0,2
1539	,6781.TW,AES-KY,658,2.33,458,10,2
1540	,6788.TW,華景電,92.9,1.09,180,4,1
1541	,6789.TW,采鈺,195.5,1.03,340,28,2
1542	,6790.TW,永豐實,34.95,0,21,11,2
1543	,6792.TW,詠業,67.9,2.72,68,9,1
1544	,6796.TW,晉弘,71.9,0.42,38,20,1
1545	,6799.TW,來頡,93.2,0.11,23,16,1
1546	,6803.TW,崑鼎,248,0.4,27,0,1
1547	,6804.TW,明係,53.8,-0.74,22,9,2
1548	,6806.TW,森崴能源,90.4,6.48,10599,16,2
1549	,6807.TW,峰源-KY,24.9,-0.2,5,15,2
1550	,6811.TW,宏碁資訊,137.5,1.1,27,28,2
1551	,6823.TW,濾能,93.1,0.98,2,24,2
1552	,6829.TW,千附精密,72.1,-1.77,89,6,1
1553	,6830.TW,汎銓,101,4.02,126,31,2
1554	,6834.TW,天二科技,24.55,-0.61,11,31,2
1555	,6835.TW,圓裕,39.25,-0.51,39,41,1
1556	,6854.TW,錼創科技-KY創,95.4,-4.22,46,29,2
1557	,6855.TW,數泓科,70,0.29,15,36,1
1558	,7402.TW,邑錡,36.15,-0.14,17,3,1
1559	,7556.TW,意德士,100,1.01,1,2,2
1560	,8011.TW,台通,14.15,0.35,175,0,1
1561	,8016.TW,矽創,185.5,4.51,2294,4,2
1562	,8021.TW,尖點,30.8,0.16,185,0,2
1563	,8024.TW,佑華,21.2,0,62,0,2
1564	,8027.TW,鈦昇,50.1,-0.99,155,2,1
1565	,8028.TW,昇陽半導體,57,1.24,1225,0,2
1566	,8032.TW,光菱,29.3,-0.34,2,2,1
1567	,8033.TW,雷虎,42.15,-1.4,2503,0,2
1568	,8034.TW,榮群,15,0.33,86,0,2
1569	,8038.TW,長園科,38.25,1.73,152,0,2
1570	,8039.TW,台虹,40.85,-0.85,41,0,1
1571	,8040.TW,九暘,53.2,1.33,381,0,1
1572	,8042.TW,金山電,35.2,-0.42,13,0,1
1573	,8043.TW,蜜望實,26.2,-1.32,311,1,2
1574	,8044.TW,網家,54,1.5,1025,7,2
1575	,8046.TW,南電,233,2.64,6385,18,2
1576	,8047.TW,星雲,12.35,-0.4,0,0,2
1577	,8048.TW,德勝,32.7,0.93,33,2,2
1578	,8049.TW,晶采,29.95,-0.17,507,0,2
1579	,8050.TW,廣積,78.9,2.07,2692,0,2
1580	,8054.TW,安國,31.25,4.17,357,5,1
1581	,8059.TW,凱碩,9.73,-2.6,7,0,1
1582	,8064.TW,東捷,17.25,4.23,380,1,2
1583	,8066.TW,來思達,28.3,2.54,67,4,1
1584	,8067.TW,志旭,8.93,1.13,1,0,2
1585	,8068.TW,全達,24.8,-1,30,8,1
1586	,8069.TW,元太,170.5,5.9,20316,0,1
1587	,8070.TW,長華*,30.15,-0.5,164,0,1
1588	,8071.TW,能率網通,14.6,-1.02,69,5,2
1589	,8072.TW,陞泰,25.75,1.18,271,2,1
1590	,8074.TW,鉅橡,19.1,0.26,11,3,2
1591	,8076.TW,伍豐,27.9,-0.18,451,4,2
1592	,8077.TW,洛碁,7.77,0,0,2,1
1593	,8080.TW,永利聯合,11.35,-0.44,25,4,2
1594	,8081.TW,致新,149.5,4.91,900,0,2
1595	,8083.TW,瑞穎,165.5,0,40,0,2
1596	,8084.TW,巨虹,107.5,5.39,441,0,1
1597	,8085.TW,福華,19.9,1.02,19,0,1
1598	,8086.TW,宏捷科,69.1,1.47,648,3,2
1599	,8087.TW,華鎂鑫,25.3,-0.39,13,6,2
1600	,8088.TW,品安,23.8,1.49,265,1,2
1601	,8089.TW,康全電訊,23.05,0.66,24,1,1
1602	,8091.TW,翔名,86.6,0.23,364,0,2
1603	,8092.TW,建暐,12.35,0.82,33,0,2
1604	,8093.TW,保銳,10.85,-0.46,16,0,1
1605	,8096.TW,擎亞,11.75,-0.42,205,1,2
1606	,8097.TW,常珵,58.3,-3.16,647,1,1
1607	,8099.TW,大世科,39.15,0.13,28,3,2
1608	,8101.TW,華冠,5.95,-1.82,18,1,2
1609	,8103.TW,瀚荃,30.9,-0.32,22,7,1
1610	,8104.TW,錸寶,34.5,0.88,50,9,2
1611	,8105.TW,凌巨,12.35,1.23,388,0,2
1612	,8107.TW,大億金茂,16.4,-0.91,145,8,1
1613	,8109.TW,博大,86.7,0.35,71,0,2
1614	,8110.TW,華東,11.35,0,399,0,2
1615	,8111.TW,立碁,15.2,0,84,0,2
1616	,8112.TW,至上,35.8,0,610,1,2
1617	,8114.TW,振樺電,112.5,4.17,630,3,1
1618	,8121.TW,越峰,24.1,0.63,301,2,2
1619	,8131.TW,福懋科,38.3,0,197,0,2
1620	,8147.TW,正淩,62.7,4.33,249,4,1
1621	,8150.TW,南茂,33.7,0.6,2796,0,2
1622	,8155.TW,博智,103,1.48,334,4,2
1623	,8163.TW,達方,38,0.53,130,2,1
1624	,8171.TW,天宇,53.3,9.56,11653,3,2
1625	,8176.TW,智捷,10,0,31,1,1
1626	,8182.TW,加高,30.8,-0.32,12,4,1
1627	,8183.TW,精星,53.2,0.76,305,0,1
1628	,8201.TW,無敵,10.15,-0.49,28,6,1
1629	,8210.TW,勤誠,72.6,0.28,94,0,2
1630	,8213.TW,志超,36.15,-0.14,138,1,2
1631	,8215.TW,明基材,32,0.47,446,0,2
1632	,8222.TW,寶一,26.3,1.15,3804,1,2
1633	,8234.TW,新漢,33.2,1.37,397,2,2
1634	,8240.TW,華宏,28.8,0,48,0,2
1635	,8249.TW,菱光,27.4,-0.72,89,0,2
1636	,8255.TW,朋程,165,0.92,605,2,2
1637	,8261.TW,富鼎,104.5,0.48,1044,0,2
1638	,8271.TW,宇瞻,41.3,-0.24,92,0,2
1639	,8277.TW,商丞,8.1,0,65,4,1
1640	,8279.TW,生展,164.5,1.54,32,1,2
1641	,8284.TW,三竹,55.8,0.36,16,0,2
1642	,8289.TW,泰藝,35.65,0.14,138,1,2
1643	,8291.TW,尚茂,6,0,0,0,1
1644	,8299.TW,群聯,325,3.17,1322,9,2
1645	,8341.TW,日友,174,0.58,1243,18,2
1646	,8342.TW,益張,54.9,-0.18,22,0,1
1647	,8349.TW,恒耀,55.3,-1.78,309,0,1
1648	,8354.TW,冠好,14.15,0,10,0,1
1649	,8358.TW,金居,51.9,3.8,1563,11,2
1650	,8367.TW,建新國際,38.75,2.11,165,14,2
1651	,8374.TW,羅昇,29.85,0.67,46,4,2
1652	,8383.TW,千附,37.95,0.53,42,2,2
1653	,8390.TW,金益鼎,35.8,-0.14,168,2,2
1654	,8401.TW,白紗科,21,3.19,236,4,1
1655	,8403.TW,盛弘,33.2,-1.78,520,3,2
1656	,8404.TW,百和興業-KY,26.2,-1.13,54,4,2
1657	,8409.TW,商之器,19.25,1.58,72,1,2
1658	,8410.TW,森田,29.65,0.68,5,0,1
1659	,8411.TW,福貞-KY,13.5,0,109,7,2
1660	,8415.TW,大國鋼,38.2,0.79,333,4,2
1661	,8416.TW,實威,115.5,-0.43,2,1,2
1662	,8418.TW,捷必勝-KY,9.73,0.1,3,4,1
1663	,8420.TW,明揚,75.5,-0.66,154,0,1
1664	,8421.TW,旭源,15,0.67,54,2,1
1665	,8422.TW,可寧衛,182,1.11,296,4,2
1666	,8423.TW,保綠-KY,19,4.11,5,4,2
1667	,8424.TW,惠普,65.2,-1.36,1,3,1
1668	,8426.TW,紅木-KY,28,-0.53,11,3,1
1669	,8429.TW,金麗-KY,10.7,-2.73,653,1,2
1670	,8431.TW,匯鑽科,52,0,61,1,1
1671	,8432.TW,東生華,47.1,-0.95,37,2,2
1672	,8433.TW,弘帆,61.9,0,15,1,2
1673	,8435.TW,鉅邁,59.2,0.34,17,2,1
1674	,8436.TW,大江,176.5,3.22,2693,5,2
1675	,8437.TW,大地-KY,100.5,-0.5,6,15,2
1676	,8438.TW,昶昕,24.25,-0.21,16,17,1
1677	,8440.TW,綠電,44.8,2.63,2105,13,2
1678	,8442.TW,威宏-KY,78.6,-1.5,122,0,2
1679	,8443.TW,阿瘦,11.05,1.38,30,0,1
1680	,8444.TW,綠河-KY,39.5,1.02,8,15,1
1681	,8446.TW,華研,81.5,0.49,33,5,2
1682	,8450.TW,霹靂,27.6,0,84,8,2
1683	,8454.TW,富邦媒,659,2.65,461,6,2
1684	,8455.TW,大拓-KY,22.25,3.49,2,4,2
1685	,8462.TW,柏文,120,0.84,14,0,2
1686	,8463.TW,潤泰材,23.7,-0.21,41,8,2
1687	,8464.TW,億豐,293.5,-0.34,238,2,2
1688	,8466.TW,美吉吉-KY,40.9,-0.73,29,0,2
1689	,8467.TW,波力-KY,57.3,1.96,21,0,2
1690	,8472.TW,夠麻吉,42,0,0,0,2
1691	,8473.TW,山林水,27.5,0,7,14,1
1692	,8476.TW,台境,61,4.1,839,2,2
1693	,8477.TW,創業家,17.6,0,38,21,1
1694	,8478.TW,東哥遊艇,305,4.63,2761,0,2
1695	,8481.TW,政伸,57.5,3.23,4,0,2
1696	,8482.TW,商億-KY,69.8,-0.43,4,0,2
1697	,8488.TW,吉源-KY,14.9,-0.67,0,1,2
1698	,8489.TW,三貝德,22.75,0.22,19,9,2
1699	,8499.TW,鼎炫-KY,99.7,-0.1,14,0,1
1700	,8905.TW,裕國,22.2,0.91,42,8,2
1701	,8906.TW,花王,18.9,-0.53,11,0,1
1702	,8908.TW,欣雄,66.7,-0.45,46,7,2
1703	,8916.TW,光隆,51.9,-0.95,390,0,1
1704	,8917.TW,欣泰,90.2,0.22,6,0,1
1705	,8921.TW,沈氏,15,1.35,3,0,2
1706	,8923.TW,時報,21.65,3.1,8,3,2
1707	,8924.TW,大田,118,0.43,74,2,2
1708	,8926.TW,台汽電,32.55,0.31,274,6,2
1709	,8927.TW,北基,35.45,-1.8,214,0,1
1710	,8928.TW,鉅明,39.1,1.56,49,5,2
1711	,8929.TW,富堡,20.15,-1.23,11,2,2
1712	,8930.TW,青鋼,16.75,1.52,91,2,2
1713	,8931.TW,大汽電,43.5,4.57,300,7,2
1714	,8932.TW,宏大,42.4,-3.75,1120,0,1
1715	,8933.TW,愛地雅,16.6,0.61,6920,4,1
1716	,8935.TW,邦泰,12.15,-9.67,607,0,2
1717	,8936.TW,國統,21.5,0.94,587,3,2
1718	,8937.TW,合騏,15,1.35,31,0,2
1719	,8938.TW,明安,95.8,0.95,781,0,1
1720	,8940.TW,新天地,16.75,0.3,114,0,2
1721	,8941.TW,關中,55.9,-0.18,14,0,2
1722	,8942.TW,森鉅,59.4,0.51,56,3,2
1723	,8996.TW,高力,193.5,2.93,24111,0,2
1724	,9802.TW,鈺齊-KY,137,-9.87,6606,0,1
1725	,9902.TW,台火,12.4,-1.2,92,0,2
1726	,9904.TW,寶成,33.5,-2.05,7223,0,2
1727	,9905.TW,大華,24.2,-0.62,47,0,1
1728	,9906.TW,欣巴巴,46.8,-0.85,26,0,2
1729	,9907.TW,統一實,16.95,-0.59,1325,1,1
1730	,9908.TW,大台北,30.95,-0.64,83,10,2
1731	,9910.TW,豐泰,204,-1.21,950,0,2
1732	,9911.TW,櫻花,62,-0.16,67,0,2
1733	,9912.TW,偉聯,9.19,0.44,23,2,1
1734	,9914.TW,美利達,171,2.4,404,6,1
1735	,9917.TW,中保科,98.8,-1.2,198,2,2
1736	,9918.TW,欣天然,42.1,0.48,1,3,2
1737	,9919.TW,康那香,18,-2.44,3130,10,2
1738	,9921.TW,巨大,200,-0.25,987,2,1
1739	,9924.TW,福興,41.2,0.49,54,1,1
1740	,9925.TW,新保,39.25,0.38,71,0,2
1741	,9926.TW,新海,51.6,0,0,0,1
1742	,9927.TW,泰銘,37.8,0.27,58,3,2
1743	,9928.TW,中視,17.35,0,35,1,1
1744	,9929.TW,秋雨,8.52,-2.07,38,2,1
1745	,9930.TW,中聯資源,45.95,-0.11,31,0,2
1746	,9931.TW,欣高,39.3,-1.5,6,5,2
1747	,9933.TW,中鼎,42.1,0.6,1412,0,1
1748	,9934.TW,成霖,13.1,-1.13,94,5,2
1749	,9935.TW,慶豐富,17.6,0.57,204,0,1
1750	,9937.TW,全國,51.8,0.58,44,0,2
1751	,9938.TW,百和,57.3,0.88,595,3,2
1752	,9939.TW,宏全,86.4,-0.69,734,0,2
1753	,9940.TW,信義,26.9,0,111,0,1
1754	,9941.TW,裕融,156,0.32,392,11,2
1755	,9942.TW,茂順,105,-0.47,198,0,1
1756	,9943.TW,好樂迪,61.6,-0.96,13,0,2
1757	,9944.TW,新麗,20.3,-0.73,73,0,2
1758	,9945.TW,潤泰新,43.55,0.69,5628,0,1
1759	,9946.TW,三發地產,12.15,-0.41,10,0,2
1760	,9949.TW,琉園,19.3,-7.66,156,0,2
1761	,9950.TW,萬國通,10.95,0,0,0,1
1762	,9951.TW,皇田,64.4,-1.08,33,6,2
1763	,9955.TW,佳龍,20.4,3.03,252,13,2
1764	,9958.TW,世紀鋼,90.9,2.6,3192,6,2
1765	,9960.TW,邁達康,25.6,-3.94,208,0,2
1766	,9962.TW,有益,17.5,2.34,960,6,2
