符合條件商品
資料日期：2023年  1月  3日
策略,	05基本資料B
序號,	代碼,	商品,	成交,	漲幅%,	總量,	跌幅,	周K,	月均量,	等分坐標低檔
執行時間：2023-01-03 23:29 符合檔數(1732)
1062	,5007.TW,三星,50.7,0,48,-14.07,12.85,23.95,低
1063	,5009.TW,榮剛,36.4,-2.02,14053,-4.46,84.98,17541.45,高
1064	,5011.TW,久陽,24.6,-0.61,172,-44.72,74.27,644.25,低
1065	,5013.TW,強新,35.2,0,0,-16.69,29.03,6.9,中
1066	,5014.TW,建錩,18.3,-1.35,1505,-25.91,82.84,5675.75,中
1067	,5015.TW,華祺,57.1,-0.35,171,-24.87,17.13,924.3,中
1068	,5016.TW,松和,29,-1.02,1,-30.29,34.05,8.05,低
1069	,5201.TW,凱衛,27.1,-2.34,21,-18.62,21.01,16.65,低
1070	,5202.TW,力新,15.45,-9.91,408,-30.41,39.12,52.35,低
1071	,5203.TW,訊連,83.1,0.24,21,-28.05,16.6,100.25,低
1072	,5205.TW,中茂,45,0.9,13,-11.24,78.91,13.5,高
1073	,5206.TW,坤悅,15.95,-1.85,105,-5.62,73.42,190.4,高
1074	,5209.TW,新鼎,78.7,0.13,24,-6.31,89.78,16.6,高
1075	,5210.TW,寶碩,14.8,-1.66,21,-51.48,19.65,131.15,低
1076	,5211.TW,蒙恬,19.05,-0.26,44,-22.87,54.19,94.6,中
1077	,5212.TW,凌網,37.15,0.68,68,-29.24,53.95,36.85,低
1078	,5213.TW,亞昕,21.9,-1.13,86,-13.27,39.26,107,低
1079	,5215.TW,科嘉-KY,44.45,-0.22,27,-41.28,17.86,122.2,低
1080	,5220.TW,萬達光電,28.2,0,5,-24.8,26.4,24.8,低
1081	,5222.TW,全訊,138.5,-0.36,151,-23.9,48.85,541.1,中
1082	,5223.TW,安力-KY,38.7,0.13,7,-31.14,50.47,15.45,低
1083	,5225.TW,東科-KY,35.75,-0.42,508,-17.82,35.18,1431.7,中
1084	,5227.TW,立凱-KY,70.8,6.95,1119,-22.88,36.56,503.95,中
1085	,5230.TW,雷笛克光學,23.05,0,24,-23.93,56.2,87.15,低
1086	,5234.TW,達興材料,65.2,0.31,58,-50.98,49.66,158.6,低
1087	,5236.TW,凌陽創新,67.7,-0.73,21,-53.47,47.73,84.45,低
1088	,5243.TW,乙盛-KY,57.7,0.35,276,-19.97,21.22,1076.95,低
1089	,5244.TW,弘凱,26.95,1.7,10,-41.03,57.05,161.1,低
1090	,5245.TW,智晶,51.8,1.17,265,-40.39,23.56,158.8,低
1091	,5251.TW,天鉞電,24.15,1.26,274,-24.53,28.57,800.15,中
1092	,5258.TW,虹堡,64.3,2.06,1544,-25.32,49.12,4932,中
1093	,5263.TW,智崴,126,-1.95,419,-5.26,73.94,598.05,高
1094	,5269.TW,祥碩,714,6.57,812,-65.42,57.06,730.05,低
1095	,5272.TW,笙科,25.75,-1.15,105,-47.02,52.38,461.75,低
1096	,5274.TW,信驊,1740,3.26,300,-48.52,31.61,402.45,低
1097	,5276.TW,達輝-KY,14.55,0,0,-13.13,85.54,2.55,中
1098	,5278.TW,尚凡,187,-3.11,47,-33.69,79.8,127.15,低
1099	,5281.TW,大峽谷-KY,15.8,-2.47,4,-32.04,43.41,8.55,低
1100	,5283.TW,禾聯碩,105.5,-0.47,44,-16.27,79.01,50.85,中
1101	,5284.TW,jpp-KY,69.5,2.96,1085,-5.18,80.32,3403.8,高
1102	,5285.TW,界霖,60.4,0.33,55,-44.59,20.94,149,低
1103	,5287.TW,數字,189,-0.53,9,-20.25,49.18,34.1,低
1104	,5288.TW,豐祥-KY,165,0.61,138,-13.61,34.58,149.65,中
1105	,5289.TW,宜鼎,184,-0.81,35,-18.22,59.75,156.9,中
1106	,5291.TW,邑昇,31.75,0,14,-29.99,17.2,76.55,低
1107	,5299.TW,杰力,112.5,1.81,96,-43.04,56.89,169.15,低
1108	,5301.TW,寶得利,11.2,0,2,-33.73,76.03,29.8,中
1109	,5302.TW,太欣,8.23,-1.08,27,-41.21,31.23,57.85,低
1110	,5306.TW,桂盟,142.5,1.79,74,-28.93,32.42,192.8,低
1111	,5309.TW,系統電,39,1.83,953,-21.05,32.92,3261.6,低
1112	,5310.TW,天剛,27.55,-0.18,1,-21.06,35.82,8.75,低
1113	,5312.TW,寶島科,58.1,0.17,15,-9.36,74.64,18.4,低
1114	,5314.TW,世紀,16.65,-0.89,9,-20.33,75.86,21.2,高
1115	,5315.TW,光聯,18.1,0.28,61,-3.47,75.46,223.45,高
1116	,5321.TW,美而快,63.3,0.48,90,-60.19,22.85,179.2,低
1117	,5324.TW,士開,8.4,0,5,-13.04,36.98,14.95,低
1118	,5328.TW,華容,10.1,0,40,-29.37,71.88,156.15,低
1119	,5340.TW,建榮,27.55,9.98,658,-25.14,58.86,73.5,中
1120	,5344.TW,立衛,17.8,-0.56,170,-37.43,48.41,179.35,中
1121	,5345.TW,天揚,6.55,1.55,14,-6.43,61.41,26.1,高
1122	,5347.TW,世界,80,3.23,2531,-40.96,58.11,5515.35,低
1123	,5348.TW,系通,8.41,-8.69,0,-29.03,16.99,7.55,低
1124	,5351.TW,鈺創,40.85,3.42,3626,-55.01,51.35,4890.7,低
1125	,5353.TW,台林,28.2,2.92,430,-35.76,16.7,771.45,中
1126	,5355.TW,佳總,6.15,-0.32,28,-13.5,77.41,73.65,中
1127	,5356.TW,協益,20.65,0,5,-25.85,57.58,45.4,低
1128	,5364.TW,力麗店,23.35,0.21,34,-14,52.23,18.35,中
1129	,5371.TW,中光電,57,0.18,1348,-24.1,66.88,2290.15,中
1130	,5381.TW,合正,6.07,1.17,38,-5.01,64.71,31.85,高
1131	,5383.TW,金利,25.75,0.59,30,-40.05,43.54,15.3,低
1132	,5386.TW,青雲,36.4,4.6,2364,-23.53,46.8,1110.4,中
1133	,5388.TW,中磊,76.7,0.52,852,-28.65,28.7,2840.6,低
1134	,5392.TW,能率,20,-1.96,218,-22.63,52.96,506.05,低
1135	,5398.TW,慕康生醫,16.5,0.61,9,-24.66,15.32,23.55,低
1136	,5403.TW,中菲,68.2,-0.15,22,-8.58,84.02,47.15,中
1137	,5410.TW,國眾,33,0.92,203,-14.06,54.01,968.5,中
1138	,5425.TW,台半,75.3,1.48,2749,-24.55,32.95,6230.85,中
1139	,5426.TW,振發,13.45,1.51,335,-22.7,35.25,604.05,中
1140	,5432.TW,新門,27.5,0.73,1,-43.88,16.43,13.2,低
1141	,5434.TW,崇越,163.5,-0.3,200,-11.86,61.81,317.35,中
1142	,5438.TW,東友,16.6,-0.9,16,-9.29,69.19,9.7,高
1143	,5439.TW,高技,47,0.11,152,-19.1,78.69,109.95,中
1144	,5443.TW,均豪,28,1.45,294,-18.37,49.41,1449.7,中
1145	,5450.TW,南良,18,0,49,-16.28,42.48,56.85,中
1146	,5452.TW,佶優,14.35,0,38,-39.96,52.07,87.4,低
1147	,5455.TW,昇益,28.15,0.72,2,-23.09,16.44,1.65,低
1148	,5457.TW,宣德,49,1.45,756,-34.4,27.21,716.95,低
1149	,5460.TW,同協,10.95,-0.45,7,-13.44,33.77,39.85,低
1150	,5464.TW,霖宏,26.1,-1.14,174,-17.67,76.69,234.6,中
1151	,5465.TW,富驊,19.55,0.51,72,-6.46,69.34,266.55,高
1152	,5468.TW,凱鈺,16.9,0.6,32,-61.98,24.38,46.75,低
1153	,5469.TW,瀚宇博,31.65,0,322,-30.29,42.88,757.9,低
1154	,5471.TW,松翰,50.5,0.8,233,-46.22,38.97,1650.75,低
1155	,5474.TW,聰泰,72.6,0.41,22,-44.15,61.99,19.2,低
1156	,5475.TW,德宏,10.1,1,108,-66.22,22.57,276.6,低
1157	,5478.TW,智冠,80.5,0.88,169,-17.01,73.35,232.35,中
1158	,5481.TW,新華,12.15,0,43,-11.31,23.21,44.95,中
1159	,5483.TW,中美晶,145.5,4.3,3725,-28.68,54.89,3228.75,中
1160	,5484.TW,慧友,13.8,0,4,-17.61,65.41,29.65,中
1161	,5487.TW,通泰,25.2,0,5,-26.53,39.24,1.85,低
1162	,5488.TW,松普,9.61,1.16,109,-21.23,11.14,284.2,中
1163	,5489.TW,彩富,36.25,-0.55,51,-17.24,26.1,76.95,中
1164	,5490.TW,同亨,22,0,19,-24.14,32.6,36.65,低
1165	,5493.TW,三聯,50.2,-0.4,6,-16.19,59.56,24.85,中
1166	,5498.TW,凱崴,10.8,1.89,1044,-25,52.72,1225,中
1167	,5508.TW,永信建,55,0.92,62,-30.03,11.81,84.85,低
1168	,5511.TW,德昌,29.85,-0.5,51,-5.54,35.82,32.85,中
1169	,5512.TW,力麒,8.6,-0.12,284,-9.66,56.2,362.35,低
1170	,5514.TW,三豐,17.65,-0.84,3,-18.1,29.36,22.1,中
1171	,5515.TW,建國,11.25,-1.32,44,-21.88,51.63,62.45,低
1172	,5516.TW,雙喜,18.5,1.37,81,-15.91,61.4,72.6,中
1173	,5519.TW,隆大,22.3,-0.45,222,-12.03,76.99,141.65,中
1174	,5520.TW,力泰,55.1,0,1,-13.23,59.88,1.45,低
1175	,5521.TW,工信,6.74,-0.15,268,-21.35,79.55,397.85,低
1176	,5522.TW,遠雄,56.6,-0.35,381,-18.44,64.89,1777.1,低
1177	,5523.TW,豐謙,24.95,0.6,23,-15.99,62.62,26.85,低
1178	,5525.TW,順天,24.55,-0.81,62,-11.69,54.4,56.6,中
1179	,5529.TW,鉅陞,12.8,-0.78,13,-28.89,27.4,54,低
1180	,5530.TW,龍巖,38.4,-1.66,305,-25.87,57.5,558.65,低
1181	,5531.TW,鄉林,9.23,-1.07,223,-20.09,31.92,161.85,低
1182	,5533.TW,皇鼎,17.4,-0.85,87,-20.55,54.15,73.25,低
1183	,5534.TW,長虹,73.3,-0.54,102,-7.22,72.84,188.6,中
1184	,5536.TW,聖暉*,101,-0.49,161,-56.93,53.55,331.5,低
1185	,5538.TW,東明-KY,42.65,0.35,9,-37.19,40.01,21.5,低
1186	,5543.TW,桓鼎-KY,52.2,-1.14,2,-16.21,39.18,4.35,低
1187	,5546.TW,永固-KY,46.8,-1.47,5,-28.33,57.42,30.2,低
1188	,5601.TW,台聯櫃,36,0,2,-20.88,73.41,3.45,低
1189	,5603.TW,陸海,21.65,-0.23,155,-62.67,52.03,478.35,低
1190	,5604.TW,中連,52.2,0,7,-37.11,76.54,14,低
1191	,5607.TW,遠雄港,51.5,-1.53,445,-23.59,21.75,527.65,中
1192	,5608.TW,四維航,25,-0.4,2763,-51.83,56.44,12494.15,低
1193	,5609.TW,中菲行,70.3,0.72,77,-39.13,66.39,271.4,低
1194	,5701.TW,劍湖山,2.99,1.7,346,-16.25,55.6,170.1,低
1195	,5703.TW,亞都,19.55,-2.25,90,-29.55,47.12,88.3,中
1196	,5704.TW,老爺知,51,-1.73,314,-11.76,68.83,934.55,高
1197	,5706.TW,鳳凰,61.9,0.81,827,-23.58,68.2,3658.65,中
1198	,5864.TW,致和證,10.3,0.49,25,-40.8,69.53,55.4,低
1199	,5871.TW,中租-KY,217,0,2584,-20.37,91.64,4973.85,中
1200	,5876.TW,上海商銀,44.25,0.45,3022,-19.25,21.15,5128.95,低
1201	,5878.TW,台名,47.8,0,3,-5.35,45.5,1.95,中
1202	,5880.TW,合庫金,25.9,-0.38,5069,-17.78,58.43,8384.65,低
1203	,5902.TW,德記,33.95,0.44,8,-22.49,31.6,59.15,中
1204	,5903.TW,全家,203.5,-0.73,45,-15.91,63.93,108.95,高
1205	,5904.TW,寶雅,488.5,-1.81,387,-2.88,73.2,690.15,高
1206	,5905.TW,南仁湖,11.9,-1.24,854,-25.62,54.56,871.65,低
1207	,5906.TW,台南-KY,30.2,-0.17,0,-22.96,40.69,4.35,低
1208	,5907.TW,大洋-KY,17.05,-1.16,447,-10.73,68.46,1147.8,中
1209	,6005.TW,群益證,10.75,-0.92,902,-35.82,52.17,2067.5,低
1210	,6015.TW,宏遠證,8.72,-0.57,354,-49.01,19.75,1429.85,低
1211	,6016.TW,康和證,9.63,-0.52,159,-37.26,39.82,326.25,低
1212	,6020.TW,大展證,18.6,0,15,-23.93,36.75,8,低
1213	,6021.TW,美好證,19.25,-3.75,8,-11.7,59.89,328.9,中
1214	,6023.TW,元大期,48.9,-0.1,29,-3.74,85.04,34.75,中
1215	,6024.TW,群益期,36.65,-0.27,79,-5.78,77.18,95.3,高
1216	,6026.TW,福邦證,10,-0.5,274,-54.02,21.64,698.2,低
1217	,6101.TW,寬魚國際,25.35,-0.59,55,-11.83,71.27,89.35,高
1218	,6103.TW,合邦,6.49,0,0,-27.4,33.06,1.1,中
1219	,6104.TW,創惟,92.5,5.11,4117,-72.26,38.35,3955.2,低
1220	,6108.TW,競國,16.4,-0.3,41,-22.82,52.42,66.95,低
1221	,6109.TW,亞元,15.65,3.64,800,-22.52,41.17,3570.15,中
1222	,6111.TW,大宇資,68.1,4.61,11134,-33.88,86.73,5213.5,中
1223	,6112.TW,邁達特,32.85,0.46,100,-17.87,67.03,77.85,低
1224	,6113.TW,亞矽,16.8,1.2,131,-46.07,28.4,622.9,低
1225	,6114.TW,久威,24.2,0.41,32,-26.56,49.02,101.35,中
1226	,6115.TW,鎰勝,42.3,0.24,49,-3.42,80.04,58.1,高
1227	,6116.TW,彩晶,11.2,0.45,3232,-35.07,30.56,6021.85,低
1228	,6117.TW,迎廣,13.95,0.72,62,-38.55,39.88,202.2,低
1229	,6118.TW,建達,36.5,-0.82,15090,-25.89,70.22,6495.85,中
1230	,6120.TW,達運,8.81,0,739,-39.45,35.27,608.15,低
1231	,6121.TW,新普,288,1.05,222,-13.25,56.51,514.6,中
1232	,6122.TW,擎邦,17.85,4.39,1299,-15.8,74.6,1028.9,中
1233	,6123.TW,上奇,53.7,0.19,49,-12.25,51.83,66.1,低
1234	,6124.TW,業強,26.25,0.77,34,-24.57,17.63,246.15,中
1235	,6125.TW,廣運,25.4,0,586,-25.29,42.21,2081.85,低
1236	,6126.TW,信音,20.05,-0.74,34,-28.14,26.51,131.8,低
1237	,6127.TW,九豪,16.2,0.31,110,-47.23,58.13,306.5,低
1238	,6128.TW,上福,29.45,0,35,-10.08,82.04,83.7,中
1239	,6129.TW,普誠,30.15,1.86,747,-30.93,31.37,2590.65,低
1240	,6130.TW,星寶國際,29.9,0,31,-46.03,23.27,25.55,低
1241	,6133.TW,金橋,22.45,-0.66,1598,-30.6,32.22,4036.45,中
1242	,6134.TW,萬旭,21.05,-0.24,164,-29.83,64.19,303.95,中
1243	,6136.TW,富爾特,18.2,0.28,116,-6.91,56.08,94.9,中
1244	,6138.TW,茂達,117,1.74,478,-55.6,35.76,1202.15,低
1245	,6139.TW,亞翔,37.25,-1.06,714,-5.7,81.18,1951.95,高
1246	,6140.TW,訊達,16.4,0,69,-29.46,28.6,154.05,低
1247	,6141.TW,柏承,19.1,0.53,56,-33.22,29.42,281.65,低
1248	,6142.TW,友勁,10.05,-2.43,570,-11.06,62.98,1221.75,中
1249	,6143.TW,振曜,69.8,9.92,3328,-11.42,55.84,2112.8,高
1250	,6144.TW,得利影,15.1,-0.33,0,-15.17,51.81,5.6,中
1251	,6146.TW,耕興,216,3.1,146,-19.7,57.05,378.05,中
1252	,6147.TW,頎邦,59,2.79,1504,-19.62,80.66,1381,中
1253	,6148.TW,驊宏資,12.55,0,22,-23.71,51.95,24.65,低
1254	,6150.TW,撼訊,72.5,4.77,9327,-56.72,62.83,4957.6,低
1255	,6151.TW,晉倫,26.5,0.57,8,-30.63,75.2,35.85,低
1256	,6152.TW,百一,10.05,0,137,-22.69,26.63,445.55,中
1257	,6153.TW,嘉聯益,24.1,2.12,2184,-20.46,21.98,4319.25,中
1258	,6154.TW,順發,15.75,0,5,-13.93,68.11,9.15,低
1259	,6155.TW,鈞寶,24.6,0.82,157,-10.38,67.59,419.5,中
1260	,6156.TW,松上,19.05,0,103,-18.24,48.77,436.05,中
1261	,6158.TW,禾昌,25.3,0.6,8,-49.3,29.35,25.5,低
1262	,6160.TW,欣技,16.7,0,66,-21.96,52.95,431.3,中
1263	,6161.TW,捷波,24.8,-0.6,70,-36,45.59,88.8,低
1264	,6163.TW,華電網,14.9,0.68,111,-22.19,49.73,450.9,低
1265	,6164.TW,華興,10,0.5,163,-35.48,43.19,338,低
1266	,6165.TW,浪凡,26.95,-1.46,51,-27.55,46.64,105.5,低
1267	,6166.TW,凌華,54.3,0.93,41,-13.26,64.75,89.5,中
1268	,6167.TW,久正,11.8,-0.42,180,-28.7,34.5,489.3,低
1269	,6168.TW,宏齊,17.65,0.28,73,-33.52,57.8,268.15,低
1270	,6169.TW,昱泉,20.6,0,81,-18.58,73.37,50.65,中
1271	,6170.TW,統振,34.7,0.14,81,-9.87,74.73,169.45,高
1272	,6171.TW,大城地產,24.15,-0.21,9,-23.33,38.42,15.8,低
1273	,6173.TW,信昌電,34.55,1.32,205,-41.74,48.14,275.35,低
1274	,6174.TW,安碁,25.45,0,90,-32.31,50.79,83.75,低
1275	,6175.TW,立敦,32.9,0.92,120,-31.1,82.44,276.4,中
1276	,6176.TW,瑞儀,105.5,0.48,555,-4.09,73.19,2216.6,高
1277	,6177.TW,達麗,30.15,1.86,1167,-7.66,91.23,406,中
1278	,6179.TW,亞通,25.1,1.21,158,-22.89,57.67,233.6,低
1279	,6180.TW,橘子,70.1,0.29,11801,-3.58,85.57,2457.1,高
1280	,6182.TW,合晶,41.45,1.59,2160,-48.83,35.81,2540.75,低
1281	,6183.TW,關貿,59.1,0.17,57,-23.25,53.89,27.4,低
1282	,6184.TW,大豐電,48.15,0.21,35,-3.7,48.8,57,中
1283	,6185.TW,幃翔,12.35,0.82,37,-17.11,37.77,83.75,低
1284	,6186.TW,新潤,35.6,-3.26,1058,-3.78,87.34,1112.95,高
1285	,6187.TW,萬潤,62.9,3.45,405,-59.81,40.07,1172.3,低
1286	,6188.TW,廣明,40.1,-0.12,208,-15.67,56.09,667.05,中
1287	,6189.TW,豐藝,37.9,-0.13,124,-17.79,81.02,108.2,低
1288	,6190.TW,萬泰科,29.25,2.45,448,-34.27,19.44,975.45,低
1289	,6191.TW,精成科,27.7,0.54,380,-25.64,43.37,657.4,中
1290	,6192.TW,巨路,70.8,2.61,342,-7.21,74.82,116.9,中
1291	,6194.TW,育富,23.25,-0.21,24,-7.92,33.13,47.5,中
1292	,6195.TW,詩肯,42.6,0.12,3,-23.79,23.9,37,低
1293	,6196.TW,帆宣,119,0.85,1622,-28.31,63.66,1046.25,中
1294	,6197.TW,佳必琪,40.35,0.88,115,-21.65,68.56,374.7,中
1295	,6198.TW,瑞築,19.7,0,7,-46.68,7.65,10.6,低
1296	,6199.TW,天品,17.85,0.85,50,-45.33,52.77,19,低
1297	,6201.TW,亞弘電,39,0,13,-13.72,55.67,8.05,低
1298	,6202.TW,盛群,69.4,1.76,1081,-45.14,53.67,1723.65,低
1299	,6203.TW,海韻電,51,-0.97,49,-34.11,62.05,46.55,中
1300	,6204.TW,艾華,58.8,0.34,8,-20.54,84.51,12.85,中
1301	,6205.TW,詮欣,68.7,2.54,520,-28.21,14.68,994.9,低
1302	,6206.TW,飛捷,67.1,0.3,109,-32.56,46.47,378.75,低
1303	,6207.TW,雷科,25.3,-0.78,94,-33.07,42.75,65.65,低
1304	,6208.TW,日揚,49.85,0.71,26,-15.94,77.06,63,中
1305	,6209.TW,今國光,24.55,0.61,268,-26.5,32.84,291.3,低
1306	,6210.TW,慶生,34.6,-1.42,4,-21.09,41.66,4.7,低
1307	,6212.TW,理銘,46,-1.08,2,-26.63,22.01,601.45,低
1308	,6213.TW,聯茂,72.6,0,908,-45.62,67.95,1900.75,低
1309	,6214.TW,精誠,70.3,1.15,137,-16.9,74.15,615.35,中
1310	,6215.TW,和椿,20,-0.5,352,-29.2,31.8,115.35,低
1311	,6216.TW,居易,25.3,0.4,53,-25.92,33.71,187.15,低
1312	,6217.TW,中探針,42.6,1.79,456,-39.92,44.06,1642.15,低
1313	,6218.TW,豪勉,18.1,0,28,-26.42,49.5,27.35,低
1314	,6219.TW,富旺,10.7,0,112,-43.39,11.88,135,低
1315	,6220.TW,岳豐,26.4,0.76,622,-26.67,29.83,764.15,中
1316	,6221.TW,晉泰,52,0.78,9,-18.75,34.57,7.15,中
1317	,6222.TW,上揚,14.65,0,1,-28.54,25.58,13.45,低
1318	,6223.TW,旺矽,118,4.89,2419,-11.28,66.26,2941.15,高
1319	,6224.TW,聚鼎,57.6,1.59,49,-50.13,47.04,284.8,低
1320	,6225.TW,天瀚,13.3,3.5,26,-3.62,83.96,32,高
1321	,6226.TW,光鼎,10.15,-0.49,209,-30.48,28.16,347.4,低
1322	,6227.TW,茂綸,40.65,0.87,265,-4.24,78.11,143,高
1323	,6228.TW,全譜,12.3,-0.81,65,-58.59,33.26,64.85,低
1324	,6229.TW,研通,24.5,0.2,18,-42.62,40.5,34.95,低
1325	,6230.TW,尼得科超眾,114,-1.72,33,-28.3,43.53,59.8,中
1326	,6231.TW,系微,86.9,4.95,568,-30.2,51.56,754.25,中
1327	,6233.TW,旺玖,22.4,9.8,1377,-31.08,49.98,491.8,中
1328	,6234.TW,高僑,23.45,-0.64,1781,-7.5,69.82,3113.3,高
1329	,6235.TW,華孚,36.65,5.01,5159,-23.33,49.79,4258.9,中
1330	,6236.TW,康呈,17,0,0,-26.09,45.4,0.45,中
1331	,6237.TW,驊訊,45.1,1.69,399,-47.37,39.06,887.7,低
1332	,6239.TW,力成,80.7,1.89,1304,-19.06,57.62,4319,中
1333	,6240.TW,松崗,17.7,-0.56,12,-42.53,41.47,27.35,低
1334	,6241.TW,易通展,15.55,-0.32,30,-64.66,30.34,78.5,低
1335	,6242.TW,立康,55,-2.48,90,-33.33,56.61,232.65,中
1336	,6243.TW,迅杰,27.85,0,69,-50.88,44.24,434.6,低
1337	,6244.TW,茂迪,28.5,0,4164,-19.38,59.92,9130.65,中
1338	,6245.TW,立端,93.8,1.96,2145,-16.25,67.33,5402.45,高
1339	,6246.TW,臺龍,14.45,-1.7,27,-15.74,40.53,30.6,中
1340	,6247.TW,淇譽電,15.4,0,3,-0.32,82.42,19.95,高
1341	,6248.TW,沛波,22.2,-1.11,56,-11.9,68.36,318.35,中
1342	,6257.TW,矽格,48.75,0.41,508,-22.86,55.95,1052.7,中
1343	,6259.TW,百徽,21.8,3.07,13,-58.08,55.66,21.7,低
1344	,6261.TW,久元,57.1,0,45,-33.14,36.14,129.7,低
1345	,6263.TW,普萊德,90.5,0.78,48,-5.73,71.99,133.4,高
1346	,6264.TW,富裔,8.15,0,12,-16.41,32.55,61.85,低
1347	,6265.TW,方土昶,9.39,-0.42,163,-39.42,24.42,205.3,低
1348	,6266.TW,泰詠,23.8,-0.21,408,-16.93,43.3,1071.9,中
1349	,6269.TW,台郡,98.4,0.41,328,-13.68,38.23,1442.35,中
1350	,6270.TW,倍微,21.95,0.23,35,-15.74,33.27,34.95,低
1351	,6271.TW,同欣電,198.5,3.93,1317,-33.28,57.25,2251.45,低
1352	,6274.TW,台燿,53.3,3.7,1091,-43.78,58.96,1603.15,低
1353	,6275.TW,元山,26.2,0.19,110,-39.21,54.03,91.8,低
1354	,6276.TW,安鈦克,16.75,1.52,166,-23.52,71.48,250.3,中
1355	,6277.TW,宏正,77.4,-0.13,17,-6.41,48.8,42.55,中
1356	,6278.TW,台表科,89.6,0.67,854,-34.84,49.42,1057.8,低
1357	,6279.TW,胡連,144.5,0,1429,-22.1,34.66,2528.95,中
1358	,6281.TW,全國電,81.8,0,4,-7.57,47.3,17.95,低
1359	,6282.TW,康舒,30.6,2.51,4014,-16.16,68.6,3082.3,中
1360	,6283.TW,淳安,31.85,-0.16,63,-26.78,31.7,185.25,低
1361	,6284.TW,佳邦,51.8,0,643,-21.16,69.76,837,中
1362	,6285.TW,啟碁,78.9,0.64,1489,-17.38,19.79,4389.1,中
1363	,6287.TW,元隆,23.05,0,0,-30.36,23.58,3.15,中
1364	,6288.TW,聯嘉,22.7,1.11,270,-26.66,44.57,1149.1,中
1365	,6290.TW,良維,53.3,0.57,215,-13.19,35.13,1378,中
1366	,6291.TW,沛亨,99.9,1.94,9,-5.31,73.44,8.3,高
1367	,6292.TW,迅德,40.25,-0.12,31,-20.14,78.82,47.85,中
1368	,6294.TW,智基,107,-0.93,15,-22.18,70.04,40.4,低
1369	,6404.TW,通訊-KY,18,-4.51,0,-14.08,54.36,1.85,中
1370	,6405.TW,悅城,21.6,0.23,89,-25.39,76.22,31.2,中
1371	,6409.TW,旭隼,1505,-2.59,131,-19.73,47.97,130.75,中
1372	,6411.TW,晶焱,85.2,1.19,259,-60.65,25.98,399.05,低
1373	,6412.TW,群電,74,1.37,121,-15.72,66.8,206.2,中
1374	,6414.TW,樺漢,212,4.18,1808,-15.2,68.87,820.45,中
1375	,6415.TW,矽力*-KY,453.5,3.89,1359,-89.1,43.38,2286.6,低
1376	,6416.TW,瑞祺電通,87.6,0.57,58,-20.72,42.41,160.55,低
1377	,6417.TW,韋僑,86.9,-0.34,55,-7.16,37.9,11.7,高
1378	,6418.TW,詠昇,15.85,1.6,67,-27.13,26.93,17.6,中
1379	,6419.TW,京晨科,35,-1.96,12,-16.47,49.83,14.7,中
1380	,6425.TW,易發,21.65,1.41,85,-26.49,73.21,33.6,低
1381	,6426.TW,統新,60.7,1.85,72,-35.77,25.85,168.3,低
1382	,6431.TW,光麗-KY,20.4,0.25,12,-37.23,26.23,159.5,低
1383	,6432.TW,今展科,30.3,-1.14,47,-23.48,24.68,62.95,低
1384	,6435.TW,大中,97.7,0.21,66,-43.53,29.91,143.25,低
1385	,6438.TW,迅得,86.4,1.65,163,-35.76,61.93,182.55,低
1386	,6441.TW,廣錠,55.8,8.56,1571,-8.37,76.64,1225.7,高
1387	,6442.TW,光聖,44.35,1.72,74,-37.54,40.1,434.65,低
1388	,6443.TW,元晶,35.25,2.03,11812,-30.06,51.81,22950.15,低
1389	,6446.TW,藥華藥,478.5,0.31,1065,-23.07,42.99,1352,中
1390	,6449.TW,鈺邦,41.5,-0.36,9,-30.13,43.7,24.5,低
1391	,6451.TW,訊芯-KY,81.6,0.12,446,-15.88,43.83,900.6,中
1392	,6456.TW,GIS-KY,87.8,-0.23,1363,-11.04,60.7,1461.4,中
1393	,6457.TW,紘康,59.4,0.68,27,-65.26,38.39,346.6,低
1394	,6461.TW,益得,33.05,-0.6,472,-29.3,47.19,2801,中
1395	,6462.TW,神盾,60.8,0.5,85,-50.37,43.23,107.7,低
1396	,6464.TW,台數科,97.1,0.41,243,-4.8,73.72,95.5,高
1397	,6465.TW,威潤,17.3,2.98,10,-47.34,27.26,69.75,低
1398	,6469.TW,大樹,301,1.86,344,-15.92,70.09,366.8,中
1399	,6470.TW,宇智,53.3,0.57,139,-35.24,38.1,540.3,低
1400	,6472.TW,保瑞,434.5,4.83,6549,-8.53,71.77,4473.3,高
1401	,6477.TW,安集,46.2,1.76,759,-31.15,46.11,3578,低
1402	,6482.TW,弘煜科,42.9,2.88,8,-16.05,61.96,3.05,中
1403	,6485.TW,點序,65.7,1.7,309,-58.02,36.29,348.1,低
1404	,6486.TW,互動,63.4,2.09,45,-19.95,67.78,33.6,低
1405	,6488.TW,環球晶,438,2.46,1472,-40.41,58.06,1492,低
1406	,6491.TW,晶碩,415.5,-2,1069,-19.94,82.32,993.95,中
1407	,6492.TW,生華科,57.9,-0.17,126,-49.87,63.71,788.6,低
1408	,6494.TW,九齊,71.9,1.41,100,-56.56,57.49,314.6,低
1409	,6496.TW,科懋,27.7,-0.36,9,-7.67,52.05,19.05,中
1410	,6499.TW,益安,57.5,-1.03,77,-36.04,57.63,251.7,低
1411	,6504.TW,南六,72.2,-1.37,53,-38.55,33.45,172.7,低
1412	,6505.TW,台塑化,80.1,-0.25,1526,-22.61,27.1,1778.05,低
